statement	score	confidence	gemini_2_5_flash
Vinylidene fluoride	3	not classifiable	not classifiable
Cimetidine	3	not classifiable	not classifiable
D & C Red No. 9	3	not classifiable	not classifiable
Propham	3	not classifiable	not classifiable
Fenvalerate	3	not classifiable	not classifiable
Rosiglitazone	3	not classifiable	not classifiable
Citrinin	3	not classifiable	possibly carcinogenic
tert-Butyl alcohol	3	not classifiable	possibly carcinogenic
Hydroquinone	3	not classifiable	not classifiable
Bromoform	3	not classifiable	not classifiable
Maleic hydrazide	3	not classifiable	not classifiable
2-Chloro-1,1,1-trifluoroethane	3	not classifiable	not classifiable
Spironolactone	3	not classifiable	possibly carcinogenic
Pentachloroethane	3	not classifiable	not classifiable
Dichloroacetylene	3	not classifiable	possibly carcinogenic
Chlorodibromomethane	3	not classifiable	possibly carcinogenic
Trichlorfon	3	not classifiable	possibly carcinogenic
Hydroxyurea	3	not classifiable	probably carcinogenic
Cyclochlorotine	3	not classifiable	possibly carcinogenic
Apholate	3	not classifiable	possibly carcinogenic
Silica, amorphous	3	not classifiable	not classifiable
N-Nitrosoproline	3	not classifiable	not classifiable
Kaempferol	3	not classifiable	PARSE_FAIL
Maneb	3	not classifiable	possibly carcinogenic
Hydrochloric acid	3	not classifiable	not classifiable
Sulfafurazole (Sulfisoxazole)	3	not classifiable	not classifiable
Hydrogen peroxide	3	not classifiable	not classifiable
Angelicin plus ultraviolet A radiation	3	not classifiable	carcinogenic to humans
CI Acid Orange 20	3	not classifiable	not classifiable
Sodium chlorite	3	not classifiable	PARSE_FAIL
Permethrin	3	not classifiable	probably carcinogenic
Deltamethrin	3	not classifiable	not classifiable
2-Nitropyrene	3	not classifiable	possibly carcinogenic
Butylated hydroxytoluene (BHT)	3	not classifiable	not classifiable
Oxyphenbutazone	3	not classifiable	possibly carcinogenic
Vat Yellow 4	3	not classifiable	possibly carcinogenic
Selenium and selenium compounds	3	not classifiable	not classifiable
Methylglyoxal	3	not classifiable	probably carcinogenic
Prednisone	3	not classifiable	probably carcinogenic
Blue VRS	3	not classifiable	PARSE_FAIL
1,4-Diamino-2-nitrobenzene	3	not classifiable	not classifiable
Medphalan	3	not classifiable	carcinogenic to humans
Pyrene	3	not classifiable	not classifiable
Dibenzo[a,e]fluoranthene	3	not classifiable	possibly carcinogenic
Chrysoidine	3	not classifiable	possibly carcinogenic
Dapsone	3	not classifiable	possibly carcinogenic
Chloroquine	3	not classifiable	not classifiable
Acrylic acid	3	not classifiable	not classifiable
1,1,2-Trichloroethane	3	not classifiable	possibly carcinogenic
Dihydroxymethylfuratrizine (see also Panfuran S)	3	not classifiable	carcinogenic to humans
Methyl methacrylate	3	not classifiable	not classifiable
Ethionamide	3	not classifiable	not classifiable
Ferric oxide	3	not classifiable	not classifiable
Cobalt(II,III) oxide	3	not classifiable	not classifiable
Yellow OB	3	not classifiable	probably carcinogenic
Alcoholic beverages	1	carcinogenic to humans	carcinogenic to humans
Aluminium production	1	carcinogenic to humans	carcinogenic to humans
ortho-Nitroanisole	2A	probably carcinogenic	possibly carcinogenic
Isoprene	2B	possibly carcinogenic	possibly carcinogenic
ortho-Anisidine (see also ortho-Anisidine hydrochloride)	2A	probably carcinogenic	possibly carcinogenic
Methyleugenol	2A	probably carcinogenic	possibly carcinogenic
Furosemide (Frusemide)	3	not classifiable	not classifiable
1,1,2,2-Tetrachloroethane	2B	possibly carcinogenic	possibly carcinogenic
Areca nut	1	carcinogenic to humans	carcinogenic to humans
Panfuran S (containing dihydroxymethylfuratrizine)	2B	possibly carcinogenic	carcinogenic to humans
Dichloroacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Engine exhaust, diesel	1	carcinogenic to humans	carcinogenic to humans
2-Nitropropane	2B	possibly carcinogenic	possibly carcinogenic
4-Chloro-ortho-toluidine	2A	probably carcinogenic	probably carcinogenic
Styrene-7,8-oxide	2A	probably carcinogenic	probably carcinogenic
Auramine production	1	carcinogenic to humans	carcinogenic to humans
Automotive gasoline (see also Gasoline engine exhaust, and Aviation gasoline)	1	carcinogenic to humans	possibly carcinogenic
Betel quid with tobacco	1	carcinogenic to humans	carcinogenic to humans
Toxaphene (Polychlorinated camphenes)	2B	possibly carcinogenic	possibly carcinogenic
Aloe vera, whole leaf extract	2B	possibly carcinogenic	possibly carcinogenic
Bitumens, occupational exposure to straight-run bitumens and their emissions during road paving	2B	possibly carcinogenic	possibly carcinogenic
1,2,3-Trichloropropane	2A	probably carcinogenic	probably carcinogenic
alpha-Chlorinated toluenes (benzal chloride, benzotrichloride, benzyl chloride) and benzoyl chloride (combined exposures)	2A	probably carcinogenic	carcinogenic to humans
Benzidine, dyes metabolized to	1	carcinogenic to humans	carcinogenic to humans
Coal gasification	1	carcinogenic to humans	carcinogenic to humans
Betel quid without tobacco	1	carcinogenic to humans	carcinogenic to humans
Arecoline	2B	possibly carcinogenic	possibly carcinogenic
Schistosoma japonicum (infection with)	2B	possibly carcinogenic	carcinogenic to humans
Trichlormethine (Trimustine hydrochloride)	2B	possibly carcinogenic	carcinogenic to humans
4-Methylimidazole	2B	possibly carcinogenic	possibly carcinogenic
Anthraquinone	2B	possibly carcinogenic	possibly carcinogenic
1-Amino-2,4-dibromoanthraquinone	2B	possibly carcinogenic	possibly carcinogenic
Coal, indoor emissions from household combustion of	1	carcinogenic to humans	carcinogenic to humans
BK polyomavirus (BKV)	2B	possibly carcinogenic	not classifiable
Epstein-Barr virus	1	carcinogenic to humans	carcinogenic to humans
Carpentry and joinery	2B	possibly carcinogenic	carcinogenic to humans
Bitumens, occupational exposure to hard bitumens and their emissions during mastic asphalt work	2B	possibly carcinogenic	possibly carcinogenic
Bracken fern	2B	possibly carcinogenic	possibly carcinogenic
Coke production	1	carcinogenic to humans	carcinogenic to humans
Estrogen therapy, postmenopausal	1	carcinogenic to humans	carcinogenic to humans
4,4'-Methylene bis(2-methylaniline)	2B	possibly carcinogenic	possibly carcinogenic
Carbazole	2B	possibly carcinogenic	not classifiable
Dimethyl hydrogen phosphite	2B	possibly carcinogenic	not classifiable
Chlorinated paraffins of average carbon chain length C12 and average degree of chlorination approximately 60%	2B	possibly carcinogenic	possibly carcinogenic
Estrogen-progestogen oral contraceptives (combined)	1	carcinogenic to humans	carcinogenic to humans
2,6-Dimethylaniline (2,6-Xylidine)	2B	possibly carcinogenic	not classifiable
Estrogen-progestogen menopausal therapy (combined)	1	carcinogenic to humans	carcinogenic to humans
Firefighter (occupational exposure as a)	1	carcinogenic to humans	carcinogenic to humans
Diesel fuel, marine	2B	possibly carcinogenic	probably carcinogenic
Chlorophenoxy herbicides	2B	possibly carcinogenic	possibly carcinogenic
Fission products, including strontium-90	1	carcinogenic to humans	carcinogenic to humans
2,4,6-Trichlorophenol (see also Polychlorophenols)	2B	possibly carcinogenic	possibly carcinogenic
2-Chloronitrobenzene	2B	possibly carcinogenic	not classifiable
Pulegone	2B	possibly carcinogenic	possibly carcinogenic
Dry cleaning (occupational exposures in)	2B	possibly carcinogenic	probably carcinogenic
1,4-Dichloro-2-nitrobenzene	2B	possibly carcinogenic	not classifiable
Fluoro-edenite fibrous amphibole	1	carcinogenic to humans	carcinogenic to humans
Aviation gasoline (see also Automotive gasoline, and Gasoline engine exhaust)	2B	possibly carcinogenic	probably carcinogenic
Hepatitis B virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Engine exhaust, gasoline	2B	possibly carcinogenic	possibly carcinogenic
Fuel oils, residual (heavy)	2B	possibly carcinogenic	carcinogenic to humans
Iron-dextran complex	2B	possibly carcinogenic	possibly carcinogenic
Haematite mining (underground)	1	carcinogenic to humans	carcinogenic to humans
Kava extract	2B	possibly carcinogenic	not classifiable
Michler’s ketone [4,4´-Bis(dimethylamino)­benzophenone]	2B	possibly carcinogenic	possibly carcinogenic
Hepatitis C virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Goldenseal root powder	2B	possibly carcinogenic	possibly carcinogenic
Hexachlorocyclohexanes	2B	possibly carcinogenic	possibly carcinogenic
Naphthalene	2B	possibly carcinogenic	possibly carcinogenic
Hepatitis D virus (HDV)	1	carcinogenic to humans	carcinogenic to humans
Quinoline	2B	possibly carcinogenic	possibly carcinogenic
Human cytomegalovirus (HCMV)	2B	possibly carcinogenic	not classifiable
Human papillomavirus (HPV) type 16	1	carcinogenic to humans	carcinogenic to humans
Ginkgo biloba extract	2B	possibly carcinogenic	possibly carcinogenic
Human immunodeficiency virus type 2 (infection with)	2B	possibly carcinogenic	carcinogenic to humans
Human T-cell lymphotropic virus type I	1	carcinogenic to humans	carcinogenic to humans
Human papillomavirus (HPV) types 26, 53, 66, 67, 70, 73, 82	2B	possibly carcinogenic	not classifiable
Helicobacter pylori (infection with)	1	carcinogenic to humans	carcinogenic to humans
Human papillomavirus (HPV) type 33	1	carcinogenic to humans	carcinogenic to humans
Human immunodeficiency virus type 1 (infection with)	1	carcinogenic to humans	carcinogenic to humans
N-Nitrosodi-n-butylamine	2B	possibly carcinogenic	possibly carcinogenic
Opisthorchis viverrini (infection with)	1	carcinogenic to humans	carcinogenic to humans
3,3'-Dichlorobenzidine	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) type 18	1	carcinogenic to humans	carcinogenic to humans
Human papillomavirus (HPV) types 5 and 8 (in patients with epidermodysplasia verruciformis)	2B	possibly carcinogenic	carcinogenic to humans
N-Methylolacrylamide	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) types 31, 35, 39, 45, 51, 52, 56, 58, 59	1	carcinogenic to humans	carcinogenic to humans
Schistosoma haematobium (infection with)	1	carcinogenic to humans	carcinogenic to humans
N-Nitrosopyrrolidine	2B	possibly carcinogenic	probably carcinogenic
Implanted foreign bodies of metallic cobalt, metallic nickel and an alloy powder containing 66-67% nickel, 13-16% chromium, and 7% iron	2B	possibly carcinogenic	carcinogenic to humans
Human papillomavirus (HPV) types 30, 34, 69, 85, 97	2B	possibly carcinogenic	probably carcinogenic
Ionizing radiation (all types)	1	carcinogenic to humans	carcinogenic to humans
Acheson process, occupational exposure associated with	1	carcinogenic to humans	carcinogenic to humans
β-Myrcene	2B	possibly carcinogenic	possibly carcinogenic
Metronidazole	2B	possibly carcinogenic	possibly carcinogenic
Safrole	2B	possibly carcinogenic	possibly carcinogenic
Iron and steel founding (occupational exposure during)	1	carcinogenic to humans	carcinogenic to humans
Dihydrosafrole	2B	possibly carcinogenic	possibly carcinogenic
Magnetic fields, extremely low-frequency	2B	possibly carcinogenic	possibly carcinogenic
Acid mists, strong inorganic	1	carcinogenic to humans	carcinogenic to humans
JC polyomavirus (JCV)	2B	possibly carcinogenic	possibly carcinogenic
Isopropyl alcohol manufacture using strong acids	1	carcinogenic to humans	carcinogenic to humans
Pentachlorophenol (see also Polychlorophenols)	1	carcinogenic to humans	possibly carcinogenic
Orthopaedic implants of complex composition and cardiac pacemakers	3	not classifiable	possibly carcinogenic
Kaposi sarcoma herpesvirus	1	carcinogenic to humans	carcinogenic to humans
2-Naphthylamine	1	carcinogenic to humans	carcinogenic to humans
Cobalt(II) sulfide	3	not classifiable	probably carcinogenic
Fast Green FCF	3	not classifiable	not classifiable
Isonicotinic acid hydrazide (Isoniazid)	3	not classifiable	probably carcinogenic
N-Nitrosomethylvinylamine	2B	possibly carcinogenic	probably carcinogenic
4-Aminobiphenyl	1	carcinogenic to humans	carcinogenic to humans
Other cobalt(II) compounds (not including Soluble cobalt(II) salts, Cobalt(II) oxide, Cobalt(II,III) oxide, and Cobalt(II) sulfide)	3	not classifiable	possibly carcinogenic
Paint manufacture (occupational exposure in)	3	not classifiable	carcinogenic to humans
Rugulosin	3	not classifiable	not classifiable
1,4-Dioxane	2B	possibly carcinogenic	possibly carcinogenic
Methylarsonic acid	2B	possibly carcinogenic	possibly carcinogenic
Leather dust	1	carcinogenic to humans	carcinogenic to humans
Haematite	3	not classifiable	not classifiable
meta-Dichlorobenzene	3	not classifiable	not classifiable
Zeolites other than erionite (clinoptilolite, phillipsite,mordenite, non-fibrous Japanese zeolite, synthetic zeolites)	3	not classifiable	not classifiable
MOPP and other combined chemotherapy including alkylating agents	1	carcinogenic to humans	carcinogenic to humans
Auramine	2B	possibly carcinogenic	carcinogenic to humans
Primidone	2B	possibly carcinogenic	not classifiable
Malonaldehyde	3	not classifiable	possibly carcinogenic
Potassium bis(2-hydroxyethyl)dithiocarbamate	3	not classifiable	not classifiable
Benzidine	1	carcinogenic to humans	carcinogenic to humans
Pentavalent antimony	3	not classifiable	not classifiable
Phenobarbital	2B	possibly carcinogenic	possibly carcinogenic
Magenta production	1	carcinogenic to humans	carcinogenic to humans
Griseofulvin	2B	possibly carcinogenic	possibly carcinogenic
Glycidyl oleate	3	not classifiable	possibly carcinogenic
Benzo[a]fluorene	3	not classifiable	possibly carcinogenic
Mitomycin C	2B	possibly carcinogenic	carcinogenic to humans
Dibenzothiophene	3	not classifiable	PARSE_FAIL
ortho-Toluidine	1	carcinogenic to humans	carcinogenic to humans
Rifampicin	3	not classifiable	not classifiable
Bis(2,3-epoxycyclopentyl)ether	3	not classifiable	possibly carcinogenic
Petroleum solvents	3	not classifiable	possibly carcinogenic
Merkel cell polyomavirus (MCPyV)	1	carcinogenic to humans	carcinogenic to humans
Tetranitromethane	2B	possibly carcinogenic	possibly carcinogenic
Trichloroacetonitrile	3	not classifiable	not classifiable
Nitrogen mustard N-oxide	2B	possibly carcinogenic	probably carcinogenic
Androgenic (anabolic) steroids	2A	probably carcinogenic	carcinogenic to humans
Mineral oils, untreated or mildly treated	1	carcinogenic to humans	carcinogenic to humans
Tris(1-aziridinyl)phosphine oxide	3	not classifiable	possibly carcinogenic
Captan	3	not classifiable	possibly carcinogenic
Art glass, glass containers and pressed ware (manufacture of)	2A	probably carcinogenic	carcinogenic to humans
Xylenes	3	not classifiable	not classifiable
Polychlorinated dibenzofurans (see 2,3,4,7,8-Pentachlorodibenzofuran)	3	not classifiable	possibly carcinogenic
Neutron radiation	1	carcinogenic to humans	carcinogenic to humans
Chloroprene	2B	possibly carcinogenic	possibly carcinogenic
Polychlorinated dibenzo-para-dioxins (other than 2,3,7,8-tetrachlorodibenzo-para-dioxin)	3	not classifiable	not classifiable
Benzo[b]naphtho[2,1-d]thiophene	3	not classifiable	probably carcinogenic
Indium tin oxide	2B	possibly carcinogenic	possibly carcinogenic
Ethyl selenac	3	not classifiable	possibly carcinogenic
CI Pigment Red 3	3	not classifiable	not classifiable
N,N-Dimethylacetamide	2B	possibly carcinogenic	possibly carcinogenic
Nickel compounds	1	carcinogenic to humans	carcinogenic to humans
Carbon electrode manufacture	2A	probably carcinogenic	carcinogenic to humans
Biomass fuel (primarily wood), indoor emissions from household combustion of	2A	probably carcinogenic	carcinogenic to humans
Propylthiouracil	2B	possibly carcinogenic	possibly carcinogenic
Amsacrine	2B	possibly carcinogenic	probably carcinogenic
Iron sorbitol-citric acid complex	3	not classifiable	not classifiable
2-Methyl-1-nitroanthraquinone (uncertain purity)	2B	possibly carcinogenic	not classifiable
11-Aminoundecanoic acid	3	not classifiable	not classifiable
Benzo[b]fluorene	3	not classifiable	possibly carcinogenic
1-Naphthylamine	3	not classifiable	carcinogenic to humans
Mannomustine dihydrochloride	3	not classifiable	probably carcinogenic
Proflavine salts	3	not classifiable	not classifiable
Pulp and paper manufacture	3	not classifiable	carcinogenic to humans
N-Nitrosoguvacine	3	not classifiable	not classifiable
Frying, emissions from high-temperature	2A	probably carcinogenic	probably carcinogenic
1-Hydroxyanthraquinone	2B	possibly carcinogenic	not classifiable
Outdoor air pollution	1	carcinogenic to humans	carcinogenic to humans
1-Chloro-2-methylpropene	2B	possibly carcinogenic	not classifiable
Opium consumption	1	carcinogenic to humans	carcinogenic to humans
1,2-Bis(chloromethoxy)ethane	3	not classifiable	carcinogenic to humans
Hairdresser or barber (occupational exposure as a)	2A	probably carcinogenic	probably carcinogenic
para-Aramid fibrils	3	not classifiable	not classifiable
Merphalan	2B	possibly carcinogenic	carcinogenic to humans
N-Nitrosoguvacoline	3	not classifiable	probably carcinogenic
Cantharidin	3	not classifiable	not classifiable
Rock (stone) wool	3	not classifiable	not classifiable
cis-9,10-Epoxystearic acid	3	not classifiable	not classifiable
Leucomalachite green (see also Malachite green)	2B	possibly carcinogenic	possibly carcinogenic
Outdoor air pollution, particulate matter in	1	carcinogenic to humans	carcinogenic to humans
Vinyl toluene	3	not classifiable	not classifiable
N-Phenyl-2-naphthylamine	3	not classifiable	possibly carcinogenic
Printing inks	3	not classifiable	not classifiable
N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide	2B	possibly carcinogenic	carcinogenic to humans
SV40 polyomavirus	3	not classifiable	probably carcinogenic
Cobalt(II) oxide	2B	possibly carcinogenic	possibly carcinogenic
Painter (occupational exposure as a)	1	carcinogenic to humans	carcinogenic to humans
Human papillomavirus (HPV) type 68	2A	probably carcinogenic	carcinogenic to humans
Doxylamine succinate	3	not classifiable	not classifiable
Molybdenum trioxide	2B	possibly carcinogenic	possibly carcinogenic
2,4,5-Trimethylaniline	3	not classifiable	possibly carcinogenic
Semicarbazide hydrochloride	3	not classifiable	not classifiable
Lead compounds, inorganic	2A	probably carcinogenic	probably carcinogenic
Thiram	3	not classifiable	not classifiable
Silicone breast implants	3	not classifiable	not classifiable
Carrageenan, degraded (Poligeenan)	2B	possibly carcinogenic	possibly carcinogenic
Slag wool	3	not classifiable	possibly carcinogenic
Vanadium pentoxide	2B	possibly carcinogenic	possibly carcinogenic
Nylon 6	3	not classifiable	not classifiable
Malaria (caused by infection with Plasmodium falciparum in holoendemic areas)	2A	probably carcinogenic	carcinogenic to humans
Isobutyl nitrite	2B	possibly carcinogenic	probably carcinogenic
Night shift work	2A	probably carcinogenic	probably carcinogenic
Phenacetin, analgesic mixtures containing	1	carcinogenic to humans	carcinogenic to humans
1,4-Bis(chloromethoxymethyl)benzene	3	not classifiable	carcinogenic to humans
Gemfibrozil	3	not classifiable	not classifiable
Ziram	3	not classifiable	not classifiable
Acepyrene (3,4-dihydrocyclopenta[cd]pyrene)	3	not classifiable	PARSE_FAIL
1,3-Dichloropropene (technical-grade)	2B	possibly carcinogenic	possibly carcinogenic
Sodium ortho-phenylphenate	2B	possibly carcinogenic	possibly carcinogenic
Shikimic acid	3	not classifiable	PARSE_FAIL
Polychlorinated biphenyls, dioxin-like, with a Toxicity Equivalency Factor (TEF) according to WHO (PCBs 77, 81, 105, 114, 118, 123, 126, 156, 157, 167, 169, 189)	1	carcinogenic to humans	carcinogenic to humans
Sulfites	3	not classifiable	PARSE_FAIL
Processed meat (consumption of)	1	carcinogenic to humans	carcinogenic to humans
Malachite green (see also Leucomalachite green)	3	not classifiable	possibly carcinogenic
Gentian violet (see also Leucogentian violet)	2B	possibly carcinogenic	possibly carcinogenic
N-Nitrososarcosine	2B	possibly carcinogenic	probably carcinogenic
Nitrate or nitrite (ingested) under conditions that result in endogenous nitrosation	2A	probably carcinogenic	probably carcinogenic
Radioiodines, including iodine-131	1	carcinogenic to humans	carcinogenic to humans
Carbon black	2B	possibly carcinogenic	possibly carcinogenic
Cyclamates (sodium cyclamate)	3	not classifiable	not classifiable
1-[(5-Nitrofurfurylidene)amino]-2-imidazolidinone	2B	possibly carcinogenic	possibly carcinogenic
Tea	3	not classifiable	not classifiable
Tetrakis(hydroxymethyl)phosphonium salts	3	not classifiable	probably carcinogenic
Dibenzo-para-dioxin	3	not classifiable	PARSE_FAIL
Allyl isothiocyanate	3	not classifiable	not classifiable
Nithiazide	3	not classifiable	not classifiable
Non-arsenical insecticides (occupational exposures in spraying and application of)	2A	probably carcinogenic	probably carcinogenic
Radionuclides, alpha-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
Titanium dioxide	2B	possibly carcinogenic	possibly carcinogenic
Ripazepam	3	not classifiable	PARSE_FAIL
Tris(2-methyl-1-aziridinyl)phosphine oxide	3	not classifiable	probably carcinogenic
Hydroxysenkirkine	3	not classifiable	possibly carcinogenic
Sulfamethazine	3	not classifiable	not classifiable
Petroleum refining (occupational exposures in)	2A	probably carcinogenic	carcinogenic to humans
Parasorbic acid	3	not classifiable	PARSE_FAIL
Bromochloroacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Wollastonite	3	not classifiable	not classifiable
Radionuclides, beta-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
Methylthiouracil	2B	possibly carcinogenic	possibly carcinogenic
Red meat (consumption of)	2A	probably carcinogenic	probably carcinogenic
Rubber manufacturing industry	1	carcinogenic to humans	carcinogenic to humans
Phenazopyridine hydrochloride	2B	possibly carcinogenic	possibly carcinogenic
Cupferron	2B	possibly carcinogenic	possibly carcinogenic
Chloropropham	3	not classifiable	not classifiable
Benzyl acetate	3	not classifiable	possibly carcinogenic
Carbon tetrachloride	2B	possibly carcinogenic	possibly carcinogenic
Agaritine	3	not classifiable	not classifiable
Soluble cobalt(II) salts	2A	probably carcinogenic	probably carcinogenic
Cholesterol	3	not classifiable	not classifiable
para-Dimethylaminoazobenzenediazo sodium sulfonate	3	not classifiable	not classifiable
Dinitrosopentamethylenetetramine	3	not classifiable	possibly carcinogenic
Caffeine	3	not classifiable	not classifiable
Salted fish, Chinese-style	1	carcinogenic to humans	carcinogenic to humans
Sunset Yellow FCF	3	not classifiable	not classifiable
Trivalent antimony	2A	probably carcinogenic	possibly carcinogenic
Very hot beverages at above 65 °C (drinking)	2A	probably carcinogenic	probably carcinogenic
Disperse Yellow 3	3	not classifiable	possibly carcinogenic
Nitrilotriacetic acid and its salts	2B	possibly carcinogenic	possibly carcinogenic
Pyrimethamine	3	not classifiable	possibly carcinogenic
Parathion	2B	possibly carcinogenic	possibly carcinogenic
4,4'-Methylenediphenyl diisocyanate	3	not classifiable	not classifiable
Tannic acid and tannins	3	not classifiable	not classifiable
Solar radiation (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet radiation from welding; and Ultraviolet-emitting tanning devices)	1	carcinogenic to humans	carcinogenic to humans
4,4'-Thiodianiline	2B	possibly carcinogenic	possibly carcinogenic
Benz[a]anthracene	2B	possibly carcinogenic	probably carcinogenic
Styrene	2A	probably carcinogenic	probably carcinogenic
n-Butyl acrylate	3	not classifiable	not classifiable
Allyl isovalerate	3	not classifiable	not classifiable
meta-Cresidine	3	not classifiable	possibly carcinogenic
Triethanolamine	3	not classifiable	possibly carcinogenic
2-Nitronaphthalene	3	not classifiable	probably carcinogenic
Theophylline	3	not classifiable	not classifiable
3-Chloro-2-methylpropene, technical grade	2B	possibly carcinogenic	possibly carcinogenic
Tobacco smoke, secondhand	1	carcinogenic to humans	carcinogenic to humans
Ethyl acrylate	2B	possibly carcinogenic	possibly carcinogenic
3,4-Epoxy-6-methylcyclohexylmethyl-3,4-epoxy-6-methylcyclo-hexanecarboxylate	3	not classifiable	not classifiable
Aramite®	2B	possibly carcinogenic	not classifiable
Epichlorohydrin	2A	probably carcinogenic	probably carcinogenic
HC Red No. 3	3	not classifiable	possibly carcinogenic
Soot (as found in occupational exposure of chimney sweeps)	1	carcinogenic to humans	carcinogenic to humans
Phenicarbazide	3	not classifiable	not classifiable
Prednimustine	3	not classifiable	carcinogenic to humans
Glycidyl methacrylate	2A	probably carcinogenic	possibly carcinogenic
Tobacco smoking	1	carcinogenic to humans	carcinogenic to humans
Methotrexate	3	not classifiable	probably carcinogenic
CI Basic Red 9	2B	possibly carcinogenic	possibly carcinogenic
Vinblastine sulfate	3	not classifiable	possibly carcinogenic
Nitrofural (Nitrofurazone)	3	not classifiable	possibly carcinogenic
1,1-Dimethylhydrazine	2B	possibly carcinogenic	possibly carcinogenic
Thiouracil	2B	possibly carcinogenic	possibly carcinogenic
Di(2-ethylhexyl) adipate	3	not classifiable	not classifiable
N-Nitrosofolic acid	3	not classifiable	not classifiable
Methyl selenac	3	not classifiable	PARSE_FAIL
Tobacco, smokeless	1	carcinogenic to humans	carcinogenic to humans
2,4-Hexadienal	2B	possibly carcinogenic	possibly carcinogenic
Ethylene dibromide	2A	probably carcinogenic	probably carcinogenic
Azobenzene	3	not classifiable	possibly carcinogenic
Ferbam	3	not classifiable	possibly carcinogenic
Acrolein	2A	probably carcinogenic	probably carcinogenic
Phenytoin	2B	possibly carcinogenic	possibly carcinogenic
Aciclovir	3	not classifiable	not classifiable
Chlordecone (Kepone)	2B	possibly carcinogenic	possibly carcinogenic
Chlorofluoromethane	3	not classifiable	not classifiable
Prazepam	3	not classifiable	not classifiable
Ultraviolet radiation from welding (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet-emitting tanning devices; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
beta-Propiolactone	2B	possibly carcinogenic	probably carcinogenic
Methyl parathion	3	not classifiable	possibly carcinogenic
Glyphosate	2A	probably carcinogenic	probably carcinogenic
Sodium diethyldithiocarbamate	3	not classifiable	not classifiable
Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC) (see Ultraviolet radiation from welding; Ultraviolet-emitting tanning devices; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
Cycasin	2B	possibly carcinogenic	probably carcinogenic
Aziridine	2B	possibly carcinogenic	possibly carcinogenic
Chlordane	2B	possibly carcinogenic	possibly carcinogenic
8-Hydroxyquinoline	3	not classifiable	not classifiable
Paracetamol (Acetaminophen)	3	not classifiable	not classifiable
Pioglitazone	2A	probably carcinogenic	possibly carcinogenic
Methyl carbamate	3	not classifiable	not classifiable
Estazolam	3	not classifiable	not classifiable
