statement	score	confidence	gemini_2_5_flash
Epstein-Barr virus	1	carcinogenic to humans	carcinogenic to humans
Anthraquinone	2B	possibly carcinogenic	possibly carcinogenic
BK polyomavirus (BKV)	2B	possibly carcinogenic	not classifiable
Coke production	1	carcinogenic to humans	carcinogenic to humans
Leucomalachite green (see also Malachite green)	2B	possibly carcinogenic	possibly carcinogenic
4,4'-Methylene bis(2-methylaniline)	2B	possibly carcinogenic	possibly carcinogenic
Carbazole	2B	possibly carcinogenic	not classifiable
Lead compounds, inorganic	2A	probably carcinogenic	probably carcinogenic
Art glass, glass containers and pressed ware (manufacture of)	2A	probably carcinogenic	carcinogenic to humans
Bracken fern	2B	possibly carcinogenic	possibly carcinogenic
Molybdenum trioxide	2B	possibly carcinogenic	possibly carcinogenic
Estrogen therapy, postmenopausal	1	carcinogenic to humans	carcinogenic to humans
Dimethyl hydrogen phosphite	2B	possibly carcinogenic	not classifiable
Cobalt(II) oxide	2B	possibly carcinogenic	possibly carcinogenic
Carpentry and joinery	2B	possibly carcinogenic	carcinogenic to humans
Human papillomavirus (HPV) type 68	2A	probably carcinogenic	probably carcinogenic
Bitumens, occupational exposure to hard bitumens and their emissions during mastic asphalt work	2B	possibly carcinogenic	probably carcinogenic
alpha-Chlorinated toluenes (benzal chloride, benzotrichloride, benzyl chloride) and benzoyl chloride (combined exposures)	2A	probably carcinogenic	carcinogenic to humans
Vanadium pentoxide	2B	possibly carcinogenic	possibly carcinogenic
Estrogen-progestogen menopausal therapy (combined)	1	carcinogenic to humans	carcinogenic to humans
Night shift work	2A	probably carcinogenic	probably carcinogenic
Malaria (caused by infection with Plasmodium falciparum in holoendemic areas)	2A	probably carcinogenic	probably carcinogenic
Sodium ortho-phenylphenate	2B	possibly carcinogenic	possibly carcinogenic
Nitrate or nitrite (ingested) under conditions that result in endogenous nitrosation	2A	probably carcinogenic	probably carcinogenic
2,6-Dimethylaniline (2,6-Xylidine)	2B	possibly carcinogenic	possibly carcinogenic
Estrogen-progestogen oral contraceptives (combined)	1	carcinogenic to humans	carcinogenic to humans
Carbon black	2B	possibly carcinogenic	possibly carcinogenic
Non-arsenical insecticides (occupational exposures in spraying and application of)	2A	probably carcinogenic	probably carcinogenic
Dry cleaning (occupational exposures in)	2B	possibly carcinogenic	carcinogenic to humans
Titanium dioxide	2B	possibly carcinogenic	possibly carcinogenic
2,4,6-Trichlorophenol (see also Polychlorophenols)	2B	possibly carcinogenic	possibly carcinogenic
Chlorinated paraffins of average carbon chain length C12 and average degree of chlorination approximately 60%	2B	possibly carcinogenic	possibly carcinogenic
Firefighter (occupational exposure as a)	1	carcinogenic to humans	carcinogenic to humans
Petroleum refining (occupational exposures in)	2A	probably carcinogenic	carcinogenic to humans
N-Nitrososarcosine	2B	possibly carcinogenic	possibly carcinogenic
Red meat (consumption of)	2A	probably carcinogenic	probably carcinogenic
Fluoro-edenite fibrous amphibole	1	carcinogenic to humans	carcinogenic to humans
1,4-Dichloro-2-nitrobenzene	2B	possibly carcinogenic	not classifiable
Soluble cobalt(II) salts	2A	probably carcinogenic	probably carcinogenic
Engine exhaust, gasoline	2B	possibly carcinogenic	possibly carcinogenic
2-Chloronitrobenzene	2B	possibly carcinogenic	not classifiable
Cupferron	2B	possibly carcinogenic	possibly carcinogenic
Fuel oils, residual (heavy)	2B	possibly carcinogenic	probably carcinogenic
Hepatitis B virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Chlorophenoxy herbicides	2B	possibly carcinogenic	possibly carcinogenic
Pulegone	2B	possibly carcinogenic	possibly carcinogenic
Michler’s ketone [4,4´-Bis(dimethylamino)­benzophenone]	2B	possibly carcinogenic	possibly carcinogenic
Very hot beverages at above 65 °C (drinking)	2A	probably carcinogenic	probably carcinogenic
Nitrilotriacetic acid and its salts	2B	possibly carcinogenic	possibly carcinogenic
Kava extract	2B	possibly carcinogenic	not classifiable
Hepatitis C virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Hepatitis D virus (HDV)	1	carcinogenic to humans	carcinogenic to humans
Styrene	2A	probably carcinogenic	probably carcinogenic
Diesel fuel, marine	2B	possibly carcinogenic	not classifiable
4,4'-Thiodianiline	2B	possibly carcinogenic	possibly carcinogenic
Goldenseal root powder	2B	possibly carcinogenic	possibly carcinogenic
Iron-dextran complex	2B	possibly carcinogenic	possibly carcinogenic
Aviation gasoline (see also Automotive gasoline, and Gasoline engine exhaust)	2B	possibly carcinogenic	not classifiable
Aramite®	2B	possibly carcinogenic	possibly carcinogenic
Fission products, including strontium-90	1	carcinogenic to humans	carcinogenic to humans
Ethyl acrylate	2B	possibly carcinogenic	possibly carcinogenic
Human T-cell lymphotropic virus type I	1	carcinogenic to humans	carcinogenic to humans
Ginkgo biloba extract	2B	possibly carcinogenic	possibly carcinogenic
Human immunodeficiency virus type 1 (infection with)	1	carcinogenic to humans	carcinogenic to humans
Naphthalene	2B	possibly carcinogenic	possibly carcinogenic
Epichlorohydrin	2A	probably carcinogenic	probably carcinogenic
Glycidyl methacrylate	2A	probably carcinogenic	possibly carcinogenic
Human cytomegalovirus (HCMV)	2B	possibly carcinogenic	probably carcinogenic
Human immunodeficiency virus type 2 (infection with)	2B	possibly carcinogenic	carcinogenic to humans
Thiouracil	2B	possibly carcinogenic	possibly carcinogenic
Phenazopyridine hydrochloride	2B	possibly carcinogenic	possibly carcinogenic
Acrolein	2A	probably carcinogenic	probably carcinogenic
Human papillomavirus (HPV) type 16	1	carcinogenic to humans	carcinogenic to humans
Ethylene dibromide	2A	probably carcinogenic	probably carcinogenic
3,3'-Dichlorobenzidine	2B	possibly carcinogenic	possibly carcinogenic
Quinoline	2B	possibly carcinogenic	possibly carcinogenic
Chlordecone (Kepone)	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) type 18	1	carcinogenic to humans	carcinogenic to humans
N-Nitrosodi-n-butylamine	2B	possibly carcinogenic	possibly carcinogenic
2,4-Hexadienal	2B	possibly carcinogenic	not classifiable
Trivalent antimony	2A	probably carcinogenic	possibly carcinogenic
Cycasin	2B	possibly carcinogenic	probably carcinogenic
Human papillomavirus (HPV) type 33	1	carcinogenic to humans	carcinogenic to humans
Glyphosate	2A	probably carcinogenic	probably carcinogenic
Pioglitazone	2A	probably carcinogenic	possibly carcinogenic
N-Methylolacrylamide	2B	possibly carcinogenic	possibly carcinogenic
Ionizing radiation (all types)	1	carcinogenic to humans	carcinogenic to humans
Haematite mining (underground)	1	carcinogenic to humans	carcinogenic to humans
Modacrylic fibres	3	not classifiable	not classifiable
N-Nitrosopyrrolidine	2B	possibly carcinogenic	probably carcinogenic
Aziridine	2B	possibly carcinogenic	probably carcinogenic
Human papillomavirus (HPV) types 5 and 8 (in patients with epidermodysplasia verruciformis)	2B	possibly carcinogenic	carcinogenic to humans
Human papillomavirus (HPV) types 31, 35, 39, 45, 51, 52, 56, 58, 59	1	carcinogenic to humans	carcinogenic to humans
Dapsone	3	not classifiable	possibly carcinogenic
Human papillomavirus (HPV) types 26, 53, 66, 67, 70, 73, 82	2B	possibly carcinogenic	possibly carcinogenic
1,8-Dinitropyrene	2B	possibly carcinogenic	probably carcinogenic
Iron and steel founding (occupational exposure during)	1	carcinogenic to humans	carcinogenic to humans
Chloroquine	3	not classifiable	not classifiable
Dacarbazine	2B	possibly carcinogenic	probably carcinogenic
Organic polymeric materials	3	not classifiable	not classifiable
Furosemide (Frusemide)	3	not classifiable	not classifiable
Yellow OB	3	not classifiable	possibly carcinogenic
Metronidazole	2B	possibly carcinogenic	possibly carcinogenic
Orthopaedic implants of complex composition and cardiac pacemakers	3	not classifiable	not classifiable
Methyl methacrylate	3	not classifiable	not classifiable
Hycanthone mesylate	3	not classifiable	possibly carcinogenic
Isopropyl alcohol manufacture using strong acids	1	carcinogenic to humans	carcinogenic to humans
Rugulosin	3	not classifiable	i don't know
Fast Green FCF	3	not classifiable	not classifiable
N-Nitrosomethylvinylamine	2B	possibly carcinogenic	probably carcinogenic
Kaposi sarcoma herpesvirus	1	carcinogenic to humans	carcinogenic to humans
Isonicotinic acid hydrazide (Isoniazid)	3	not classifiable	probably carcinogenic
Senkirkine	3	not classifiable	i don't know
Aziridyl benzoquinone	3	not classifiable	possibly carcinogenic
meta-Dichlorobenzene	3	not classifiable	not classifiable
Terpene polychlorinates (Strobane®)	3	not classifiable	possibly carcinogenic
Implanted foreign bodies of metallic cobalt, metallic nickel and an alloy powder containing 66-67% nickel, 13-16% chromium, and 7% iron	2B	possibly carcinogenic	possibly carcinogenic
Haematite	3	not classifiable	not classifiable
Cobalt(II) sulfide	3	not classifiable	probably carcinogenic
Leather dust	1	carcinogenic to humans	carcinogenic to humans
Auramine	2B	possibly carcinogenic	carcinogenic to humans
Phenobarbital	2B	possibly carcinogenic	possibly carcinogenic
Dibenzothiophene	3	not classifiable	i don't know
Malonaldehyde	3	not classifiable	i don't know
Paint manufacture (occupational exposure in)	3	not classifiable	carcinogenic to humans
Zeolites other than erionite (clinoptilolite, phillipsite,mordenite, non-fibrous Japanese zeolite, synthetic zeolites)	3	not classifiable	not classifiable
MOPP and other combined chemotherapy including alkylating agents	1	carcinogenic to humans	carcinogenic to humans
Magenta production	1	carcinogenic to humans	carcinogenic to humans
Glycidyl oleate	3	not classifiable	probably carcinogenic
Benzo[a]fluorene	3	not classifiable	not classifiable
Rifampicin	3	not classifiable	not classifiable
Mitomycin C	2B	possibly carcinogenic	carcinogenic to humans
Acriflavinium chloride	3	not classifiable	not classifiable
Trichloroacetonitrile	3	not classifiable	not classifiable
Potassium bis(2-hydroxyethyl)dithiocarbamate	3	not classifiable	i don't know
Nitrovin	3	not classifiable	not classifiable
Hexachlorocyclohexanes	2B	possibly carcinogenic	i don't know
Captan	3	not classifiable	not classifiable
Merkel cell polyomavirus (MCPyV)	1	carcinogenic to humans	carcinogenic to humans
Bis(2,3-epoxycyclopentyl)ether	3	not classifiable	possibly carcinogenic
Tetranitromethane	2B	possibly carcinogenic	possibly carcinogenic
Tris(1-aziridinyl)phosphine oxide	3	not classifiable	probably carcinogenic
Mineral oils, untreated or mildly treated	1	carcinogenic to humans	carcinogenic to humans
Benzo[b]naphtho[2,1-d]thiophene	3	not classifiable	possibly carcinogenic
Crude oil	3	not classifiable	carcinogenic to humans
Xylenes	3	not classifiable	not classifiable
Indium tin oxide	2B	possibly carcinogenic	possibly carcinogenic
Saccharated iron oxide	3	not classifiable	not classifiable
Ethyl selenac	3	not classifiable	not classifiable
Ferric oxide	3	not classifiable	not classifiable
CI Pigment Red 3	3	not classifiable	not classifiable
Propylthiouracil	2B	possibly carcinogenic	possibly carcinogenic
Neutron radiation	1	carcinogenic to humans	carcinogenic to humans
Benzo[b]fluorene	3	not classifiable	possibly carcinogenic
Polychlorinated dibenzo-para-dioxins (other than 2,3,7,8-tetrachlorodibenzo-para-dioxin)	3	not classifiable	not classifiable
Saccharin and its salts	3	not classifiable	possibly carcinogenic
Nickel compounds	1	carcinogenic to humans	carcinogenic to humans
Musk xylene	3	not classifiable	possibly carcinogenic
Mannomustine dihydrochloride	3	not classifiable	probably carcinogenic
Pentavalent antimony	3	not classifiable	i don't know
Iron sorbitol-citric acid complex	3	not classifiable	not classifiable
Amsacrine	2B	possibly carcinogenic	probably carcinogenic
Rhodamine B	3	not classifiable	possibly carcinogenic
Opium consumption	1	carcinogenic to humans	carcinogenic to humans
1-Naphthylamine	3	not classifiable	not classifiable
Petroleum solvents	3	not classifiable	i don't know
Pulp and paper manufacture	3	not classifiable	carcinogenic to humans
11-Aminoundecanoic acid	3	not classifiable	not classifiable
1-Chloro-2-methylpropene	2B	possibly carcinogenic	not classifiable
1,2-Bis(chloromethoxy)ethane	3	not classifiable	carcinogenic to humans
Printing inks	3	not classifiable	not classifiable
Polychlorinated dibenzofurans (see 2,3,4,7,8-Pentachlorodibenzofuran)	3	not classifiable	carcinogenic to humans
N-Nitrosoguvacine	3	not classifiable	possibly carcinogenic
Outdoor air pollution	1	carcinogenic to humans	carcinogenic to humans
N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide	2B	possibly carcinogenic	carcinogenic to humans
SV40 polyomavirus	3	not classifiable	probably carcinogenic
Outdoor air pollution, particulate matter in	1	carcinogenic to humans	carcinogenic to humans
1-Amino-2-methylanthraquinone	3	not classifiable	possibly carcinogenic
Human papillomavirus (HPV) types 30, 34, 69, 85, 97	2B	possibly carcinogenic	possibly carcinogenic
N-Phenyl-2-naphthylamine	3	not classifiable	possibly carcinogenic
Quintozene (Pentachloronitrobenzene)	3	not classifiable	not classifiable
para-Aramid fibrils	3	not classifiable	not classifiable
N-Nitrosoguvacoline	3	not classifiable	possibly carcinogenic
2,4,5-Trimethylaniline	3	not classifiable	possibly carcinogenic
Rock (stone) wool	3	not classifiable	possibly carcinogenic
cis-9,10-Epoxystearic acid	3	not classifiable	i don't know
Cantharidin	3	not classifiable	not classifiable
Doxylamine succinate	3	not classifiable	not classifiable
Painter (occupational exposure as a)	1	carcinogenic to humans	carcinogenic to humans
Vinyl toluene	3	not classifiable	not classifiable
Silicone breast implants	3	not classifiable	not classifiable
Thiram	3	not classifiable	not classifiable
Proflavine salts	3	not classifiable	i don't know
Isobutyl nitrite	2B	possibly carcinogenic	probably carcinogenic
Phenacetin, analgesic mixtures containing	1	carcinogenic to humans	carcinogenic to humans
Droloxifene	3	not classifiable	i don't know
Dimethoxane	3	not classifiable	i don't know
Ziram	3	not classifiable	probably carcinogenic
1,4-Bis(chloromethoxymethyl)benzene	3	not classifiable	probably carcinogenic
Acenaphthene	3	not classifiable	not classifiable
Gemfibrozil	3	not classifiable	not classifiable
Carrageenan, degraded (Poligeenan)	2B	possibly carcinogenic	possibly carcinogenic
Slag wool	3	not classifiable	not classifiable
Other cobalt(II) compounds (not including Soluble cobalt(II) salts, Cobalt(II) oxide, Cobalt(II,III) oxide, and Cobalt(II) sulfide)	3	not classifiable	probably carcinogenic
Shikimic acid	3	not classifiable	not classifiable
1,3-Dichloropropene (technical-grade)	2B	possibly carcinogenic	possibly carcinogenic
Malachite green (see also Leucomalachite green)	3	not classifiable	possibly carcinogenic
Processed meat (consumption of)	1	carcinogenic to humans	carcinogenic to humans
Diacetylaminoazotoluene	3	not classifiable	not classifiable
Gentian violet (see also Leucogentian violet)	2B	possibly carcinogenic	possibly carcinogenic
Cyclamates (sodium cyclamate)	3	not classifiable	not classifiable
Allyl isothiocyanate	3	not classifiable	possibly carcinogenic
Radioiodines, including iodine-131	1	carcinogenic to humans	carcinogenic to humans
Musk ambrette	3	not classifiable	possibly carcinogenic
Tea	3	not classifiable	not classifiable
Tetrakis(hydroxymethyl)phosphonium salts	3	not classifiable	probably carcinogenic
Nithiazide	3	not classifiable	not classifiable
Merphalan	2B	possibly carcinogenic	i don't know
Sulfites	3	not classifiable	i don't know
Tris(2-methyl-1-aziridinyl)phosphine oxide	3	not classifiable	possibly carcinogenic
Acepyrene (3,4-dihydrocyclopenta[cd]pyrene)	3	not classifiable	possibly carcinogenic
Theobromine	3	not classifiable	not classifiable
Radionuclides, alpha-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
1-[(5-Nitrofurfurylidene)amino]-2-imidazolidinone	2B	possibly carcinogenic	possibly carcinogenic
Parasorbic acid	3	not classifiable	possibly carcinogenic
Dibenzo-para-dioxin	3	not classifiable	i don't know
Ripazepam	3	not classifiable	i don't know
Bromochloroacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Wollastonite	3	not classifiable	not classifiable
1-Methylphenanthrene	3	not classifiable	not classifiable
Methylthiouracil	2B	possibly carcinogenic	possibly carcinogenic
Benzyl acetate	3	not classifiable	not classifiable
Semicarbazide hydrochloride	3	not classifiable	possibly carcinogenic
Sulfamethazine	3	not classifiable	not classifiable
Chloropropham	3	not classifiable	not classifiable
Cholesterol	3	not classifiable	not classifiable
Agaritine	3	not classifiable	not classifiable
Radionuclides, beta-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
Polychlorinated biphenyls, dioxin-like, with a Toxicity Equivalency Factor (TEF) according to WHO (PCBs 77, 81, 105, 114, 118, 123, 126, 156, 157, 167, 169, 189)	1	carcinogenic to humans	carcinogenic to humans
Rubber manufacturing industry	1	carcinogenic to humans	carcinogenic to humans
Carbon tetrachloride	2B	possibly carcinogenic	possibly carcinogenic
Bromochloroacetonitrile	3	not classifiable	possibly carcinogenic
Salted fish, Chinese-style	1	carcinogenic to humans	carcinogenic to humans
Dinitrosopentamethylenetetramine	3	not classifiable	possibly carcinogenic
Sudan I	3	not classifiable	not classifiable
Sunset Yellow FCF	3	not classifiable	not classifiable
Parathion	2B	possibly carcinogenic	possibly carcinogenic
4,4'-Methylenediphenyl diisocyanate	3	not classifiable	not classifiable
Disperse Yellow 3	3	not classifiable	not classifiable
Tannic acid and tannins	3	not classifiable	not classifiable
Solar radiation (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet radiation from welding; and Ultraviolet-emitting tanning devices)	1	carcinogenic to humans	carcinogenic to humans
Pyrimethamine	3	not classifiable	not classifiable
Benz[a]anthracene	2B	possibly carcinogenic	probably carcinogenic
Caffeine	3	not classifiable	not classifiable
n-Butyl acrylate	3	not classifiable	not classifiable
Soot (as found in occupational exposure of chimney sweeps)	1	carcinogenic to humans	carcinogenic to humans
Theophylline	3	not classifiable	not classifiable
Triethanolamine	3	not classifiable	not classifiable
2-Nitronaphthalene	3	not classifiable	possibly carcinogenic
Tobacco smoke, secondhand	1	carcinogenic to humans	carcinogenic to humans
meta-Cresidine	3	not classifiable	possibly carcinogenic
Butyl benzyl phthalate	3	not classifiable	possibly carcinogenic
HC Red No. 3	3	not classifiable	not classifiable
Nylon 6	3	not classifiable	i don't know
Phenicarbazide	3	not classifiable	possibly carcinogenic
CI Basic Red 9	2B	possibly carcinogenic	possibly carcinogenic
Allyl isovalerate	3	not classifiable	not classifiable
Vinblastine sulfate	3	not classifiable	probably carcinogenic
Prednimustine	3	not classifiable	probably carcinogenic
Tobacco smoking	1	carcinogenic to humans	carcinogenic to humans
Methotrexate	3	not classifiable	probably carcinogenic
3,4-Epoxy-6-methylcyclohexylmethyl-3,4-epoxy-6-methylcyclo-hexanecarboxylate	3	not classifiable	not classifiable
3-Chloro-2-methylpropene, technical grade	2B	possibly carcinogenic	possibly carcinogenic
Scarlet Red	3	not classifiable	possibly carcinogenic
1,1-Dimethylhydrazine	2B	possibly carcinogenic	possibly carcinogenic
para-Dimethylaminoazobenzenediazo sodium sulfonate	3	not classifiable	i don't know
Di(2-ethylhexyl) adipate	3	not classifiable	not classifiable
Azobenzene	3	not classifiable	not classifiable
Ferbam	3	not classifiable	not classifiable
