statement	score	confidence	gemini_2_5_flash
Mercury and inorganic mercury compounds	3	not classifiable	not classifiable
Schistosoma japonicum (infection with)	2B	possibly carcinogenic	not classifiable
Arecoline	2B	possibly carcinogenic	possibly carcinogenic
1-Hydroxyanthraquinone	2B	possibly carcinogenic	not classifiable
Coal gasification	1	carcinogenic to humans	carcinogenic to humans
Amsacrine	2B	possibly carcinogenic	possibly carcinogenic
1-Chloro-2-methylpropene	2B	possibly carcinogenic	not classifiable
BK polyomavirus (BKV)	2B	possibly carcinogenic	not classifiable
Leucomalachite green (see also Malachite green)	2B	possibly carcinogenic	possibly carcinogenic
Bitumens, occupational exposure to hard bitumens and their emissions during mastic asphalt work	2B	possibly carcinogenic	possibly carcinogenic
Coke production	1	carcinogenic to humans	carcinogenic to humans
Merphalan	2B	possibly carcinogenic	carcinogenic to humans
N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide	2B	possibly carcinogenic	carcinogenic to humans
Molybdenum trioxide	2B	possibly carcinogenic	possibly carcinogenic
Cobalt(II) oxide	2B	possibly carcinogenic	possibly carcinogenic
Bracken fern	2B	possibly carcinogenic	possibly carcinogenic
Epstein-Barr virus	1	carcinogenic to humans	carcinogenic to humans
Chromium, metallic	3	not classifiable	not classifiable
Carrageenan, degraded (Poligeenan)	2B	possibly carcinogenic	possibly carcinogenic
Estrogen therapy, postmenopausal	1	carcinogenic to humans	carcinogenic to humans
Carpentry and joinery	2B	possibly carcinogenic	carcinogenic to humans
1,3-Dichloropropene (technical-grade)	2B	possibly carcinogenic	possibly carcinogenic
Vanadium pentoxide	2B	possibly carcinogenic	possibly carcinogenic
Isobutyl nitrite	2B	possibly carcinogenic	not classifiable
Sodium ortho-phenylphenate	2B	possibly carcinogenic	possibly carcinogenic
Gentian violet (see also Leucogentian violet)	2B	possibly carcinogenic	possibly carcinogenic
Estrogen-progestogen menopausal therapy (combined)	1	carcinogenic to humans	carcinogenic to humans
Estrogen-progestogen oral contraceptives (combined)	1	carcinogenic to humans	carcinogenic to humans
Chlorophenoxy herbicides	2B	possibly carcinogenic	not classifiable
1-[(5-Nitrofurfurylidene)amino]-2-imidazolidinone	2B	possibly carcinogenic	not classifiable
N-Nitrososarcosine	2B	possibly carcinogenic	probably carcinogenic
Firefighter (occupational exposure as a)	1	carcinogenic to humans	carcinogenic to humans
Fission products, including strontium-90	1	carcinogenic to humans	carcinogenic to humans
Diesel fuel, marine	2B	possibly carcinogenic	not classifiable
Carbon black	2B	possibly carcinogenic	possibly carcinogenic
Bromochloroacetic acid	2B	possibly carcinogenic	not classifiable
Chlorinated paraffins of average carbon chain length C12 and average degree of chlorination approximately 60%	2B	possibly carcinogenic	possibly carcinogenic
Dry cleaning (occupational exposures in)	2B	possibly carcinogenic	probably carcinogenic
Titanium dioxide	2B	possibly carcinogenic	possibly carcinogenic
Cupferron	2B	possibly carcinogenic	possibly carcinogenic
Aviation gasoline (see also Automotive gasoline, and Gasoline engine exhaust)	2B	possibly carcinogenic	not classifiable
Hepatitis B virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Fluoro-edenite fibrous amphibole	1	carcinogenic to humans	carcinogenic to humans
Nitrilotriacetic acid and its salts	2B	possibly carcinogenic	possibly carcinogenic
Haematite mining (underground)	1	carcinogenic to humans	carcinogenic to humans
Sulfur dioxide	3	not classifiable	not classifiable
Fuel oils, residual (heavy)	2B	possibly carcinogenic	carcinogenic to humans
Engine exhaust, gasoline	2B	possibly carcinogenic	possibly carcinogenic
Phenazopyridine hydrochloride	2B	possibly carcinogenic	possibly carcinogenic
Goldenseal root powder	2B	possibly carcinogenic	possibly carcinogenic
Methylthiouracil	2B	possibly carcinogenic	possibly carcinogenic
Carbon tetrachloride	2B	possibly carcinogenic	possibly carcinogenic
4,4'-Thiodianiline	2B	possibly carcinogenic	possibly carcinogenic
Parathion	2B	possibly carcinogenic	possibly carcinogenic
Hepatitis C virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Benz[a]anthracene	2B	possibly carcinogenic	probably carcinogenic
Hexachlorocyclohexanes	2B	possibly carcinogenic	not classifiable
Glycidyl stearate	3	not classifiable	not classifiable
Human T-cell lymphotropic virus type I	1	carcinogenic to humans	carcinogenic to humans
Hepatitis D virus (HDV)	1	carcinogenic to humans	carcinogenic to humans
Human immunodeficiency virus type 1 (infection with)	1	carcinogenic to humans	carcinogenic to humans
1,1-Dimethylhydrazine	2B	possibly carcinogenic	possibly carcinogenic
Ethyl acrylate	2B	possibly carcinogenic	possibly carcinogenic
Thiouracil	2B	possibly carcinogenic	not classifiable
Human cytomegalovirus (HCMV)	2B	possibly carcinogenic	not classifiable
Human immunodeficiency virus type 2 (infection with)	2B	possibly carcinogenic	carcinogenic to humans
Aramite®	2B	possibly carcinogenic	possibly carcinogenic
CI Basic Red 9	2B	possibly carcinogenic	carcinogenic to humans
Human papillomavirus (HPV) type 16	1	carcinogenic to humans	carcinogenic to humans
2,4-Hexadienal	2B	possibly carcinogenic	not classifiable
Human papillomavirus (HPV) types 26, 53, 66, 67, 70, 73, 82	2B	possibly carcinogenic	not classifiable
Human papillomavirus (HPV) type 18	1	carcinogenic to humans	carcinogenic to humans
Implanted foreign bodies of metallic cobalt, metallic nickel and an alloy powder containing 66-67% nickel, 13-16% chromium, and 7% iron	2B	possibly carcinogenic	carcinogenic to humans
Phenytoin	2B	possibly carcinogenic	carcinogenic to humans
3-Chloro-2-methylpropene, technical grade	2B	possibly carcinogenic	not classifiable
Human papillomavirus (HPV) types 30, 34, 69, 85, 97	2B	possibly carcinogenic	not classifiable
Human papillomavirus (HPV) type 33	1	carcinogenic to humans	carcinogenic to humans
beta-Propiolactone	2B	possibly carcinogenic	probably carcinogenic
Human papillomavirus (HPV) types 5 and 8 (in patients with epidermodysplasia verruciformis)	2B	possibly carcinogenic	carcinogenic to humans
Aziridine	2B	possibly carcinogenic	possibly carcinogenic
Chlordecone (Kepone)	2B	possibly carcinogenic	possibly carcinogenic
Cycasin	2B	possibly carcinogenic	probably carcinogenic
1-tert-Butoxypropan-2-ol	2B	possibly carcinogenic	not classifiable
Chlordane	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) types 31, 35, 39, 45, 51, 52, 56, 58, 59	1	carcinogenic to humans	carcinogenic to humans
Ionizing radiation (all types)	1	carcinogenic to humans	carcinogenic to humans
Iron and steel founding (occupational exposure during)	1	carcinogenic to humans	carcinogenic to humans
4-Nitropyrene	2B	possibly carcinogenic	possibly carcinogenic
Trimethylolpropane triacrylate, technical grade	2B	possibly carcinogenic	possibly carcinogenic
JC polyomavirus (JCV)	2B	possibly carcinogenic	possibly carcinogenic
Magnetic fields, extremely low-frequency	2B	possibly carcinogenic	possibly carcinogenic
Fast Green FCF	3	not classifiable	not classifiable
1,2-Diethylhydrazine	2B	possibly carcinogenic	possibly carcinogenic
Isoprene	2B	possibly carcinogenic	possibly carcinogenic
Pentachlorophenol (see also Polychlorophenols)	1	carcinogenic to humans	possibly carcinogenic
Orthopaedic implants of complex composition and cardiac pacemakers	3	not classifiable	not classifiable
N-Nitrosomorpholine	2B	possibly carcinogenic	probably carcinogenic
Aziridyl benzoquinone	3	not classifiable	not classifiable
Isonicotinic acid hydrazide (Isoniazid)	3	not classifiable	possibly carcinogenic
Cobalt(II) sulfide	3	not classifiable	not classifiable
Bromoform	3	not classifiable	possibly carcinogenic
Haematite	3	not classifiable	not classifiable
Rugulosin	3	not classifiable	not classifiable
1,1,2,2-Tetrachloroethane	2B	possibly carcinogenic	not classifiable
meta-Dichlorobenzene	3	not classifiable	not classifiable
Terpene polychlorinates (Strobane®)	3	not classifiable	not classifiable
4-Aminobiphenyl	1	carcinogenic to humans	carcinogenic to humans
2-Naphthylamine	1	carcinogenic to humans	carcinogenic to humans
Potassium bis(2-hydroxyethyl)dithiocarbamate	3	not classifiable	not classifiable
Dichloroacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Other cobalt(II) compounds (not including Soluble cobalt(II) salts, Cobalt(II) oxide, Cobalt(II,III) oxide, and Cobalt(II) sulfide)	3	not classifiable	possibly carcinogenic
Benzidine	1	carcinogenic to humans	carcinogenic to humans
Paint manufacture (occupational exposure in)	3	not classifiable	carcinogenic to humans
2-Nitropropane	2B	possibly carcinogenic	possibly carcinogenic
Crude oil	3	not classifiable	not classifiable
Dibenzothiophene	3	not classifiable	not classifiable
Glycidyl oleate	3	not classifiable	possibly carcinogenic
Malonaldehyde	3	not classifiable	probably carcinogenic
Zeolites other than erionite (clinoptilolite, phillipsite,mordenite, non-fibrous Japanese zeolite, synthetic zeolites)	3	not classifiable	not classifiable
Benzo[a]fluorene	3	not classifiable	not classifiable
ortho-Toluidine	1	carcinogenic to humans	carcinogenic to humans
Pentavalent antimony	3	not classifiable	not classifiable
Rifampicin	3	not classifiable	not classifiable
Acriflavinium chloride	3	not classifiable	not classifiable
Chloroethane	3	not classifiable	not classifiable
Panfuran S (containing dihydroxymethylfuratrizine)	2B	possibly carcinogenic	carcinogenic to humans
Petroleum solvents	3	not classifiable	not classifiable
Bis(2,3-epoxycyclopentyl)ether	3	not classifiable	not classifiable
Androgenic (anabolic) steroids	2A	probably carcinogenic	carcinogenic to humans
Toxaphene (Polychlorinated camphenes)	2B	possibly carcinogenic	possibly carcinogenic
Benzo[b]naphtho[2,1-d]thiophene	3	not classifiable	not classifiable
Nitrovin	3	not classifiable	not classifiable
Trichloroacetonitrile	3	not classifiable	not classifiable
Captan	3	not classifiable	not classifiable
Polychlorinated dibenzo-para-dioxins (other than 2,3,7,8-tetrachlorodibenzo-para-dioxin)	3	not classifiable	not classifiable
Tris(1-aziridinyl)phosphine oxide	3	not classifiable	possibly carcinogenic
Saccharated iron oxide	3	not classifiable	not classifiable
Art glass, glass containers and pressed ware (manufacture of)	2A	probably carcinogenic	carcinogenic to humans
Bitumens, occupational exposure to straight-run bitumens and their emissions during road paving	2B	possibly carcinogenic	possibly carcinogenic
Vinylidene fluoride	3	not classifiable	not classifiable
Xylenes	3	not classifiable	not classifiable
Ethyl selenac	3	not classifiable	not classifiable
Biomass fuel (primarily wood), indoor emissions from household combustion of	2A	probably carcinogenic	carcinogenic to humans
1-Amino-2,4-dibromoanthraquinone	2B	possibly carcinogenic	not classifiable
Saccharin and its salts	3	not classifiable	not classifiable
Printing inks	3	not classifiable	not classifiable
CI Pigment Red 3	3	not classifiable	not classifiable
Benzo[b]fluorene	3	not classifiable	not classifiable
Iron sorbitol-citric acid complex	3	not classifiable	not classifiable
Polychlorinated dibenzofurans (see 2,3,4,7,8-Pentachlorodibenzofuran)	3	not classifiable	not classifiable
Proflavine salts	3	not classifiable	not classifiable
Carbon electrode manufacture	2A	probably carcinogenic	carcinogenic to humans
Mannomustine dihydrochloride	3	not classifiable	carcinogenic to humans
Musk xylene	3	not classifiable	not classifiable
Trichlormethine (Trimustine hydrochloride)	2B	possibly carcinogenic	carcinogenic to humans
1-Naphthylamine	3	not classifiable	carcinogenic to humans
Rhodamine B	3	not classifiable	not classifiable
N-Nitrosoguvacine	3	not classifiable	not classifiable
1,2-Bis(chloromethoxy)ethane	3	not classifiable	carcinogenic to humans
11-Aminoundecanoic acid	3	not classifiable	not classifiable
Frying, emissions from high-temperature	2A	probably carcinogenic	probably carcinogenic
4-Methylimidazole	2B	possibly carcinogenic	possibly carcinogenic
Pulp and paper manufacture	3	not classifiable	carcinogenic to humans
1-Amino-2-methylanthraquinone	3	not classifiable	possibly carcinogenic
Hairdresser or barber (occupational exposure as a)	2A	probably carcinogenic	probably carcinogenic
4,4'-Methylene bis(2-methylaniline)	2B	possibly carcinogenic	carcinogenic to humans
N-Phenyl-2-naphthylamine	3	not classifiable	possibly carcinogenic
cis-9,10-Epoxystearic acid	3	not classifiable	not classifiable
N-Nitrosoguvacoline	3	not classifiable	not classifiable
Rock (stone) wool	3	not classifiable	not classifiable
para-Aramid fibrils	3	not classifiable	not classifiable
Anthraquinone	2B	possibly carcinogenic	possibly carcinogenic
Chlorodifluoromethane	3	not classifiable	not classifiable
Cantharidin	3	not classifiable	not classifiable
SV40 polyomavirus	3	not classifiable	possibly carcinogenic
Quintozene (Pentachloronitrobenzene)	3	not classifiable	not classifiable
Doxylamine succinate	3	not classifiable	not classifiable
Human papillomavirus (HPV) type 68	2A	probably carcinogenic	not classifiable
Vinyl toluene	3	not classifiable	not classifiable
Silicone breast implants	3	not classifiable	not classifiable
Thiram	3	not classifiable	not classifiable
2,4,5-Trimethylaniline	3	not classifiable	not classifiable
Lead compounds, inorganic	2A	probably carcinogenic	probably carcinogenic
Carbazole	2B	possibly carcinogenic	not classifiable
Droloxifene	3	not classifiable	not classifiable
Nylon 6	3	not classifiable	not classifiable
Semicarbazide hydrochloride	3	not classifiable	not classifiable
Dimethoxane	3	not classifiable	not classifiable
Malaria (caused by infection with Plasmodium falciparum in holoendemic areas)	2A	probably carcinogenic	not classifiable
Acepyrene (3,4-dihydrocyclopenta[cd]pyrene)	3	not classifiable	not classifiable
Slag wool	3	not classifiable	possibly carcinogenic
Ziram	3	not classifiable	not classifiable
Dimethyl hydrogen phosphite	2B	possibly carcinogenic	not classifiable
2,6-Dimethylaniline (2,6-Xylidine)	2B	possibly carcinogenic	not classifiable
1,4-Bis(chloromethoxymethyl)benzene	3	not classifiable	carcinogenic to humans
Shikimic acid	3	not classifiable	not classifiable
Sulfites	3	not classifiable	PARSE_FAIL
Night shift work	2A	probably carcinogenic	probably carcinogenic
Acenaphthene	3	not classifiable	not classifiable
Gemfibrozil	3	not classifiable	not classifiable
Malachite green (see also Leucomalachite green)	3	not classifiable	possibly carcinogenic
Diacetylaminoazotoluene	3	not classifiable	possibly carcinogenic
Nitrate or nitrite (ingested) under conditions that result in endogenous nitrosation	2A	probably carcinogenic	probably carcinogenic
tert-Butyl alcohol	3	not classifiable	not classifiable
Dibenzo-para-dioxin	3	not classifiable	PARSE_FAIL
Allyl isothiocyanate	3	not classifiable	not classifiable
Non-arsenical insecticides (occupational exposures in spraying and application of)	2A	probably carcinogenic	probably carcinogenic
Cyclamates (sodium cyclamate)	3	not classifiable	not classifiable
Tea	3	not classifiable	not classifiable
Musk ambrette	3	not classifiable	not classifiable
2,4,6-Trichlorophenol (see also Polychlorophenols)	2B	possibly carcinogenic	possibly carcinogenic
Nithiazide	3	not classifiable	not classifiable
Ripazepam	3	not classifiable	not classifiable
2-Chloronitrobenzene	2B	possibly carcinogenic	not classifiable
Petroleum refining (occupational exposures in)	2A	probably carcinogenic	carcinogenic to humans
Tris(2-methyl-1-aziridinyl)phosphine oxide	3	not classifiable	possibly carcinogenic
Theobromine	3	not classifiable	not classifiable
Tetrakis(hydroxymethyl)phosphonium salts	3	not classifiable	not classifiable
Red meat (consumption of)	2A	probably carcinogenic	probably carcinogenic
1,4-Dichloro-2-nitrobenzene	2B	possibly carcinogenic	not classifiable
1-Methylphenanthrene	3	not classifiable	not classifiable
Wollastonite	3	not classifiable	not classifiable
Parasorbic acid	3	not classifiable	not classifiable
Chloropropham	3	not classifiable	not classifiable
Sulfamethazine	3	not classifiable	not classifiable
Pulegone	2B	possibly carcinogenic	possibly carcinogenic
Hydroxysenkirkine	3	not classifiable	not classifiable
Benzyl acetate	3	not classifiable	not classifiable
Agaritine	3	not classifiable	not classifiable
Cholesterol	3	not classifiable	not classifiable
Bromochloroacetonitrile	3	not classifiable	probably carcinogenic
para-Dimethylaminoazobenzenediazo sodium sulfonate	3	not classifiable	not classifiable
Dinitrosopentamethylenetetramine	3	not classifiable	not classifiable
Soluble cobalt(II) salts	2A	probably carcinogenic	possibly carcinogenic
Sunset Yellow FCF	3	not classifiable	not classifiable
Michler’s ketone [4,4´-Bis(dimethylamino)­benzophenone]	2B	possibly carcinogenic	possibly carcinogenic
Caffeine	3	not classifiable	not classifiable
Sudan I	3	not classifiable	possibly carcinogenic
Trivalent antimony	2A	probably carcinogenic	possibly carcinogenic
Kava extract	2B	possibly carcinogenic	not classifiable
Disperse Yellow 3	3	not classifiable	not classifiable
Tannic acid and tannins	3	not classifiable	not classifiable
2-Chloro-1,1,1-trifluoroethane	3	not classifiable	not classifiable
Pyrimethamine	3	not classifiable	not classifiable
Temazepam	3	not classifiable	not classifiable
4,4'-Methylenediphenyl diisocyanate	3	not classifiable	not classifiable
Very hot beverages at above 65 °C (drinking)	2A	probably carcinogenic	probably carcinogenic
Iron-dextran complex	2B	possibly carcinogenic	possibly carcinogenic
Phenanthrene	3	not classifiable	not classifiable
Theophylline	3	not classifiable	not classifiable
meta-Cresidine	3	not classifiable	possibly carcinogenic
n-Butyl acrylate	3	not classifiable	not classifiable
Styrene	2A	probably carcinogenic	possibly carcinogenic
Allyl isovalerate	3	not classifiable	not classifiable
Ginkgo biloba extract	2B	possibly carcinogenic	possibly carcinogenic
Triethanolamine	3	not classifiable	not classifiable
2-Nitronaphthalene	3	not classifiable	not classifiable
HC Red No. 3	3	not classifiable	not classifiable
Epichlorohydrin	2A	probably carcinogenic	probably carcinogenic
3,4-Epoxy-6-methylcyclohexylmethyl-3,4-epoxy-6-methylcyclo-hexanecarboxylate	3	not classifiable	not classifiable
Butyl benzyl phthalate	3	not classifiable	not classifiable
Naphthalene	2B	possibly carcinogenic	possibly carcinogenic
Methotrexate	3	not classifiable	not classifiable
Scarlet Red	3	not classifiable	not classifiable
Quinoline	2B	possibly carcinogenic	possibly carcinogenic
Phenicarbazide	3	not classifiable	not classifiable
Prednimustine	3	not classifiable	carcinogenic to humans
Vinblastine sulfate	3	not classifiable	not classifiable
Glycidyl methacrylate	2A	probably carcinogenic	not classifiable
Di(2-ethylhexyl) adipate	3	not classifiable	not classifiable
Methyl selenac	3	not classifiable	not classifiable
Yellow AB	3	not classifiable	not classifiable
Nitrofural (Nitrofurazone)	3	not classifiable	not classifiable
Ethylene dibromide	2A	probably carcinogenic	probably carcinogenic
N-Nitrosofolic acid	3	not classifiable	PARSE_FAIL
Prazepam	3	not classifiable	not classifiable
Paracetamol (Acetaminophen)	3	not classifiable	not classifiable
Acrolein	2A	probably carcinogenic	probably carcinogenic
Ferbam	3	not classifiable	not classifiable
N-Nitrosodi-n-butylamine	2B	possibly carcinogenic	probably carcinogenic
3,3'-Dichlorobenzidine	2B	possibly carcinogenic	possibly carcinogenic
Azobenzene	3	not classifiable	not classifiable
Aciclovir	3	not classifiable	not classifiable
Sudan III	3	not classifiable	not classifiable
N-Nitrosoproline	3	not classifiable	not classifiable
Sodium diethyldithiocarbamate	3	not classifiable	not classifiable
Methyl parathion	3	not classifiable	not classifiable
Chlorofluoromethane	3	not classifiable	not classifiable
N-Methylolacrylamide	2B	possibly carcinogenic	not classifiable
8-Hydroxyquinoline	3	not classifiable	not classifiable
Estazolam	3	not classifiable	not classifiable
Pioglitazone	2A	probably carcinogenic	possibly carcinogenic
Copper 8-hydroxyquinoline	3	not classifiable	not classifiable
Glyphosate	2A	probably carcinogenic	probably carcinogenic
3-(N-Nitrosomethylamino)propionaldehyde	3	not classifiable	not classifiable
Patulin	3	not classifiable	not classifiable
para-Anisidine	3	not classifiable	not classifiable
Methyl carbamate	3	not classifiable	not classifiable
N-Nitrosopyrrolidine	2B	possibly carcinogenic	possibly carcinogenic
Dichloroacetonitrile	3	not classifiable	probably carcinogenic
Pyrido[3,4-c]psoralen	3	not classifiable	not classifiable
HC Yellow No. 4	3	not classifiable	not classifiable
1,3-Propane sultone	2A	probably carcinogenic	possibly carcinogenic
7-Methylpyrido[3,4-c]psoralen	3	not classifiable	not classifiable
Dihydrosafrole	2B	possibly carcinogenic	not classifiable
para-Aminobenzoic acid	3	not classifiable	not classifiable
Safrole	2B	possibly carcinogenic	possibly carcinogenic
d-Limonene	3	not classifiable	not classifiable
N-Nitrosohydroxyproline	3	not classifiable	not classifiable
N,N'-Diethylthiourea	3	not classifiable	not classifiable
Methimazole	3	not classifiable	not classifiable
para-Benzoquinone dioxime	3	not classifiable	not classifiable
Tetrafluoroethylene	2A	probably carcinogenic	not classifiable
N-Nitrosodiphenylamine	3	not classifiable	not classifiable
Hydralazine	3	not classifiable	possibly carcinogenic
Monuron	3	not classifiable	not classifiable
Carbon nanotubes, multiwalled, other than MWCNT-7	3	not classifiable	possibly carcinogenic
Isopropyl alcohol manufacture using strong acids	1	carcinogenic to humans	carcinogenic to humans
Dichloroacetylene	3	not classifiable	not classifiable
MOPP and other combined chemotherapy including alkylating agents	1	carcinogenic to humans	carcinogenic to humans
Leather dust	1	carcinogenic to humans	carcinogenic to humans
Pentachloroethane	3	not classifiable	not classifiable
Kaposi sarcoma herpesvirus	1	carcinogenic to humans	carcinogenic to humans
Nickel compounds	1	carcinogenic to humans	carcinogenic to humans
Neutron radiation	1	carcinogenic to humans	carcinogenic to humans
Mineral oils, untreated or mildly treated	1	carcinogenic to humans	carcinogenic to humans
Magenta production	1	carcinogenic to humans	carcinogenic to humans
Silica, amorphous	3	not classifiable	not classifiable
Merkel cell polyomavirus (MCPyV)	1	carcinogenic to humans	carcinogenic to humans
Outdoor air pollution, particulate matter in	1	carcinogenic to humans	carcinogenic to humans
Opium consumption	1	carcinogenic to humans	carcinogenic to humans
Outdoor air pollution	1	carcinogenic to humans	carcinogenic to humans
Hydrochloric acid	3	not classifiable	not classifiable
Processed meat (consumption of)	1	carcinogenic to humans	carcinogenic to humans
Painter (occupational exposure as a)	1	carcinogenic to humans	carcinogenic to humans
Phenacetin, analgesic mixtures containing	1	carcinogenic to humans	carcinogenic to humans
Hydrogen peroxide	3	not classifiable	not classifiable
Radionuclides, alpha-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
Rubber manufacturing industry	1	carcinogenic to humans	carcinogenic to humans
Solar radiation (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet radiation from welding; and Ultraviolet-emitting tanning devices)	1	carcinogenic to humans	carcinogenic to humans
Radionuclides, beta-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
Salted fish, Chinese-style	1	carcinogenic to humans	carcinogenic to humans
Soot (as found in occupational exposure of chimney sweeps)	1	carcinogenic to humans	carcinogenic to humans
Radioiodines, including iodine-131	1	carcinogenic to humans	carcinogenic to humans
Polychlorinated biphenyls, dioxin-like, with a Toxicity Equivalency Factor (TEF) according to WHO (PCBs 77, 81, 105, 114, 118, 123, 126, 156, 157, 167, 169, 189)	1	carcinogenic to humans	carcinogenic to humans
Tobacco smoking	1	carcinogenic to humans	carcinogenic to humans
Tobacco smoke, secondhand	1	carcinogenic to humans	carcinogenic to humans
Sodium chlorite	3	not classifiable	not classifiable
Tobacco, smokeless	1	carcinogenic to humans	carcinogenic to humans
Ultraviolet-emitting tanning devices (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet radiation from welding; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
Selenium and selenium compounds	3	not classifiable	not classifiable
2,4-D (2,4-dichlorophenoxyacetic acid) (See also Chlorophenoxy herbicides)	2B	possibly carcinogenic	possibly carcinogenic
Methyl tert-butyl ether	2B	possibly carcinogenic	possibly carcinogenic
