statement	score	confidence	gemini_2_5_flash
ortho-Nitroanisole	2A	probably carcinogenic	possibly carcinogenic
Aluminium production	1	carcinogenic to humans	carcinogenic to humans
Isoprene	2B	possibly carcinogenic	possibly carcinogenic
Engine exhaust, diesel	1	carcinogenic to humans	carcinogenic to humans
2-Nitropropane	2B	possibly carcinogenic	possibly carcinogenic
Areca nut	1	carcinogenic to humans	carcinogenic to humans
Methyleugenol	2A	probably carcinogenic	possibly carcinogenic
Furosemide (Frusemide)	3	not classifiable	not classifiable
ortho-Anisidine (see also ortho-Anisidine hydrochloride)	2A	probably carcinogenic	possibly carcinogenic
Styrene-7,8-oxide	2A	probably carcinogenic	probably carcinogenic
Dichloroacetic acid	2B	possibly carcinogenic	possibly carcinogenic
4-Chloro-ortho-toluidine	2A	probably carcinogenic	probably carcinogenic
Auramine production	1	carcinogenic to humans	carcinogenic to humans
1,1,2,2-Tetrachloroethane	2B	possibly carcinogenic	not classifiable
Panfuran S (containing dihydroxymethylfuratrizine)	2B	possibly carcinogenic	not classifiable
Benzidine, dyes metabolized to	1	carcinogenic to humans	carcinogenic to humans
Betel quid without tobacco	1	carcinogenic to humans	carcinogenic to humans
1,2,3-Trichloropropane	2A	probably carcinogenic	probably carcinogenic
Toxaphene (Polychlorinated camphenes)	2B	possibly carcinogenic	possibly carcinogenic
Automotive gasoline (see also Gasoline engine exhaust, and Aviation gasoline)	1	carcinogenic to humans	possibly carcinogenic
Betel quid with tobacco	1	carcinogenic to humans	carcinogenic to humans
Bitumens, occupational exposure to straight-run bitumens and their emissions during road paving	2B	possibly carcinogenic	probably carcinogenic
Coal gasification	1	carcinogenic to humans	carcinogenic to humans
4-Methylimidazole	2B	possibly carcinogenic	possibly carcinogenic
Arecoline	2B	possibly carcinogenic	possibly carcinogenic
Coke production	1	carcinogenic to humans	carcinogenic to humans
1-Amino-2,4-dibromoanthraquinone	2B	possibly carcinogenic	possibly carcinogenic
Aloe vera, whole leaf extract	2B	possibly carcinogenic	possibly carcinogenic
alpha-Chlorinated toluenes (benzal chloride, benzotrichloride, benzyl chloride) and benzoyl chloride (combined exposures)	2A	probably carcinogenic	probably carcinogenic
Coal, indoor emissions from household combustion of	1	carcinogenic to humans	carcinogenic to humans
BK polyomavirus (BKV)	2B	possibly carcinogenic	not classifiable
Trichlormethine (Trimustine hydrochloride)	2B	possibly carcinogenic	probably carcinogenic
Epstein-Barr virus	1	carcinogenic to humans	carcinogenic to humans
Schistosoma japonicum (infection with)	2B	possibly carcinogenic	carcinogenic to humans
Bracken fern	2B	possibly carcinogenic	possibly carcinogenic
Carpentry and joinery	2B	possibly carcinogenic	carcinogenic to humans
4,4'-Methylene bis(2-methylaniline)	2B	possibly carcinogenic	probably carcinogenic
Anthraquinone	2B	possibly carcinogenic	possibly carcinogenic
Bitumens, occupational exposure to hard bitumens and their emissions during mastic asphalt work	2B	possibly carcinogenic	probably carcinogenic
Dimethyl hydrogen phosphite	2B	possibly carcinogenic	not classifiable
Estrogen-progestogen menopausal therapy (combined)	1	carcinogenic to humans	carcinogenic to humans
2,4,6-Trichlorophenol (see also Polychlorophenols)	2B	possibly carcinogenic	possibly carcinogenic
Estrogen-progestogen oral contraceptives (combined)	1	carcinogenic to humans	carcinogenic to humans
Carbazole	2B	possibly carcinogenic	not classifiable
2,6-Dimethylaniline (2,6-Xylidine)	2B	possibly carcinogenic	possibly carcinogenic
Firefighter (occupational exposure as a)	1	carcinogenic to humans	carcinogenic to humans
Fission products, including strontium-90	1	carcinogenic to humans	carcinogenic to humans
Estrogen therapy, postmenopausal	1	carcinogenic to humans	carcinogenic to humans
2-Chloronitrobenzene	2B	possibly carcinogenic	possibly carcinogenic
Fluoro-edenite fibrous amphibole	1	carcinogenic to humans	carcinogenic to humans
Chlorinated paraffins of average carbon chain length C12 and average degree of chlorination approximately 60%	2B	possibly carcinogenic	possibly carcinogenic
Diesel fuel, marine	2B	possibly carcinogenic	not classifiable
Dry cleaning (occupational exposures in)	2B	possibly carcinogenic	probably carcinogenic
1,4-Dichloro-2-nitrobenzene	2B	possibly carcinogenic	not classifiable
Engine exhaust, gasoline	2B	possibly carcinogenic	possibly carcinogenic
Chlorophenoxy herbicides	2B	possibly carcinogenic	possibly carcinogenic
Haematite mining (underground)	1	carcinogenic to humans	carcinogenic to humans
Hepatitis B virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Hepatitis C virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Pulegone	2B	possibly carcinogenic	possibly carcinogenic
Iron-dextran complex	2B	possibly carcinogenic	possibly carcinogenic
Fuel oils, residual (heavy)	2B	possibly carcinogenic	probably carcinogenic
Kava extract	2B	possibly carcinogenic	not classifiable
Goldenseal root powder	2B	possibly carcinogenic	possibly carcinogenic
Aviation gasoline (see also Automotive gasoline, and Gasoline engine exhaust)	2B	possibly carcinogenic	not classifiable
Naphthalene	2B	possibly carcinogenic	possibly carcinogenic
Ginkgo biloba extract	2B	possibly carcinogenic	possibly carcinogenic
Human T-cell lymphotropic virus type I	1	carcinogenic to humans	carcinogenic to humans
Quinoline	2B	possibly carcinogenic	possibly carcinogenic
Human cytomegalovirus (HCMV)	2B	possibly carcinogenic	probably carcinogenic
Michler’s ketone [4,4´-Bis(dimethylamino)­benzophenone]	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) type 16	1	carcinogenic to humans	carcinogenic to humans
Human immunodeficiency virus type 1 (infection with)	1	carcinogenic to humans	carcinogenic to humans
Hexachlorocyclohexanes	2B	possibly carcinogenic	carcinogenic to humans
Hepatitis D virus (HDV)	1	carcinogenic to humans	carcinogenic to humans
3,3'-Dichlorobenzidine	2B	possibly carcinogenic	possibly carcinogenic
Human immunodeficiency virus type 2 (infection with)	2B	possibly carcinogenic	carcinogenic to humans
Helicobacter pylori (infection with)	1	carcinogenic to humans	carcinogenic to humans
Human papillomavirus (HPV) type 18	1	carcinogenic to humans	carcinogenic to humans
N-Methylolacrylamide	2B	possibly carcinogenic	not classifiable
Schistosoma haematobium (infection with)	1	carcinogenic to humans	carcinogenic to humans
Human papillomavirus (HPV) types 26, 53, 66, 67, 70, 73, 82	2B	possibly carcinogenic	probably carcinogenic
Ionizing radiation (all types)	1	carcinogenic to humans	carcinogenic to humans
Acheson process, occupational exposure associated with	1	carcinogenic to humans	carcinogenic to humans
JC polyomavirus (JCV)	2B	possibly carcinogenic	possibly carcinogenic
Opisthorchis viverrini (infection with)	1	carcinogenic to humans	carcinogenic to humans
N-Nitrosodi-n-butylamine	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) type 33	1	carcinogenic to humans	carcinogenic to humans
N-Nitrosopyrrolidine	2B	possibly carcinogenic	possibly carcinogenic
Acid mists, strong inorganic	1	carcinogenic to humans	carcinogenic to humans
Human papillomavirus (HPV) types 31, 35, 39, 45, 51, 52, 56, 58, 59	1	carcinogenic to humans	carcinogenic to humans
Implanted foreign bodies of metallic cobalt, metallic nickel and an alloy powder containing 66-67% nickel, 13-16% chromium, and 7% iron	2B	possibly carcinogenic	carcinogenic to humans
Human papillomavirus (HPV) types 5 and 8 (in patients with epidermodysplasia verruciformis)	2B	possibly carcinogenic	carcinogenic to humans
Safrole	2B	possibly carcinogenic	possibly carcinogenic
Dihydrosafrole	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) types 30, 34, 69, 85, 97	2B	possibly carcinogenic	possibly carcinogenic
β-Myrcene	2B	possibly carcinogenic	possibly carcinogenic
Iron and steel founding (occupational exposure during)	1	carcinogenic to humans	carcinogenic to humans
Magnetic fields, extremely low-frequency	2B	possibly carcinogenic	possibly carcinogenic
Isopropyl alcohol manufacture using strong acids	1	carcinogenic to humans	carcinogenic to humans
Metronidazole	2B	possibly carcinogenic	possibly carcinogenic
Fast Green FCF	3	not classifiable	not classifiable
Pentachlorophenol (see also Polychlorophenols)	1	carcinogenic to humans	probably carcinogenic
2-Naphthylamine	1	carcinogenic to humans	carcinogenic to humans
Kaposi sarcoma herpesvirus	1	carcinogenic to humans	carcinogenic to humans
N-Nitrosomethylvinylamine	2B	possibly carcinogenic	possibly carcinogenic
Isonicotinic acid hydrazide (Isoniazid)	3	not classifiable	probably carcinogenic
1,4-Dioxane	2B	possibly carcinogenic	possibly carcinogenic
Orthopaedic implants of complex composition and cardiac pacemakers	3	not classifiable	not classifiable
Leather dust	1	carcinogenic to humans	carcinogenic to humans
Cobalt(II) sulfide	3	not classifiable	not classifiable
4-Aminobiphenyl	1	carcinogenic to humans	carcinogenic to humans
meta-Dichlorobenzene	3	not classifiable	not classifiable
Haematite	3	not classifiable	not classifiable
Other cobalt(II) compounds (not including Soluble cobalt(II) salts, Cobalt(II) oxide, Cobalt(II,III) oxide, and Cobalt(II) sulfide)	3	not classifiable	probably carcinogenic
Auramine	2B	possibly carcinogenic	carcinogenic to humans
Benzidine	1	carcinogenic to humans	carcinogenic to humans
Malonaldehyde	3	not classifiable	possibly carcinogenic
MOPP and other combined chemotherapy including alkylating agents	1	carcinogenic to humans	carcinogenic to humans
Potassium bis(2-hydroxyethyl)dithiocarbamate	3	not classifiable	not classifiable
Rugulosin	3	not classifiable	not classifiable
Zeolites other than erionite (clinoptilolite, phillipsite,mordenite, non-fibrous Japanese zeolite, synthetic zeolites)	3	not classifiable	not classifiable
Methylarsonic acid	2B	possibly carcinogenic	PARSE_FAIL
Paint manufacture (occupational exposure in)	3	not classifiable	carcinogenic to humans
Primidone	2B	possibly carcinogenic	possibly carcinogenic
Phenobarbital	2B	possibly carcinogenic	possibly carcinogenic
Glycidyl oleate	3	not classifiable	probably carcinogenic
Benzo[a]fluorene	3	not classifiable	possibly carcinogenic
Pentavalent antimony	3	not classifiable	not classifiable
Rifampicin	3	not classifiable	not classifiable
Griseofulvin	2B	possibly carcinogenic	possibly carcinogenic
ortho-Toluidine	1	carcinogenic to humans	carcinogenic to humans
Dibenzothiophene	3	not classifiable	PARSE_FAIL
Mitomycin C	2B	possibly carcinogenic	carcinogenic to humans
Magenta production	1	carcinogenic to humans	probably carcinogenic
Merkel cell polyomavirus (MCPyV)	1	carcinogenic to humans	probably carcinogenic
Nitrogen mustard N-oxide	2B	possibly carcinogenic	probably carcinogenic
Petroleum solvents	3	not classifiable	not classifiable
Tetranitromethane	2B	possibly carcinogenic	not classifiable
Mineral oils, untreated or mildly treated	1	carcinogenic to humans	carcinogenic to humans
Androgenic (anabolic) steroids	2A	probably carcinogenic	carcinogenic to humans
Bis(2,3-epoxycyclopentyl)ether	3	not classifiable	possibly carcinogenic
Captan	3	not classifiable	not classifiable
Trichloroacetonitrile	3	not classifiable	PARSE_FAIL
Chloroprene	2B	possibly carcinogenic	possibly carcinogenic
Tris(1-aziridinyl)phosphine oxide	3	not classifiable	probably carcinogenic
Indium tin oxide	2B	possibly carcinogenic	possibly carcinogenic
Polychlorinated dibenzo-para-dioxins (other than 2,3,7,8-tetrachlorodibenzo-para-dioxin)	3	not classifiable	possibly carcinogenic
Art glass, glass containers and pressed ware (manufacture of)	2A	probably carcinogenic	possibly carcinogenic
Benzo[b]naphtho[2,1-d]thiophene	3	not classifiable	PARSE_FAIL
Propylthiouracil	2B	possibly carcinogenic	possibly carcinogenic
Xylenes	3	not classifiable	not classifiable
Biomass fuel (primarily wood), indoor emissions from household combustion of	2A	probably carcinogenic	probably carcinogenic
Polychlorinated dibenzofurans (see 2,3,4,7,8-Pentachlorodibenzofuran)	3	not classifiable	probably carcinogenic
Benzo[b]fluorene	3	not classifiable	possibly carcinogenic
Nickel compounds	1	carcinogenic to humans	carcinogenic to humans
N,N-Dimethylacetamide	2B	possibly carcinogenic	possibly carcinogenic
Neutron radiation	1	carcinogenic to humans	carcinogenic to humans
CI Pigment Red 3	3	not classifiable	not classifiable
Carbon electrode manufacture	2A	probably carcinogenic	probably carcinogenic
Ethyl selenac	3	not classifiable	PARSE_FAIL
Mannomustine dihydrochloride	3	not classifiable	probably carcinogenic
Printing inks	3	not classifiable	PARSE_FAIL
Amsacrine	2B	possibly carcinogenic	probably carcinogenic
Proflavine salts	3	not classifiable	not classifiable
Iron sorbitol-citric acid complex	3	not classifiable	probably carcinogenic
Opium consumption	1	carcinogenic to humans	carcinogenic to humans
1-Naphthylamine	3	not classifiable	possibly carcinogenic
11-Aminoundecanoic acid	3	not classifiable	not classifiable
2-Methyl-1-nitroanthraquinone (uncertain purity)	2B	possibly carcinogenic	possibly carcinogenic
1-Hydroxyanthraquinone	2B	possibly carcinogenic	possibly carcinogenic
N-Nitrosoguvacine	3	not classifiable	possibly carcinogenic
Pulp and paper manufacture	3	not classifiable	carcinogenic to humans
Frying, emissions from high-temperature	2A	probably carcinogenic	probably carcinogenic
1,2-Bis(chloromethoxy)ethane	3	not classifiable	carcinogenic to humans
N-Nitrosoguvacoline	3	not classifiable	possibly carcinogenic
1-Chloro-2-methylpropene	2B	possibly carcinogenic	PARSE_FAIL
Outdoor air pollution	1	carcinogenic to humans	carcinogenic to humans
N-Phenyl-2-naphthylamine	3	not classifiable	possibly carcinogenic
Hairdresser or barber (occupational exposure as a)	2A	probably carcinogenic	probably carcinogenic
Cantharidin	3	not classifiable	not classifiable
Leucomalachite green (see also Malachite green)	2B	possibly carcinogenic	possibly carcinogenic
Merphalan	2B	possibly carcinogenic	carcinogenic to humans
Rock (stone) wool	3	not classifiable	not classifiable
para-Aramid fibrils	3	not classifiable	not classifiable
Doxylamine succinate	3	not classifiable	not classifiable
SV40 polyomavirus	3	not classifiable	probably carcinogenic
Outdoor air pollution, particulate matter in	1	carcinogenic to humans	carcinogenic to humans
cis-9,10-Epoxystearic acid	3	not classifiable	PARSE_FAIL
2,4,5-Trimethylaniline	3	not classifiable	possibly carcinogenic
Lead compounds, inorganic	2A	probably carcinogenic	probably carcinogenic
Vinyl toluene	3	not classifiable	not classifiable
Painter (occupational exposure as a)	1	carcinogenic to humans	carcinogenic to humans
Human papillomavirus (HPV) type 68	2A	probably carcinogenic	carcinogenic to humans
Cobalt(II) oxide	2B	possibly carcinogenic	possibly carcinogenic
Thiram	3	not classifiable	not classifiable
N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide	2B	possibly carcinogenic	carcinogenic to humans
Molybdenum trioxide	2B	possibly carcinogenic	possibly carcinogenic
Silicone breast implants	3	not classifiable	not classifiable
Carrageenan, degraded (Poligeenan)	2B	possibly carcinogenic	probably carcinogenic
Phenacetin, analgesic mixtures containing	1	carcinogenic to humans	carcinogenic to humans
Vanadium pentoxide	2B	possibly carcinogenic	possibly carcinogenic
Nylon 6	3	not classifiable	PARSE_FAIL
Ziram	3	not classifiable	not classifiable
Semicarbazide hydrochloride	3	not classifiable	not classifiable
Night shift work	2A	probably carcinogenic	probably carcinogenic
Isobutyl nitrite	2B	possibly carcinogenic	probably carcinogenic
Sodium ortho-phenylphenate	2B	possibly carcinogenic	possibly carcinogenic
Malaria (caused by infection with Plasmodium falciparum in holoendemic areas)	2A	probably carcinogenic	probably carcinogenic
1,4-Bis(chloromethoxymethyl)benzene	3	not classifiable	probably carcinogenic
Acepyrene (3,4-dihydrocyclopenta[cd]pyrene)	3	not classifiable	possibly carcinogenic
Processed meat (consumption of)	1	carcinogenic to humans	carcinogenic to humans
Sulfites	3	not classifiable	PARSE_FAIL
Gemfibrozil	3	not classifiable	not classifiable
1,3-Dichloropropene (technical-grade)	2B	possibly carcinogenic	possibly carcinogenic
Polychlorinated biphenyls, dioxin-like, with a Toxicity Equivalency Factor (TEF) according to WHO (PCBs 77, 81, 105, 114, 118, 123, 126, 156, 157, 167, 169, 189)	1	carcinogenic to humans	carcinogenic to humans
Shikimic acid	3	not classifiable	PARSE_FAIL
Malachite green (see also Leucomalachite green)	3	not classifiable	possibly carcinogenic
Gentian violet (see also Leucogentian violet)	2B	possibly carcinogenic	possibly carcinogenic
Slag wool	3	not classifiable	not classifiable
Allyl isothiocyanate	3	not classifiable	not classifiable
Nitrate or nitrite (ingested) under conditions that result in endogenous nitrosation	2A	probably carcinogenic	probably carcinogenic
Carbon black	2B	possibly carcinogenic	possibly carcinogenic
Dibenzo-para-dioxin	3	not classifiable	PARSE_FAIL
Non-arsenical insecticides (occupational exposures in spraying and application of)	2A	probably carcinogenic	probably carcinogenic
N-Nitrososarcosine	2B	possibly carcinogenic	possibly carcinogenic
Cyclamates (sodium cyclamate)	3	not classifiable	not classifiable
Tetrakis(hydroxymethyl)phosphonium salts	3	not classifiable	possibly carcinogenic
Tea	3	not classifiable	not classifiable
Radioiodines, including iodine-131	1	carcinogenic to humans	carcinogenic to humans
Titanium dioxide	2B	possibly carcinogenic	possibly carcinogenic
Petroleum refining (occupational exposures in)	2A	probably carcinogenic	carcinogenic to humans
1-[(5-Nitrofurfurylidene)amino]-2-imidazolidinone	2B	possibly carcinogenic	not classifiable
Ripazepam	3	not classifiable	PARSE_FAIL
Radionuclides, alpha-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
Nithiazide	3	not classifiable	PARSE_FAIL
Wollastonite	3	not classifiable	not classifiable
Bromochloroacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Tris(2-methyl-1-aziridinyl)phosphine oxide	3	not classifiable	possibly carcinogenic
Cupferron	2B	possibly carcinogenic	possibly carcinogenic
Red meat (consumption of)	2A	probably carcinogenic	probably carcinogenic
Benzyl acetate	3	not classifiable	not classifiable
Hydroxysenkirkine	3	not classifiable	possibly carcinogenic
Sulfamethazine	3	not classifiable	not classifiable
Methylthiouracil	2B	possibly carcinogenic	possibly carcinogenic
Parasorbic acid	3	not classifiable	not classifiable
Radionuclides, beta-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
Sunset Yellow FCF	3	not classifiable	not classifiable
Rubber manufacturing industry	1	carcinogenic to humans	carcinogenic to humans
Chloropropham	3	not classifiable	not classifiable
Agaritine	3	not classifiable	not classifiable
Phenazopyridine hydrochloride	2B	possibly carcinogenic	possibly carcinogenic
Carbon tetrachloride	2B	possibly carcinogenic	possibly carcinogenic
Dinitrosopentamethylenetetramine	3	not classifiable	possibly carcinogenic
Soluble cobalt(II) salts	2A	probably carcinogenic	possibly carcinogenic
Cholesterol	3	not classifiable	not classifiable
para-Dimethylaminoazobenzenediazo sodium sulfonate	3	not classifiable	not classifiable
Caffeine	3	not classifiable	not classifiable
Salted fish, Chinese-style	1	carcinogenic to humans	carcinogenic to humans
Pyrimethamine	3	not classifiable	possibly carcinogenic
Parathion	2B	possibly carcinogenic	possibly carcinogenic
Solar radiation (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet radiation from welding; and Ultraviolet-emitting tanning devices)	1	carcinogenic to humans	carcinogenic to humans
Nitrilotriacetic acid and its salts	2B	possibly carcinogenic	possibly carcinogenic
Disperse Yellow 3	3	not classifiable	not classifiable
4,4'-Methylenediphenyl diisocyanate	3	not classifiable	not classifiable
meta-Cresidine	3	not classifiable	possibly carcinogenic
Trivalent antimony	2A	probably carcinogenic	possibly carcinogenic
Tannic acid and tannins	3	not classifiable	not classifiable
Very hot beverages at above 65 °C (drinking)	2A	probably carcinogenic	probably carcinogenic
Benz[a]anthracene	2B	possibly carcinogenic	possibly carcinogenic
4,4'-Thiodianiline	2B	possibly carcinogenic	possibly carcinogenic
Styrene	2A	probably carcinogenic	probably carcinogenic
n-Butyl acrylate	3	not classifiable	not classifiable
Theophylline	3	not classifiable	not classifiable
Soot (as found in occupational exposure of chimney sweeps)	1	carcinogenic to humans	carcinogenic to humans
Triethanolamine	3	not classifiable	not classifiable
Tobacco smoke, secondhand	1	carcinogenic to humans	carcinogenic to humans
HC Red No. 3	3	not classifiable	not classifiable
3-Chloro-2-methylpropene, technical grade	2B	possibly carcinogenic	possibly carcinogenic
Ethyl acrylate	2B	possibly carcinogenic	possibly carcinogenic
Epichlorohydrin	2A	probably carcinogenic	probably carcinogenic
2-Nitronaphthalene	3	not classifiable	possibly carcinogenic
Phenicarbazide	3	not classifiable	possibly carcinogenic
Aramite®	2B	possibly carcinogenic	possibly carcinogenic
Allyl isovalerate	3	not classifiable	PARSE_FAIL
Methotrexate	3	not classifiable	not classifiable
Prednimustine	3	not classifiable	probably carcinogenic
Tobacco smoking	1	carcinogenic to humans	carcinogenic to humans
Vinblastine sulfate	3	not classifiable	probably carcinogenic
3,4-Epoxy-6-methylcyclohexylmethyl-3,4-epoxy-6-methylcyclo-hexanecarboxylate	3	not classifiable	PARSE_FAIL
CI Basic Red 9	2B	possibly carcinogenic	possibly carcinogenic
1,1-Dimethylhydrazine	2B	possibly carcinogenic	possibly carcinogenic
Glycidyl methacrylate	2A	probably carcinogenic	possibly carcinogenic
Di(2-ethylhexyl) adipate	3	not classifiable	not classifiable
Thiouracil	2B	possibly carcinogenic	probably carcinogenic
Ethylene dibromide	2A	probably carcinogenic	probably carcinogenic
Ferbam	3	not classifiable	not classifiable
Phenytoin	2B	possibly carcinogenic	possibly carcinogenic
Tobacco, smokeless	1	carcinogenic to humans	carcinogenic to humans
Nitrofural (Nitrofurazone)	3	not classifiable	possibly carcinogenic
N-Nitrosofolic acid	3	not classifiable	PARSE_FAIL
Acrolein	2A	probably carcinogenic	probably carcinogenic
Aciclovir	3	not classifiable	not classifiable
Methyl selenac	3	not classifiable	PARSE_FAIL
2,4-Hexadienal	2B	possibly carcinogenic	possibly carcinogenic
Methyl parathion	3	not classifiable	possibly carcinogenic
Prazepam	3	not classifiable	not classifiable
Paracetamol (Acetaminophen)	3	not classifiable	not classifiable
Ultraviolet radiation from welding (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet-emitting tanning devices; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
Sodium diethyldithiocarbamate	3	not classifiable	not classifiable
Glyphosate	2A	probably carcinogenic	probably carcinogenic
Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC) (see Ultraviolet radiation from welding; Ultraviolet-emitting tanning devices; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
beta-Propiolactone	2B	possibly carcinogenic	probably carcinogenic
Chlorofluoromethane	3	not classifiable	not classifiable
Azobenzene	3	not classifiable	possibly carcinogenic
8-Hydroxyquinoline	3	not classifiable	not classifiable
Cycasin	2B	possibly carcinogenic	possibly carcinogenic
Chlordane	2B	possibly carcinogenic	possibly carcinogenic
Ultraviolet-emitting tanning devices (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet radiation from welding; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
Pioglitazone	2A	probably carcinogenic	possibly carcinogenic
Methyl carbamate	3	not classifiable	possibly carcinogenic
Chlordecone (Kepone)	2B	possibly carcinogenic	possibly carcinogenic
Patulin	3	not classifiable	not classifiable
Aziridine	2B	possibly carcinogenic	probably carcinogenic
