statement	score	confidence	gemini_2_5_flash
1,1,2,2-Tetrachloroethane	2B	possibly carcinogenic	possibly carcinogenic
4-Chloro-ortho-toluidine	2A	probably carcinogenic	probably carcinogenic
Primidone	2B	possibly carcinogenic	probably carcinogenic
Methyleugenol	2A	probably carcinogenic	possibly carcinogenic
2-Nitropropane	2B	possibly carcinogenic	possibly carcinogenic
Auramine production	1	carcinogenic to humans	carcinogenic to humans
Areca nut	1	carcinogenic to humans	carcinogenic to humans
Styrene-7,8-oxide	2A	probably carcinogenic	probably carcinogenic
Panfuran S (containing dihydroxymethylfuratrizine)	2B	possibly carcinogenic	possibly carcinogenic
Griseofulvin	2B	possibly carcinogenic	possibly carcinogenic
1,2,3-Trichloropropane	2A	probably carcinogenic	carcinogenic to humans
Methylarsonic acid	2B	possibly carcinogenic	not classifiable
Betel quid with tobacco	1	carcinogenic to humans	carcinogenic to humans
Nitrogen mustard N-oxide	2B	possibly carcinogenic	possibly carcinogenic
Toxaphene (Polychlorinated camphenes)	2B	possibly carcinogenic	possibly carcinogenic
Benzidine, dyes metabolized to	1	carcinogenic to humans	carcinogenic to humans
Chloroprene	2B	possibly carcinogenic	not classifiable
Automotive gasoline (see also Gasoline engine exhaust, and Aviation gasoline)	1	carcinogenic to humans	possibly carcinogenic
N,N-Dimethylacetamide	2B	possibly carcinogenic	probably carcinogenic
Betel quid without tobacco	1	carcinogenic to humans	carcinogenic to humans
Bitumens, occupational exposure to straight-run bitumens and their emissions during road paving	2B	possibly carcinogenic	probably carcinogenic
Aloe vera, whole leaf extract	2B	possibly carcinogenic	possibly carcinogenic
Schistosoma japonicum (infection with)	2B	possibly carcinogenic	carcinogenic to humans
alpha-Chlorinated toluenes (benzal chloride, benzotrichloride, benzyl chloride) and benzoyl chloride (combined exposures)	2A	probably carcinogenic	probably carcinogenic
1-Amino-2,4-dibromoanthraquinone	2B	possibly carcinogenic	possibly carcinogenic
Coal gasification	1	carcinogenic to humans	carcinogenic to humans
4-Methylimidazole	2B	possibly carcinogenic	possibly carcinogenic
1-Hydroxyanthraquinone	2B	possibly carcinogenic	possibly carcinogenic
BK polyomavirus (BKV)	2B	possibly carcinogenic	not classifiable
4,4'-Methylene bis(2-methylaniline)	2B	possibly carcinogenic	possibly carcinogenic
Trichlormethine (Trimustine hydrochloride)	2B	possibly carcinogenic	carcinogenic to humans
Epstein-Barr virus	1	carcinogenic to humans	carcinogenic to humans
2-Methyl-1-nitroanthraquinone (uncertain purity)	2B	possibly carcinogenic	possibly carcinogenic
Coke production	1	carcinogenic to humans	carcinogenic to humans
Leucomalachite green (see also Malachite green)	2B	possibly carcinogenic	possibly carcinogenic
Anthraquinone	2B	possibly carcinogenic	possibly carcinogenic
Coal, indoor emissions from household combustion of	1	carcinogenic to humans	carcinogenic to humans
Bracken fern	2B	possibly carcinogenic	possibly carcinogenic
Molybdenum trioxide	2B	possibly carcinogenic	probably carcinogenic
Vanadium pentoxide	2B	possibly carcinogenic	possibly carcinogenic
Carpentry and joinery	2B	possibly carcinogenic	carcinogenic to humans
Bitumens, occupational exposure to hard bitumens and their emissions during mastic asphalt work	2B	possibly carcinogenic	probably carcinogenic
Cobalt(II) oxide	2B	possibly carcinogenic	possibly carcinogenic
Arecoline	2B	possibly carcinogenic	possibly carcinogenic
Estrogen therapy, postmenopausal	1	carcinogenic to humans	carcinogenic to humans
Dimethyl hydrogen phosphite	2B	possibly carcinogenic	not classifiable
Carbazole	2B	possibly carcinogenic	PARSE_FAIL
Estrogen-progestogen menopausal therapy (combined)	1	carcinogenic to humans	carcinogenic to humans
Sodium ortho-phenylphenate	2B	possibly carcinogenic	possibly carcinogenic
Estrogen-progestogen oral contraceptives (combined)	1	carcinogenic to humans	carcinogenic to humans
Firefighter (occupational exposure as a)	1	carcinogenic to humans	carcinogenic to humans
Chlorinated paraffins of average carbon chain length C12 and average degree of chlorination approximately 60%	2B	possibly carcinogenic	possibly carcinogenic
2,6-Dimethylaniline (2,6-Xylidine)	2B	possibly carcinogenic	possibly carcinogenic
N-Nitrososarcosine	2B	possibly carcinogenic	possibly carcinogenic
2,4,6-Trichlorophenol (see also Polychlorophenols)	2B	possibly carcinogenic	not classifiable
2-Chloronitrobenzene	2B	possibly carcinogenic	possibly carcinogenic
Carbon black	2B	possibly carcinogenic	possibly carcinogenic
Dry cleaning (occupational exposures in)	2B	possibly carcinogenic	probably carcinogenic
Titanium dioxide	2B	possibly carcinogenic	possibly carcinogenic
Engine exhaust, gasoline	2B	possibly carcinogenic	possibly carcinogenic
Chlorophenoxy herbicides	2B	possibly carcinogenic	not classifiable
Fluoro-edenite fibrous amphibole	1	carcinogenic to humans	carcinogenic to humans
Cupferron	2B	possibly carcinogenic	possibly carcinogenic
Diesel fuel, marine	2B	possibly carcinogenic	possibly carcinogenic
Pulegone	2B	possibly carcinogenic	possibly carcinogenic
1,4-Dichloro-2-nitrobenzene	2B	possibly carcinogenic	not classifiable
Fission products, including strontium-90	1	carcinogenic to humans	carcinogenic to humans
Nitrilotriacetic acid and its salts	2B	possibly carcinogenic	possibly carcinogenic
Hepatitis C virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Hepatitis B virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Kava extract	2B	possibly carcinogenic	not classifiable
Haematite mining (underground)	1	carcinogenic to humans	carcinogenic to humans
Fuel oils, residual (heavy)	2B	possibly carcinogenic	possibly carcinogenic
Michler’s ketone [4,4´-Bis(dimethylamino)­benzophenone]	2B	possibly carcinogenic	possibly carcinogenic
4,4'-Thiodianiline	2B	possibly carcinogenic	possibly carcinogenic
Goldenseal root powder	2B	possibly carcinogenic	possibly carcinogenic
Aviation gasoline (see also Automotive gasoline, and Gasoline engine exhaust)	2B	possibly carcinogenic	possibly carcinogenic
Phenazopyridine hydrochloride	2B	possibly carcinogenic	possibly carcinogenic
Hepatitis D virus (HDV)	1	carcinogenic to humans	carcinogenic to humans
Aramite®	2B	possibly carcinogenic	possibly carcinogenic
Ethyl acrylate	2B	possibly carcinogenic	possibly carcinogenic
Quinoline	2B	possibly carcinogenic	possibly carcinogenic
Human cytomegalovirus (HCMV)	2B	possibly carcinogenic	not classifiable
Human T-cell lymphotropic virus type I	1	carcinogenic to humans	carcinogenic to humans
Human immunodeficiency virus type 2 (infection with)	2B	possibly carcinogenic	carcinogenic to humans
Naphthalene	2B	possibly carcinogenic	possibly carcinogenic
Thiouracil	2B	possibly carcinogenic	possibly carcinogenic
Ginkgo biloba extract	2B	possibly carcinogenic	possibly carcinogenic
Iron-dextran complex	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) type 16	1	carcinogenic to humans	carcinogenic to humans
Human immunodeficiency virus type 1 (infection with)	1	carcinogenic to humans	carcinogenic to humans
Hexachlorocyclohexanes	2B	possibly carcinogenic	probably carcinogenic
2,4-Hexadienal	2B	possibly carcinogenic	not classifiable
Aziridine	2B	possibly carcinogenic	probably carcinogenic
Chlordecone (Kepone)	2B	possibly carcinogenic	possibly carcinogenic
3,3'-Dichlorobenzidine	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) type 18	1	carcinogenic to humans	carcinogenic to humans
N-Nitrosodi-n-butylamine	2B	possibly carcinogenic	possibly carcinogenic
Cycasin	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) types 26, 53, 66, 67, 70, 73, 82	2B	possibly carcinogenic	not classifiable
N-Methylolacrylamide	2B	possibly carcinogenic	not classifiable
Human papillomavirus (HPV) types 5 and 8 (in patients with epidermodysplasia verruciformis)	2B	possibly carcinogenic	carcinogenic to humans
N-Nitrosopyrrolidine	2B	possibly carcinogenic	probably carcinogenic
Human papillomavirus (HPV) types 31, 35, 39, 45, 51, 52, 56, 58, 59	1	carcinogenic to humans	carcinogenic to humans
Iron and steel founding (occupational exposure during)	1	carcinogenic to humans	carcinogenic to humans
Ionizing radiation (all types)	1	carcinogenic to humans	carcinogenic to humans
Human papillomavirus (HPV) type 33	1	carcinogenic to humans	carcinogenic to humans
JC polyomavirus (JCV)	2B	possibly carcinogenic	possibly carcinogenic
Dihydrosafrole	2B	possibly carcinogenic	possibly carcinogenic
Coal-tar distillation	1	carcinogenic to humans	carcinogenic to humans
Trimethylolpropane triacrylate, technical grade	2B	possibly carcinogenic	possibly carcinogenic
Dacarbazine	2B	possibly carcinogenic	probably carcinogenic
Human papillomavirus (HPV) types 30, 34, 69, 85, 97	2B	possibly carcinogenic	probably carcinogenic
Methyl methacrylate	3	not classifiable	not classifiable
Implanted foreign bodies of metallic cobalt, metallic nickel and an alloy powder containing 66-67% nickel, 13-16% chromium, and 7% iron	2B	possibly carcinogenic	carcinogenic to humans
Isopropyl alcohol manufacture using strong acids	1	carcinogenic to humans	carcinogenic to humans
Furosemide (Frusemide)	3	not classifiable	not classifiable
Yellow OB	3	not classifiable	possibly carcinogenic
Metronidazole	2B	possibly carcinogenic	possibly carcinogenic
Isonicotinic acid hydrazide (Isoniazid)	3	not classifiable	probably carcinogenic
2-Naphthylamine	1	carcinogenic to humans	carcinogenic to humans
Pentachlorophenol (see also Polychlorophenols)	1	carcinogenic to humans	probably carcinogenic
Organic polymeric materials	3	not classifiable	PARSE_FAIL
N-Nitrosomethylvinylamine	2B	possibly carcinogenic	probably carcinogenic
Kaposi sarcoma herpesvirus	1	carcinogenic to humans	carcinogenic to humans
4-Aminobiphenyl	1	carcinogenic to humans	carcinogenic to humans
Terpene polychlorinates (Strobane®)	3	not classifiable	possibly carcinogenic
Leather dust	1	carcinogenic to humans	carcinogenic to humans
Cobalt(II) sulfide	3	not classifiable	probably carcinogenic
meta-Dichlorobenzene	3	not classifiable	not classifiable
Orthopaedic implants of complex composition and cardiac pacemakers	3	not classifiable	not classifiable
Paint manufacture (occupational exposure in)	3	not classifiable	carcinogenic to humans
MOPP and other combined chemotherapy including alkylating agents	1	carcinogenic to humans	carcinogenic to humans
Benzidine	1	carcinogenic to humans	carcinogenic to humans
Crude oil	3	not classifiable	carcinogenic to humans
Other cobalt(II) compounds (not including Soluble cobalt(II) salts, Cobalt(II) oxide, Cobalt(II,III) oxide, and Cobalt(II) sulfide)	3	not classifiable	probably carcinogenic
Phenobarbital	2B	possibly carcinogenic	possibly carcinogenic
Aziridyl benzoquinone	3	not classifiable	possibly carcinogenic
Haematite	3	not classifiable	not classifiable
Zeolites other than erionite (clinoptilolite, phillipsite,mordenite, non-fibrous Japanese zeolite, synthetic zeolites)	3	not classifiable	not classifiable
Malonaldehyde	3	not classifiable	PARSE_FAIL
Glycidyl oleate	3	not classifiable	possibly carcinogenic
Auramine	2B	possibly carcinogenic	possibly carcinogenic
Magenta production	1	carcinogenic to humans	carcinogenic to humans
Dibenzothiophene	3	not classifiable	PARSE_FAIL
ortho-Toluidine	1	carcinogenic to humans	carcinogenic to humans
Nitrovin	3	not classifiable	possibly carcinogenic
Mitomycin C	2B	possibly carcinogenic	carcinogenic to humans
Acriflavinium chloride	3	not classifiable	possibly carcinogenic
Merkel cell polyomavirus (MCPyV)	1	carcinogenic to humans	probably carcinogenic
Trichloroacetonitrile	3	not classifiable	not classifiable
Tetranitromethane	2B	possibly carcinogenic	possibly carcinogenic
Rifampicin	3	not classifiable	not classifiable
Tris(1-aziridinyl)phosphine oxide	3	not classifiable	possibly carcinogenic
Pentavalent antimony	3	not classifiable	not classifiable
Polychlorinated dibenzo-para-dioxins (other than 2,3,7,8-tetrachlorodibenzo-para-dioxin)	3	not classifiable	possibly carcinogenic
Petroleum solvents	3	not classifiable	probably carcinogenic
Androgenic (anabolic) steroids	2A	probably carcinogenic	probably carcinogenic
Mineral oils, untreated or mildly treated	1	carcinogenic to humans	carcinogenic to humans
Xylenes	3	not classifiable	not classifiable
Captan	3	not classifiable	not classifiable
Saccharated iron oxide	3	not classifiable	not classifiable
Saccharin and its salts	3	not classifiable	not classifiable
Art glass, glass containers and pressed ware (manufacture of)	2A	probably carcinogenic	possibly carcinogenic
Neutron radiation	1	carcinogenic to humans	carcinogenic to humans
Indium tin oxide	2B	possibly carcinogenic	possibly carcinogenic
Propylthiouracil	2B	possibly carcinogenic	possibly carcinogenic
Musk xylene	3	not classifiable	possibly carcinogenic
Iron sorbitol-citric acid complex	3	not classifiable	not classifiable
Amsacrine	2B	possibly carcinogenic	possibly carcinogenic
Nickel compounds	1	carcinogenic to humans	carcinogenic to humans
Biomass fuel (primarily wood), indoor emissions from household combustion of	2A	probably carcinogenic	carcinogenic to humans
Ethyl selenac	3	not classifiable	possibly carcinogenic
Mannomustine dihydrochloride	3	not classifiable	probably carcinogenic
Carbon electrode manufacture	2A	probably carcinogenic	carcinogenic to humans
Polychlorinated dibenzofurans (see 2,3,4,7,8-Pentachlorodibenzofuran)	3	not classifiable	carcinogenic to humans
N-Nitrosoguvacine	3	not classifiable	possibly carcinogenic
Proflavine salts	3	not classifiable	possibly carcinogenic
Printing inks	3	not classifiable	not classifiable
Rhodamine B	3	not classifiable	not classifiable
Opium consumption	1	carcinogenic to humans	carcinogenic to humans
Pulp and paper manufacture	3	not classifiable	carcinogenic to humans
1-Naphthylamine	3	not classifiable	possibly carcinogenic
Frying, emissions from high-temperature	2A	probably carcinogenic	probably carcinogenic
Outdoor air pollution	1	carcinogenic to humans	carcinogenic to humans
1-Amino-2-methylanthraquinone	3	not classifiable	possibly carcinogenic
Hairdresser or barber (occupational exposure as a)	2A	probably carcinogenic	probably carcinogenic
Merphalan	2B	possibly carcinogenic	carcinogenic to humans
1-Chloro-2-methylpropene	2B	possibly carcinogenic	PARSE_FAIL
1,2-Bis(chloromethoxy)ethane	3	not classifiable	carcinogenic to humans
Cantharidin	3	not classifiable	not classifiable
N-Phenyl-2-naphthylamine	3	not classifiable	probably carcinogenic
2,4,5-Trimethylaniline	3	not classifiable	possibly carcinogenic
Outdoor air pollution, particulate matter in	1	carcinogenic to humans	carcinogenic to humans
SV40 polyomavirus	3	not classifiable	probably carcinogenic
Quintozene (Pentachloronitrobenzene)	3	not classifiable	not classifiable
Rock (stone) wool	3	not classifiable	not classifiable
N-Nitrosoguvacoline	3	not classifiable	possibly carcinogenic
Painter (occupational exposure as a)	1	carcinogenic to humans	carcinogenic to humans
N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide	2B	possibly carcinogenic	possibly carcinogenic
Silicone breast implants	3	not classifiable	not classifiable
Human papillomavirus (HPV) type 68	2A	probably carcinogenic	carcinogenic to humans
Semicarbazide hydrochloride	3	not classifiable	possibly carcinogenic
Doxylamine succinate	3	not classifiable	not classifiable
Lead compounds, inorganic	2A	probably carcinogenic	probably carcinogenic
Droloxifene	3	not classifiable	PARSE_FAIL
Thiram	3	not classifiable	not classifiable
Carrageenan, degraded (Poligeenan)	2B	possibly carcinogenic	possibly carcinogenic
Isobutyl nitrite	2B	possibly carcinogenic	probably carcinogenic
Phenacetin, analgesic mixtures containing	1	carcinogenic to humans	carcinogenic to humans
1,4-Bis(chloromethoxymethyl)benzene	3	not classifiable	carcinogenic to humans
Malaria (caused by infection with Plasmodium falciparum in holoendemic areas)	2A	probably carcinogenic	probably carcinogenic
Ziram	3	not classifiable	not classifiable
Dimethoxane	3	not classifiable	PARSE_FAIL
Slag wool	3	not classifiable	possibly carcinogenic
Night shift work	2A	probably carcinogenic	probably carcinogenic
Acenaphthene	3	not classifiable	not classifiable
Processed meat (consumption of)	1	carcinogenic to humans	carcinogenic to humans
Gentian violet (see also Leucogentian violet)	2B	possibly carcinogenic	possibly carcinogenic
Diacetylaminoazotoluene	3	not classifiable	possibly carcinogenic
Malachite green (see also Leucomalachite green)	3	not classifiable	possibly carcinogenic
1,3-Dichloropropene (technical-grade)	2B	possibly carcinogenic	possibly carcinogenic
Nitrate or nitrite (ingested) under conditions that result in endogenous nitrosation	2A	probably carcinogenic	probably carcinogenic
Musk ambrette	3	not classifiable	not classifiable
Cyclamates (sodium cyclamate)	3	not classifiable	not classifiable
Shikimic acid	3	not classifiable	PARSE_FAIL
Allyl isothiocyanate	3	not classifiable	not classifiable
Non-arsenical insecticides (occupational exposures in spraying and application of)	2A	probably carcinogenic	probably carcinogenic
Sulfites	3	not classifiable	PARSE_FAIL
Polychlorinated biphenyls, dioxin-like, with a Toxicity Equivalency Factor (TEF) according to WHO (PCBs 77, 81, 105, 114, 118, 123, 126, 156, 157, 167, 169, 189)	1	carcinogenic to humans	carcinogenic to humans
Tetrakis(hydroxymethyl)phosphonium salts	3	not classifiable	probably carcinogenic
Theobromine	3	not classifiable	not classifiable
Nithiazide	3	not classifiable	possibly carcinogenic
Tea	3	not classifiable	not classifiable
Petroleum refining (occupational exposures in)	2A	probably carcinogenic	carcinogenic to humans
Radionuclides, alpha-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
Radioiodines, including iodine-131	1	carcinogenic to humans	carcinogenic to humans
Wollastonite	3	not classifiable	not classifiable
Tris(2-methyl-1-aziridinyl)phosphine oxide	3	not classifiable	possibly carcinogenic
Red meat (consumption of)	2A	probably carcinogenic	probably carcinogenic
Bromochloroacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Methylthiouracil	2B	possibly carcinogenic	possibly carcinogenic
1-[(5-Nitrofurfurylidene)amino]-2-imidazolidinone	2B	possibly carcinogenic	possibly carcinogenic
Benzyl acetate	3	not classifiable	not classifiable
Sulfamethazine	3	not classifiable	not classifiable
Radionuclides, beta-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
Parasorbic acid	3	not classifiable	not classifiable
Cholesterol	3	not classifiable	not classifiable
Carbon tetrachloride	2B	possibly carcinogenic	possibly carcinogenic
Bromochloroacetonitrile	3	not classifiable	possibly carcinogenic
Rubber manufacturing industry	1	carcinogenic to humans	carcinogenic to humans
Chloropropham	3	not classifiable	not classifiable
Salted fish, Chinese-style	1	carcinogenic to humans	carcinogenic to humans
Sudan I	3	not classifiable	not classifiable
Pyrimethamine	3	not classifiable	possibly carcinogenic
1-Methylphenanthrene	3	not classifiable	PARSE_FAIL
Parathion	2B	possibly carcinogenic	possibly carcinogenic
Dinitrosopentamethylenetetramine	3	not classifiable	possibly carcinogenic
Soluble cobalt(II) salts	2A	probably carcinogenic	probably carcinogenic
Tannic acid and tannins	3	not classifiable	not classifiable
Solar radiation (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet radiation from welding; and Ultraviolet-emitting tanning devices)	1	carcinogenic to humans	carcinogenic to humans
para-Dimethylaminoazobenzenediazo sodium sulfonate	3	not classifiable	PARSE_FAIL
4,4'-Methylenediphenyl diisocyanate	3	not classifiable	not classifiable
Caffeine	3	not classifiable	not classifiable
Soot (as found in occupational exposure of chimney sweeps)	1	carcinogenic to humans	carcinogenic to humans
Very hot beverages at above 65 °C (drinking)	2A	probably carcinogenic	probably carcinogenic
Benz[a]anthracene	2B	possibly carcinogenic	probably carcinogenic
n-Butyl acrylate	3	not classifiable	not classifiable
Phenanthrene	3	not classifiable	not classifiable
Theophylline	3	not classifiable	not classifiable
Triethanolamine	3	not classifiable	not classifiable
Styrene	2A	probably carcinogenic	probably carcinogenic
Trivalent antimony	2A	probably carcinogenic	possibly carcinogenic
meta-Cresidine	3	not classifiable	possibly carcinogenic
Butyl benzyl phthalate	3	not classifiable	possibly carcinogenic
Epichlorohydrin	2A	probably carcinogenic	probably carcinogenic
3-Chloro-2-methylpropene, technical grade	2B	possibly carcinogenic	possibly carcinogenic
2-Nitronaphthalene	3	not classifiable	possibly carcinogenic
Tobacco smoke, secondhand	1	carcinogenic to humans	carcinogenic to humans
Vinblastine sulfate	3	not classifiable	probably carcinogenic
Tobacco smoking	1	carcinogenic to humans	carcinogenic to humans
Methotrexate	3	not classifiable	not classifiable
CI Basic Red 9	2B	possibly carcinogenic	possibly carcinogenic
Di(2-ethylhexyl) adipate	3	not classifiable	not classifiable
Glycidyl methacrylate	2A	probably carcinogenic	possibly carcinogenic
Phenicarbazide	3	not classifiable	possibly carcinogenic
3,4-Epoxy-6-methylcyclohexylmethyl-3,4-epoxy-6-methylcyclo-hexanecarboxylate	3	not classifiable	not classifiable
Scarlet Red	3	not classifiable	possibly carcinogenic
1,1-Dimethylhydrazine	2B	possibly carcinogenic	possibly carcinogenic
Phenytoin	2B	possibly carcinogenic	probably carcinogenic
Azobenzene	3	not classifiable	not classifiable
Nitrofural (Nitrofurazone)	3	not classifiable	possibly carcinogenic
Yellow AB	3	not classifiable	not classifiable
Ethylene dibromide	2A	probably carcinogenic	probably carcinogenic
Temazepam	3	not classifiable	possibly carcinogenic
Tobacco, smokeless	1	carcinogenic to humans	carcinogenic to humans
Paracetamol (Acetaminophen)	3	not classifiable	not classifiable
Acrolein	2A	probably carcinogenic	probably carcinogenic
Ferbam	3	not classifiable	not classifiable
Aciclovir	3	not classifiable	not classifiable
Sudan III	3	not classifiable	not classifiable
Methyl selenac	3	not classifiable	PARSE_FAIL
Glyphosate	2A	probably carcinogenic	probably carcinogenic
beta-Propiolactone	2B	possibly carcinogenic	possibly carcinogenic
Sodium diethyldithiocarbamate	3	not classifiable	not classifiable
Ultraviolet radiation from welding (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet-emitting tanning devices; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
Pioglitazone	2A	probably carcinogenic	possibly carcinogenic
Methyl carbamate	3	not classifiable	not classifiable
para-Anisidine	3	not classifiable	possibly carcinogenic
Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC) (see Ultraviolet radiation from welding; Ultraviolet-emitting tanning devices; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
Chlorofluoromethane	3	not classifiable	PARSE_FAIL
Chlordane	2B	possibly carcinogenic	possibly carcinogenic
8-Hydroxyquinoline	3	not classifiable	not classifiable
HC Yellow No. 4	3	not classifiable	not classifiable
Patulin	3	not classifiable	not classifiable
Copper 8-hydroxyquinoline	3	not classifiable	PARSE_FAIL
Welding fumes	1	carcinogenic to humans	carcinogenic to humans
