statement	score	confidence	gemini_2_5_flash
Bracken fern	2B	possibly carcinogenic	possibly carcinogenic
Epstein-Barr virus	1	carcinogenic to humans	carcinogenic to humans
N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide	2B	possibly carcinogenic	possibly carcinogenic
N-Methyl-N,4-dinitrosoaniline	3	not classifiable	not classifiable
Estrogen therapy, postmenopausal	1	carcinogenic to humans	carcinogenic to humans
Estrogen-progestogen menopausal therapy (combined)	1	carcinogenic to humans	carcinogenic to humans
Carrageenan, degraded (Poligeenan)	2B	possibly carcinogenic	possibly carcinogenic
Firefighter (occupational exposure as a)	1	carcinogenic to humans	carcinogenic to humans
Carpentry and joinery	2B	possibly carcinogenic	carcinogenic to humans
1,3-Dichloropropene (technical-grade)	2B	possibly carcinogenic	possibly carcinogenic
Chlorinated paraffins of average carbon chain length C12 and average degree of chlorination approximately 60%	2B	possibly carcinogenic	possibly carcinogenic
Gentian violet (see also Leucogentian violet)	2B	possibly carcinogenic	possibly carcinogenic
Dry cleaning (occupational exposures in)	2B	possibly carcinogenic	probably carcinogenic
Estrogen-progestogen oral contraceptives (combined)	1	carcinogenic to humans	carcinogenic to humans
1-[(5-Nitrofurfurylidene)amino]-2-imidazolidinone	2B	possibly carcinogenic	possibly carcinogenic
Methylthiouracil	2B	possibly carcinogenic	possibly carcinogenic
Bromochloroacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Engine exhaust, gasoline	2B	possibly carcinogenic	possibly carcinogenic
Carbon tetrachloride	2B	possibly carcinogenic	possibly carcinogenic
Hepatitis B virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Haematite mining (underground)	1	carcinogenic to humans	carcinogenic to humans
Diesel fuel, marine	2B	possibly carcinogenic	not classifiable
Fuel oils, residual (heavy)	2B	possibly carcinogenic	possibly carcinogenic
Chlorophenoxy herbicides	2B	possibly carcinogenic	possibly carcinogenic
Dihydroxymethylfuratrizine (see also Panfuran S)	3	not classifiable	possibly carcinogenic
Fluoro-edenite fibrous amphibole	1	carcinogenic to humans	carcinogenic to humans
Parathion	2B	possibly carcinogenic	probably carcinogenic
Benz[a]anthracene	2B	possibly carcinogenic	probably carcinogenic
Goldenseal root powder	2B	possibly carcinogenic	possibly carcinogenic
Hepatitis C virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Human T-cell lymphotropic virus type I	1	carcinogenic to humans	carcinogenic to humans
Human immunodeficiency virus type 1 (infection with)	1	carcinogenic to humans	carcinogenic to humans
Human cytomegalovirus (HCMV)	2B	possibly carcinogenic	not classifiable
Human immunodeficiency virus type 2 (infection with)	2B	possibly carcinogenic	carcinogenic to humans
Isobutyl nitrite	2B	possibly carcinogenic	i don't know
Human papillomavirus (HPV) type 16	1	carcinogenic to humans	carcinogenic to humans
1,1-Dimethylhydrazine	2B	possibly carcinogenic	possibly carcinogenic
3-Chloro-2-methylpropene, technical grade	2B	possibly carcinogenic	possibly carcinogenic
Phenytoin	2B	possibly carcinogenic	possibly carcinogenic
beta-Propiolactone	2B	possibly carcinogenic	possibly carcinogenic
CI Basic Red 9	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) type 33	1	carcinogenic to humans	carcinogenic to humans
Chlordane	2B	possibly carcinogenic	possibly carcinogenic
Fission products, including strontium-90	1	carcinogenic to humans	carcinogenic to humans
Human papillomavirus (HPV) type 18	1	carcinogenic to humans	carcinogenic to humans
Human papillomavirus (HPV) types 31, 35, 39, 45, 51, 52, 56, 58, 59	1	carcinogenic to humans	carcinogenic to humans
Trichloroethylene	1	carcinogenic to humans	carcinogenic to humans
Potassium bromate	2B	possibly carcinogenic	possibly carcinogenic
Ionizing radiation (all types)	1	carcinogenic to humans	carcinogenic to humans
Arecoline	2B	possibly carcinogenic	i don't know
Modacrylic fibres	3	not classifiable	not classifiable
1-tert-Butoxypropan-2-ol	2B	possibly carcinogenic	not classifiable
Phenyl glycidyl ether	2B	possibly carcinogenic	possibly carcinogenic
Iron and steel founding (occupational exposure during)	1	carcinogenic to humans	carcinogenic to humans
Aviation gasoline (see also Automotive gasoline, and Gasoline engine exhaust)	2B	possibly carcinogenic	possibly carcinogenic
Chloroquine	3	not classifiable	not classifiable
Ferric oxide	3	not classifiable	not classifiable
Hexachlorocyclohexanes	2B	possibly carcinogenic	carcinogenic to humans
1,2-Diphenylhydrazine	2B	possibly carcinogenic	possibly carcinogenic
Coal-tar distillation	1	carcinogenic to humans	carcinogenic to humans
Yellow OB	3	not classifiable	possibly carcinogenic
Isophorone	2B	possibly carcinogenic	possibly carcinogenic
Hycanthone mesylate	3	not classifiable	possibly carcinogenic
Hepatitis D virus (HDV)	1	carcinogenic to humans	i don't know
Isopropyl alcohol manufacture using strong acids	1	carcinogenic to humans	carcinogenic to humans
Pentachlorophenol (see also Polychlorophenols)	1	carcinogenic to humans	probably carcinogenic
Isoprene	2B	possibly carcinogenic	possibly carcinogenic
Furosemide (Frusemide)	3	not classifiable	not classifiable
β-Myrcene	2B	possibly carcinogenic	possibly carcinogenic
Senkirkine	3	not classifiable	possibly carcinogenic
Human papillomavirus (HPV) types 5 and 8 (in patients with epidermodysplasia verruciformis)	2B	possibly carcinogenic	possibly carcinogenic
Orthopaedic implants of complex composition and cardiac pacemakers	3	not classifiable	not classifiable
Organic polymeric materials	3	not classifiable	i don't know
Human papillomavirus (HPV) types 30, 34, 69, 85, 97	2B	possibly carcinogenic	possibly carcinogenic
1,4-Dioxane	2B	possibly carcinogenic	possibly carcinogenic
2-Naphthylamine	1	carcinogenic to humans	carcinogenic to humans
Fast Green FCF	3	not classifiable	not classifiable
Kaposi sarcoma herpesvirus	1	carcinogenic to humans	carcinogenic to humans
Isonicotinic acid hydrazide (Isoniazid)	3	not classifiable	probably carcinogenic
1,1,2,2-Tetrachloroethane	2B	possibly carcinogenic	not classifiable
4-Aminobiphenyl	1	carcinogenic to humans	carcinogenic to humans
Leather dust	1	carcinogenic to humans	carcinogenic to humans
Dichloroacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Paint manufacture (occupational exposure in)	3	not classifiable	carcinogenic to humans
Human papillomavirus (HPV) types 26, 53, 66, 67, 70, 73, 82	2B	possibly carcinogenic	i don't know
meta-Dichlorobenzene	3	not classifiable	not classifiable
Rugulosin	3	not classifiable	i don't know
Malonaldehyde	3	not classifiable	possibly carcinogenic
Zeolites other than erionite (clinoptilolite, phillipsite,mordenite, non-fibrous Japanese zeolite, synthetic zeolites)	3	not classifiable	not classifiable
Benzidine	1	carcinogenic to humans	carcinogenic to humans
MOPP and other combined chemotherapy including alkylating agents	1	carcinogenic to humans	carcinogenic to humans
Benzo[a]fluorene	3	not classifiable	not classifiable
Other cobalt(II) compounds (not including Soluble cobalt(II) salts, Cobalt(II) oxide, Cobalt(II,III) oxide, and Cobalt(II) sulfide)	3	not classifiable	possibly carcinogenic
2-Nitropropane	2B	possibly carcinogenic	possibly carcinogenic
Implanted foreign bodies of metallic cobalt, metallic nickel and an alloy powder containing 66-67% nickel, 13-16% chromium, and 7% iron	2B	possibly carcinogenic	possibly carcinogenic
Primidone	2B	possibly carcinogenic	probably carcinogenic
Cobalt(II) sulfide	3	not classifiable	probably carcinogenic
Magenta production	1	carcinogenic to humans	carcinogenic to humans
Glycidyl oleate	3	not classifiable	probably carcinogenic
Griseofulvin	2B	possibly carcinogenic	possibly carcinogenic
ortho-Toluidine	1	carcinogenic to humans	carcinogenic to humans
Dibenzothiophene	3	not classifiable	i don't know
Panfuran S (containing dihydroxymethylfuratrizine)	2B	possibly carcinogenic	not classifiable
Bis(2,3-epoxycyclopentyl)ether	3	not classifiable	possibly carcinogenic
Trichloroacetonitrile	3	not classifiable	not classifiable
Merkel cell polyomavirus (MCPyV)	1	carcinogenic to humans	probably carcinogenic
Potassium bis(2-hydroxyethyl)dithiocarbamate	3	not classifiable	i don't know
Captan	3	not classifiable	not classifiable
Androgenic (anabolic) steroids	2A	probably carcinogenic	probably carcinogenic
Toxaphene (Polychlorinated camphenes)	2B	possibly carcinogenic	possibly carcinogenic
Nitrogen mustard N-oxide	2B	possibly carcinogenic	possibly carcinogenic
Rifampicin	3	not classifiable	i don't know
Mineral oils, untreated or mildly treated	1	carcinogenic to humans	carcinogenic to humans
Xylenes	3	not classifiable	not classifiable
Polychlorinated dibenzo-para-dioxins (other than 2,3,7,8-tetrachlorodibenzo-para-dioxin)	3	not classifiable	not classifiable
Neutron radiation	1	carcinogenic to humans	carcinogenic to humans
Chloroprene	2B	possibly carcinogenic	possibly carcinogenic
Tris(1-aziridinyl)phosphine oxide	3	not classifiable	possibly carcinogenic
Benzo[b]naphtho[2,1-d]thiophene	3	not classifiable	not classifiable
Ethyl selenac	3	not classifiable	not classifiable
N,N-Dimethylacetamide	2B	possibly carcinogenic	possibly carcinogenic
CI Pigment Red 3	3	not classifiable	not classifiable
Bitumens, occupational exposure to straight-run bitumens and their emissions during road paving	2B	possibly carcinogenic	carcinogenic to humans
Biomass fuel (primarily wood), indoor emissions from household combustion of	2A	probably carcinogenic	probably carcinogenic
Art glass, glass containers and pressed ware (manufacture of)	2A	probably carcinogenic	possibly carcinogenic
Methylarsonic acid	2B	possibly carcinogenic	not classifiable
Printing inks	3	not classifiable	not classifiable
Mannomustine dihydrochloride	3	not classifiable	carcinogenic to humans
1-Amino-2,4-dibromoanthraquinone	2B	possibly carcinogenic	not classifiable
Carbon electrode manufacture	2A	probably carcinogenic	carcinogenic to humans
Haematite	3	not classifiable	i don't know
Nickel compounds	1	carcinogenic to humans	carcinogenic to humans
Proflavine salts	3	not classifiable	possibly carcinogenic
Benzo[b]fluorene	3	not classifiable	not classifiable
Opium consumption	1	carcinogenic to humans	carcinogenic to humans
Iron sorbitol-citric acid complex	3	not classifiable	not classifiable
Polychlorinated dibenzofurans (see 2,3,4,7,8-Pentachlorodibenzofuran)	3	not classifiable	carcinogenic to humans
1-Naphthylamine	3	not classifiable	not classifiable
2-Methyl-1-nitroanthraquinone (uncertain purity)	2B	possibly carcinogenic	not classifiable
Pulp and paper manufacture	3	not classifiable	carcinogenic to humans
4-Methylimidazole	2B	possibly carcinogenic	possibly carcinogenic
cis-9,10-Epoxystearic acid	3	not classifiable	not classifiable
Frying, emissions from high-temperature	2A	probably carcinogenic	probably carcinogenic
1-Hydroxyanthraquinone	2B	possibly carcinogenic	not classifiable
Outdoor air pollution	1	carcinogenic to humans	carcinogenic to humans
Pentavalent antimony	3	not classifiable	i don't know
1,2-Bis(chloromethoxy)ethane	3	not classifiable	carcinogenic to humans
Trichlormethine (Trimustine hydrochloride)	2B	possibly carcinogenic	carcinogenic to humans
Petroleum solvents	3	not classifiable	not classifiable
11-Aminoundecanoic acid	3	not classifiable	i don't know
N-Nitrosoguvacine	3	not classifiable	possibly carcinogenic
Outdoor air pollution, particulate matter in	1	carcinogenic to humans	carcinogenic to humans
Hairdresser or barber (occupational exposure as a)	2A	probably carcinogenic	probably carcinogenic
Leucomalachite green (see also Malachite green)	2B	possibly carcinogenic	possibly carcinogenic
4,4'-Methylene bis(2-methylaniline)	2B	possibly carcinogenic	possibly carcinogenic
N-Nitrosoguvacoline	3	not classifiable	possibly carcinogenic
Rock (stone) wool	3	not classifiable	not classifiable
Cantharidin	3	not classifiable	not classifiable
para-Aramid fibrils	3	not classifiable	not classifiable
N-Phenyl-2-naphthylamine	3	not classifiable	possibly carcinogenic
Vinyl toluene	3	not classifiable	not classifiable
Anthraquinone	2B	possibly carcinogenic	possibly carcinogenic
Painter (occupational exposure as a)	1	carcinogenic to humans	carcinogenic to humans
2,4,5-Trimethylaniline	3	not classifiable	possibly carcinogenic
Lead compounds, inorganic	2A	probably carcinogenic	probably carcinogenic
SV40 polyomavirus	3	not classifiable	possibly carcinogenic
Human papillomavirus (HPV) type 68	2A	probably carcinogenic	carcinogenic to humans
Molybdenum trioxide	2B	possibly carcinogenic	possibly carcinogenic
Thiram	3	not classifiable	not classifiable
Carbazole	2B	possibly carcinogenic	not classifiable
Phenacetin, analgesic mixtures containing	1	carcinogenic to humans	carcinogenic to humans
Malaria (caused by infection with Plasmodium falciparum in holoendemic areas)	2A	probably carcinogenic	probably carcinogenic
Doxylamine succinate	3	not classifiable	possibly carcinogenic
Vanadium pentoxide	2B	possibly carcinogenic	possibly carcinogenic
Semicarbazide hydrochloride	3	not classifiable	not classifiable
Nylon 6	3	not classifiable	not classifiable
Silicone breast implants	3	not classifiable	not classifiable
Ziram	3	not classifiable	possibly carcinogenic
Night shift work	2A	probably carcinogenic	probably carcinogenic
Slag wool	3	not classifiable	not classifiable
1,4-Bis(chloromethoxymethyl)benzene	3	not classifiable	probably carcinogenic
Dimethyl hydrogen phosphite	2B	possibly carcinogenic	not classifiable
2,6-Dimethylaniline (2,6-Xylidine)	2B	possibly carcinogenic	possibly carcinogenic
Processed meat (consumption of)	1	carcinogenic to humans	carcinogenic to humans
Nitrate or nitrite (ingested) under conditions that result in endogenous nitrosation	2A	probably carcinogenic	probably carcinogenic
Sodium ortho-phenylphenate	2B	possibly carcinogenic	possibly carcinogenic
Acepyrene (3,4-dihydrocyclopenta[cd]pyrene)	3	not classifiable	not classifiable
Gemfibrozil	3	not classifiable	not classifiable
Cobalt(II) oxide	2B	possibly carcinogenic	probably carcinogenic
N-Nitrososarcosine	2B	possibly carcinogenic	possibly carcinogenic
Malachite green (see also Leucomalachite green)	3	not classifiable	possibly carcinogenic
Cyclamates (sodium cyclamate)	3	not classifiable	not classifiable
Tetrakis(hydroxymethyl)phosphonium salts	3	not classifiable	not classifiable
Shikimic acid	3	not classifiable	i don't know
Carbon black	2B	possibly carcinogenic	possibly carcinogenic
2-Chloronitrobenzene	2B	possibly carcinogenic	not classifiable
Allyl isothiocyanate	3	not classifiable	not classifiable
Non-arsenical insecticides (occupational exposures in spraying and application of)	2A	probably carcinogenic	probably carcinogenic
Radioiodines, including iodine-131	1	carcinogenic to humans	carcinogenic to humans
Nithiazide	3	not classifiable	not classifiable
2,4,6-Trichlorophenol (see also Polychlorophenols)	2B	possibly carcinogenic	possibly carcinogenic
Tris(2-methyl-1-aziridinyl)phosphine oxide	3	not classifiable	possibly carcinogenic
Petroleum refining (occupational exposures in)	2A	probably carcinogenic	carcinogenic to humans
1,4-Dichloro-2-nitrobenzene	2B	possibly carcinogenic	not classifiable
Wollastonite	3	not classifiable	not classifiable
Titanium dioxide	2B	possibly carcinogenic	possibly carcinogenic
Radionuclides, alpha-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
Red meat (consumption of)	2A	probably carcinogenic	probably carcinogenic
Parasorbic acid	3	not classifiable	possibly carcinogenic
Ripazepam	3	not classifiable	i don't know
Sulfamethazine	3	not classifiable	possibly carcinogenic
Dibenzo-para-dioxin	3	not classifiable	carcinogenic to humans
Chloropropham	3	not classifiable	not classifiable
Pulegone	2B	possibly carcinogenic	possibly carcinogenic
Polychlorinated biphenyls, dioxin-like, with a Toxicity Equivalency Factor (TEF) according to WHO (PCBs 77, 81, 105, 114, 118, 123, 126, 156, 157, 167, 169, 189)	1	carcinogenic to humans	carcinogenic to humans
Sulfites	3	not classifiable	i don't know
Cupferron	2B	possibly carcinogenic	possibly carcinogenic
Benzyl acetate	3	not classifiable	not classifiable
Rubber manufacturing industry	1	carcinogenic to humans	carcinogenic to humans
Dinitrosopentamethylenetetramine	3	not classifiable	probably carcinogenic
Tea	3	not classifiable	not classifiable
Phenazopyridine hydrochloride	2B	possibly carcinogenic	possibly carcinogenic
Cholesterol	3	not classifiable	not classifiable
Michler’s ketone [4,4´-Bis(dimethylamino)­benzophenone]	2B	possibly carcinogenic	possibly carcinogenic
Salted fish, Chinese-style	1	carcinogenic to humans	carcinogenic to humans
Trivalent antimony	2A	probably carcinogenic	possibly carcinogenic
Sunset Yellow FCF	3	not classifiable	not classifiable
Pyrimethamine	3	not classifiable	not classifiable
Nitrilotriacetic acid and its salts	2B	possibly carcinogenic	possibly carcinogenic
Disperse Yellow 3	3	not classifiable	not classifiable
Solar radiation (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet radiation from welding; and Ultraviolet-emitting tanning devices)	1	carcinogenic to humans	carcinogenic to humans
Kava extract	2B	possibly carcinogenic	not classifiable
Agaritine	3	not classifiable	i don't know
Very hot beverages at above 65 °C (drinking)	2A	probably carcinogenic	probably carcinogenic
4,4'-Thiodianiline	2B	possibly carcinogenic	possibly carcinogenic
Soluble cobalt(II) salts	2A	probably carcinogenic	possibly carcinogenic
Allyl isovalerate	3	not classifiable	not classifiable
n-Butyl acrylate	3	not classifiable	not classifiable
Theophylline	3	not classifiable	not classifiable
Iron-dextran complex	2B	possibly carcinogenic	possibly carcinogenic
4,4'-Methylenediphenyl diisocyanate	3	not classifiable	not classifiable
Hydroxysenkirkine	3	not classifiable	i don't know
Tannic acid and tannins	3	not classifiable	not classifiable
Styrene	2A	probably carcinogenic	probably carcinogenic
Soot (as found in occupational exposure of chimney sweeps)	1	carcinogenic to humans	carcinogenic to humans
meta-Cresidine	3	not classifiable	not classifiable
para-Dimethylaminoazobenzenediazo sodium sulfonate	3	not classifiable	i don't know
Triethanolamine	3	not classifiable	not classifiable
Ginkgo biloba extract	2B	possibly carcinogenic	possibly carcinogenic
Aramite®	2B	possibly carcinogenic	possibly carcinogenic
Epichlorohydrin	2A	probably carcinogenic	probably carcinogenic
Naphthalene	2B	possibly carcinogenic	possibly carcinogenic
Prednimustine	3	not classifiable	carcinogenic to humans
Phenicarbazide	3	not classifiable	possibly carcinogenic
Tobacco smoke, secondhand	1	carcinogenic to humans	carcinogenic to humans
HC Red No. 3	3	not classifiable	not classifiable
2-Nitronaphthalene	3	not classifiable	possibly carcinogenic
Tobacco smoking	1	carcinogenic to humans	carcinogenic to humans
Ethyl acrylate	2B	possibly carcinogenic	possibly carcinogenic
Thiouracil	2B	possibly carcinogenic	possibly carcinogenic
3,4-Epoxy-6-methylcyclohexylmethyl-3,4-epoxy-6-methylcyclo-hexanecarboxylate	3	not classifiable	not classifiable
Vinblastine sulfate	3	not classifiable	probably carcinogenic
Quinoline	2B	possibly carcinogenic	possibly carcinogenic
Caffeine	3	not classifiable	i don't know
Radionuclides, beta-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
Glycidyl methacrylate	2A	probably carcinogenic	possibly carcinogenic
Ethylene dibromide	2A	probably carcinogenic	probably carcinogenic
Tobacco, smokeless	1	carcinogenic to humans	carcinogenic to humans
Nitrofural (Nitrofurazone)	3	not classifiable	possibly carcinogenic
3,3'-Dichlorobenzidine	2B	possibly carcinogenic	probably carcinogenic
Di(2-ethylhexyl) adipate	3	not classifiable	not classifiable
2,4-Hexadienal	2B	possibly carcinogenic	not classifiable
Azobenzene	3	not classifiable	possibly carcinogenic
Acrolein	2A	probably carcinogenic	probably carcinogenic
Aciclovir	3	not classifiable	not classifiable
Ferbam	3	not classifiable	not classifiable
Chlordecone (Kepone)	2B	possibly carcinogenic	possibly carcinogenic
Ultraviolet radiation from welding (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet-emitting tanning devices; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
Paracetamol (Acetaminophen)	3	not classifiable	not classifiable
N-Nitrosodi-n-butylamine	2B	possibly carcinogenic	probably carcinogenic
Sodium diethyldithiocarbamate	3	not classifiable	not classifiable
Methyl selenac	3	not classifiable	i don't know
Methotrexate	3	not classifiable	not classifiable
Glyphosate	2A	probably carcinogenic	probably carcinogenic
Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC) (see Ultraviolet radiation from welding; Ultraviolet-emitting tanning devices; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
Methyl parathion	3	not classifiable	possibly carcinogenic
Chlorofluoromethane	3	not classifiable	not classifiable
Estazolam	3	not classifiable	not classifiable
N-Methylolacrylamide	2B	possibly carcinogenic	i don't know
Pioglitazone	2A	probably carcinogenic	possibly carcinogenic
8-Hydroxyquinoline	3	not classifiable	not classifiable
Aziridine	2B	possibly carcinogenic	probably carcinogenic
Methyl carbamate	3	not classifiable	possibly carcinogenic
N-Nitrosopyrrolidine	2B	possibly carcinogenic	probably carcinogenic
