statement	score	confidence	gemini_2_5_flash
Iron sorbitol-citric acid complex	3	not classifiable	not classifiable
Amsacrine	2B	possibly carcinogenic	possibly carcinogenic
Proflavine salts	3	not classifiable	possibly carcinogenic
Rhodamine B	3	not classifiable	possibly carcinogenic
1-Naphthylamine	3	not classifiable	possibly carcinogenic
Polychlorinated dibenzofurans (see 2,3,4,7,8-Pentachlorodibenzofuran)	3	not classifiable	probably carcinogenic
Carbon electrode manufacture	2A	probably carcinogenic	carcinogenic to humans
Mannomustine dihydrochloride	3	not classifiable	probably carcinogenic
N-Nitrosoguvacine	3	not classifiable	possibly carcinogenic
Benzo[b]fluorene	3	not classifiable	not classifiable
Opium consumption	1	carcinogenic to humans	carcinogenic to humans
11-Aminoundecanoic acid	3	not classifiable	i don't know
Frying, emissions from high-temperature	2A	probably carcinogenic	probably carcinogenic
Pulp and paper manufacture	3	not classifiable	carcinogenic to humans
Benzo[b]naphtho[2,1-d]thiophene	3	not classifiable	i don't know
Petroleum solvents	3	not classifiable	i don't know
1,2-Bis(chloromethoxy)ethane	3	not classifiable	carcinogenic to humans
1-Chloro-2-methylpropene	2B	possibly carcinogenic	possibly carcinogenic
Outdoor air pollution	1	carcinogenic to humans	carcinogenic to humans
Saccharated iron oxide	3	not classifiable	i don't know
1-Amino-2-methylanthraquinone	3	not classifiable	possibly carcinogenic
Hairdresser or barber (occupational exposure as a)	2A	probably carcinogenic	probably carcinogenic
para-Aramid fibrils	3	not classifiable	not classifiable
cis-9,10-Epoxystearic acid	3	not classifiable	not classifiable
N-Phenyl-2-naphthylamine	3	not classifiable	possibly carcinogenic
Merphalan	2B	possibly carcinogenic	carcinogenic to humans
Outdoor air pollution, particulate matter in	1	carcinogenic to humans	carcinogenic to humans
SV40 polyomavirus	3	not classifiable	probably carcinogenic
Cantharidin	3	not classifiable	not classifiable
Quintozene (Pentachloronitrobenzene)	3	not classifiable	not classifiable
N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide	2B	possibly carcinogenic	possibly carcinogenic
Droloxifene	3	not classifiable	possibly carcinogenic
Rock (stone) wool	3	not classifiable	not classifiable
Painter (occupational exposure as a)	1	carcinogenic to humans	carcinogenic to humans
Vinyl toluene	3	not classifiable	not classifiable
Lead compounds, inorganic	2A	probably carcinogenic	probably carcinogenic
N-Nitrosoguvacoline	3	not classifiable	not classifiable
Human papillomavirus (HPV) type 68	2A	probably carcinogenic	carcinogenic to humans
Doxylamine succinate	3	not classifiable	not classifiable
Carrageenan, degraded (Poligeenan)	2B	possibly carcinogenic	possibly carcinogenic
2,4,5-Trimethylaniline	3	not classifiable	possibly carcinogenic
Thiram	3	not classifiable	not classifiable
Silicone breast implants	3	not classifiable	not classifiable
Malaria (caused by infection with Plasmodium falciparum in holoendemic areas)	2A	probably carcinogenic	probably carcinogenic
Isobutyl nitrite	2B	possibly carcinogenic	probably carcinogenic
Acepyrene (3,4-dihydrocyclopenta[cd]pyrene)	3	not classifiable	possibly carcinogenic
Ziram	3	not classifiable	probably carcinogenic
1,3-Dichloropropene (technical-grade)	2B	possibly carcinogenic	possibly carcinogenic
Acenaphthene	3	not classifiable	not classifiable
Night shift work	2A	probably carcinogenic	probably carcinogenic
Dimethoxane	3	not classifiable	i don't know
Phenacetin, analgesic mixtures containing	1	carcinogenic to humans	carcinogenic to humans
Slag wool	3	not classifiable	not classifiable
Gemfibrozil	3	not classifiable	not classifiable
Processed meat (consumption of)	1	carcinogenic to humans	carcinogenic to humans
Nylon 6	3	not classifiable	i don't know
Diacetylaminoazotoluene	3	not classifiable	possibly carcinogenic
Semicarbazide hydrochloride	3	not classifiable	i don't know
Nitrate or nitrite (ingested) under conditions that result in endogenous nitrosation	2A	probably carcinogenic	probably carcinogenic
Malachite green (see also Leucomalachite green)	3	not classifiable	possibly carcinogenic
Gentian violet (see also Leucogentian violet)	2B	possibly carcinogenic	possibly carcinogenic
Cyclamates (sodium cyclamate)	3	not classifiable	not classifiable
Sulfites	3	not classifiable	i don't know
Musk ambrette	3	not classifiable	possibly carcinogenic
Allyl isothiocyanate	3	not classifiable	not classifiable
Tea	3	not classifiable	not classifiable
1,4-Bis(chloromethoxymethyl)benzene	3	not classifiable	i don't know
Tetrakis(hydroxymethyl)phosphonium salts	3	not classifiable	possibly carcinogenic
Nithiazide	3	not classifiable	i don't know
Polychlorinated biphenyls, dioxin-like, with a Toxicity Equivalency Factor (TEF) according to WHO (PCBs 77, 81, 105, 114, 118, 123, 126, 156, 157, 167, 169, 189)	1	carcinogenic to humans	carcinogenic to humans
Theobromine	3	not classifiable	not classifiable
Radionuclides, alpha-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
Petroleum refining (occupational exposures in)	2A	probably carcinogenic	carcinogenic to humans
Bromochloroacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Ripazepam	3	not classifiable	i don't know
Radioiodines, including iodine-131	1	carcinogenic to humans	carcinogenic to humans
Tris(2-methyl-1-aziridinyl)phosphine oxide	3	not classifiable	possibly carcinogenic
Non-arsenical insecticides (occupational exposures in spraying and application of)	2A	probably carcinogenic	probably carcinogenic
Shikimic acid	3	not classifiable	i don't know
Wollastonite	3	not classifiable	not classifiable
Sulfamethazine	3	not classifiable	possibly carcinogenic
Methylthiouracil	2B	possibly carcinogenic	possibly carcinogenic
Red meat (consumption of)	2A	probably carcinogenic	probably carcinogenic
Radionuclides, beta-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
1-[(5-Nitrofurfurylidene)amino]-2-imidazolidinone	2B	possibly carcinogenic	possibly carcinogenic
1-Methylphenanthrene	3	not classifiable	not classifiable
Benzyl acetate	3	not classifiable	not classifiable
Dibenzo-para-dioxin	3	not classifiable	i don't know
Chloropropham	3	not classifiable	not classifiable
Rubber manufacturing industry	1	carcinogenic to humans	carcinogenic to humans
Hydroxysenkirkine	3	not classifiable	possibly carcinogenic
Bromochloroacetonitrile	3	not classifiable	possibly carcinogenic
Agaritine	3	not classifiable	not classifiable
Parasorbic acid	3	not classifiable	i don't know
Dinitrosopentamethylenetetramine	3	not classifiable	probably carcinogenic
Carbon tetrachloride	2B	possibly carcinogenic	possibly carcinogenic
Sudan I	3	not classifiable	not classifiable
Salted fish, Chinese-style	1	carcinogenic to humans	carcinogenic to humans
Parathion	2B	possibly carcinogenic	possibly carcinogenic
Caffeine	3	not classifiable	not classifiable
Sunset Yellow FCF	3	not classifiable	not classifiable
Solar radiation (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet radiation from welding; and Ultraviolet-emitting tanning devices)	1	carcinogenic to humans	carcinogenic to humans
Disperse Yellow 3	3	not classifiable	not classifiable
4,4'-Methylenediphenyl diisocyanate	3	not classifiable	not classifiable
Pyrimethamine	3	not classifiable	possibly carcinogenic
Tannic acid and tannins	3	not classifiable	not classifiable
Very hot beverages at above 65 °C (drinking)	2A	probably carcinogenic	probably carcinogenic
meta-Cresidine	3	not classifiable	possibly carcinogenic
Benz[a]anthracene	2B	possibly carcinogenic	possibly carcinogenic
Temazepam	3	not classifiable	not classifiable
Styrene	2A	probably carcinogenic	probably carcinogenic
para-Dimethylaminoazobenzenediazo sodium sulfonate	3	not classifiable	i don't know
Cholesterol	3	not classifiable	i don't know
Soluble cobalt(II) salts	2A	probably carcinogenic	probably carcinogenic
Phenanthrene	3	not classifiable	not classifiable
Triethanolamine	3	not classifiable	not classifiable
Soot (as found in occupational exposure of chimney sweeps)	1	carcinogenic to humans	carcinogenic to humans
Theophylline	3	not classifiable	not classifiable
3-Chloro-2-methylpropene, technical grade	2B	possibly carcinogenic	possibly carcinogenic
HC Red No. 3	3	not classifiable	possibly carcinogenic
Butyl benzyl phthalate	3	not classifiable	possibly carcinogenic
Tobacco smoke, secondhand	1	carcinogenic to humans	carcinogenic to humans
Epichlorohydrin	2A	probably carcinogenic	probably carcinogenic
2-Nitronaphthalene	3	not classifiable	possibly carcinogenic
Methotrexate	3	not classifiable	probably carcinogenic
CI Basic Red 9	2B	possibly carcinogenic	possibly carcinogenic
Vinblastine sulfate	3	not classifiable	possibly carcinogenic
Tobacco smoking	1	carcinogenic to humans	carcinogenic to humans
Trivalent antimony	2A	probably carcinogenic	possibly carcinogenic
Phenicarbazide	3	not classifiable	not classifiable
Prednimustine	3	not classifiable	probably carcinogenic
Allyl isovalerate	3	not classifiable	i don't know
n-Butyl acrylate	3	not classifiable	not classifiable
Tobacco, smokeless	1	carcinogenic to humans	carcinogenic to humans
Glycidyl methacrylate	2A	probably carcinogenic	possibly carcinogenic
Di(2-ethylhexyl) adipate	3	not classifiable	not classifiable
3,4-Epoxy-6-methylcyclohexylmethyl-3,4-epoxy-6-methylcyclo-hexanecarboxylate	3	not classifiable	not classifiable
Scarlet Red	3	not classifiable	possibly carcinogenic
Azobenzene	3	not classifiable	not classifiable
1,1-Dimethylhydrazine	2B	possibly carcinogenic	possibly carcinogenic
Ferbam	3	not classifiable	not classifiable
Nitrofural (Nitrofurazone)	3	not classifiable	possibly carcinogenic
Ethylene dibromide	2A	probably carcinogenic	probably carcinogenic
Phenytoin	2B	possibly carcinogenic	possibly carcinogenic
Prazepam	3	not classifiable	not classifiable
Yellow AB	3	not classifiable	possibly carcinogenic
Aciclovir	3	not classifiable	not classifiable
Ultraviolet radiation from welding (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet-emitting tanning devices; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
Acrolein	2A	probably carcinogenic	probably carcinogenic
beta-Propiolactone	2B	possibly carcinogenic	probably carcinogenic
Paracetamol (Acetaminophen)	3	not classifiable	not classifiable
Methyl selenac	3	not classifiable	i don't know
Sodium diethyldithiocarbamate	3	not classifiable	not classifiable
Chlordane	2B	possibly carcinogenic	possibly carcinogenic
Glyphosate	2A	probably carcinogenic	probably carcinogenic
Methyl parathion	3	not classifiable	possibly carcinogenic
N-Nitrosofolic acid	3	not classifiable	i don't know
Chlorofluoromethane	3	not classifiable	not classifiable
Estazolam	3	not classifiable	not classifiable
Copper 8-hydroxyquinoline	3	not classifiable	not classifiable
8-Hydroxyquinoline	3	not classifiable	not classifiable
Sudan III	3	not classifiable	i don't know
7-Methylpyrido[3,4-c]psoralen	3	not classifiable	possibly carcinogenic
Pioglitazone	2A	probably carcinogenic	possibly carcinogenic
Patulin	3	not classifiable	not classifiable
Methyl carbamate	3	not classifiable	possibly carcinogenic
