statement	score	confidence	gemini_2_5_flash
Isopropyl oils	3	not classifiable	carcinogenic to humans
Kaempferol	3	not classifiable	not classifiable
5-Nitro-ortho-toluidine	3	not classifiable	possibly carcinogenic
Hydrochloric acid	3	not classifiable	not classifiable
2-Amino-4-nitrophenol	3	not classifiable	not classifiable
Silica, amorphous	3	not classifiable	not classifiable
Leather tanning and processing	3	not classifiable	carcinogenic to humans
5-Nitro-ortho-anisidine	3	not classifiable	possibly carcinogenic
Leather goods manufacture (see also Leather dust)	3	not classifiable	carcinogenic to humans
Hydrogen peroxide	3	not classifiable	not classifiable
Permethrin	3	not classifiable	probably carcinogenic
Jet fuel	3	not classifiable	possibly carcinogenic
Angelicin plus ultraviolet A radiation	3	not classifiable	carcinogenic to humans
1,2-Diamino-4-nitrobenzene	3	not classifiable	possibly carcinogenic
Lead compounds, organic	3	not classifiable	probably carcinogenic
CI Acid Orange 20	3	not classifiable	not classifiable
N-Methyl-N,4-dinitrosoaniline	3	not classifiable	possibly carcinogenic
Deltamethrin	3	not classifiable	possibly carcinogenic
Selenium and selenium compounds	3	not classifiable	not classifiable
Lumber and sawmill industries (including logging)	3	not classifiable	carcinogenic to humans
Magnetic fields, static	3	not classifiable	not classifiable
Sodium chlorite	3	not classifiable	PARSE_FAIL
Madder root (Rubia tinctorum)	3	not classifiable	possibly carcinogenic
tert-Amyl methyl ether	3	not classifiable	possibly carcinogenic
Prednisone	3	not classifiable	probably carcinogenic
Mate, not very hot (drinking)	3	not classifiable	not classifiable
2-Nitropyrene	3	not classifiable	possibly carcinogenic
Chrysoidine	3	not classifiable	possibly carcinogenic
Methylglyoxal	3	not classifiable	probably carcinogenic
1,1,2-Trichloroethane	3	not classifiable	not classifiable
Mineral oils, highly-refined	3	not classifiable	not classifiable
1,4-Diamino-2-nitrobenzene	3	not classifiable	not classifiable
Dihydroxymethylfuratrizine (see also Panfuran S)	3	not classifiable	carcinogenic to humans
Acrylic acid	3	not classifiable	not classifiable
Ethionamide	3	not classifiable	probably carcinogenic
Modacrylic fibres	3	not classifiable	not classifiable
Dibenzo[a,e]fluoranthene	3	not classifiable	probably carcinogenic
Metabisulfites	3	not classifiable	not classifiable
Chloroquine	3	not classifiable	not classifiable
Dapsone	3	not classifiable	possibly carcinogenic
Alcoholic beverages	1	carcinogenic to humans	carcinogenic to humans
Aluminium production	1	carcinogenic to humans	carcinogenic to humans
Metronidazole	2B	possibly carcinogenic	possibly carcinogenic
Furosemide (Frusemide)	3	not classifiable	not classifiable
Methyl methacrylate	3	not classifiable	not classifiable
Areca nut	1	carcinogenic to humans	carcinogenic to humans
ortho-Nitroanisole	2A	probably carcinogenic	possibly carcinogenic
N-Nitrosomethylvinylamine	2B	possibly carcinogenic	possibly carcinogenic
Organic polymeric materials	3	not classifiable	PARSE_FAIL
4-Chloro-ortho-toluidine	2A	probably carcinogenic	probably carcinogenic
ortho-Anisidine (see also ortho-Anisidine hydrochloride)	2A	probably carcinogenic	possibly carcinogenic
Phenobarbital	2B	possibly carcinogenic	possibly carcinogenic
Methyleugenol	2A	probably carcinogenic	possibly carcinogenic
Auramine production	1	carcinogenic to humans	carcinogenic to humans
Engine exhaust, diesel	1	carcinogenic to humans	carcinogenic to humans
Mitomycin C	2B	possibly carcinogenic	carcinogenic to humans
Automotive gasoline (see also Gasoline engine exhaust, and Aviation gasoline)	1	carcinogenic to humans	possibly carcinogenic
Styrene-7,8-oxide	2A	probably carcinogenic	probably carcinogenic
1,2,3-Trichloropropane	2A	probably carcinogenic	probably carcinogenic
Tetranitromethane	2B	possibly carcinogenic	possibly carcinogenic
Indium tin oxide	2B	possibly carcinogenic	possibly carcinogenic
Amsacrine	2B	possibly carcinogenic	possibly carcinogenic
Auramine	2B	possibly carcinogenic	possibly carcinogenic
Betel quid with tobacco	1	carcinogenic to humans	carcinogenic to humans
Arecoline	2B	possibly carcinogenic	possibly carcinogenic
Betel quid without tobacco	1	carcinogenic to humans	carcinogenic to humans
Aloe vera, whole leaf extract	2B	possibly carcinogenic	possibly carcinogenic
Benzidine, dyes metabolized to	1	carcinogenic to humans	carcinogenic to humans
Propylthiouracil	2B	possibly carcinogenic	possibly carcinogenic
Coal gasification	1	carcinogenic to humans	carcinogenic to humans
Merphalan	2B	possibly carcinogenic	carcinogenic to humans
Schistosoma japonicum (infection with)	2B	possibly carcinogenic	probably carcinogenic
Epstein-Barr virus	1	carcinogenic to humans	carcinogenic to humans
alpha-Chlorinated toluenes (benzal chloride, benzotrichloride, benzyl chloride) and benzoyl chloride (combined exposures)	2A	probably carcinogenic	carcinogenic to humans
Coal, indoor emissions from household combustion of	1	carcinogenic to humans	carcinogenic to humans
Coke production	1	carcinogenic to humans	carcinogenic to humans
BK polyomavirus (BKV)	2B	possibly carcinogenic	not classifiable
Isobutyl nitrite	2B	possibly carcinogenic	probably carcinogenic
1-Chloro-2-methylpropene	2B	possibly carcinogenic	PARSE_FAIL
Carpentry and joinery	2B	possibly carcinogenic	carcinogenic to humans
Carrageenan, degraded (Poligeenan)	2B	possibly carcinogenic	possibly carcinogenic
N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide	2B	possibly carcinogenic	possibly carcinogenic
Estrogen-progestogen menopausal therapy (combined)	1	carcinogenic to humans	carcinogenic to humans
Estrogen therapy, postmenopausal	1	carcinogenic to humans	carcinogenic to humans
Bitumens, occupational exposure to hard bitumens and their emissions during mastic asphalt work	2B	possibly carcinogenic	probably carcinogenic
Bracken fern	2B	possibly carcinogenic	possibly carcinogenic
Dry cleaning (occupational exposures in)	2B	possibly carcinogenic	probably carcinogenic
1,3-Dichloropropene (technical-grade)	2B	possibly carcinogenic	possibly carcinogenic
Chlorophenoxy herbicides	2B	possibly carcinogenic	possibly carcinogenic
Firefighter (occupational exposure as a)	1	carcinogenic to humans	carcinogenic to humans
Gentian violet (see also Leucogentian violet)	2B	possibly carcinogenic	possibly carcinogenic
Estrogen-progestogen oral contraceptives (combined)	1	carcinogenic to humans	carcinogenic to humans
Diesel fuel, marine	2B	possibly carcinogenic	not classifiable
Methylthiouracil	2B	possibly carcinogenic	possibly carcinogenic
Chlorinated paraffins of average carbon chain length C12 and average degree of chlorination approximately 60%	2B	possibly carcinogenic	possibly carcinogenic
Fluoro-edenite fibrous amphibole	1	carcinogenic to humans	carcinogenic to humans
Engine exhaust, gasoline	2B	possibly carcinogenic	possibly carcinogenic
Bromochloroacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Fuel oils, residual (heavy)	2B	possibly carcinogenic	possibly carcinogenic
Haematite mining (underground)	1	carcinogenic to humans	carcinogenic to humans
Fission products, including strontium-90	1	carcinogenic to humans	carcinogenic to humans
1-[(5-Nitrofurfurylidene)amino]-2-imidazolidinone	2B	possibly carcinogenic	possibly carcinogenic
3-Chloro-2-methylpropene, technical grade	2B	possibly carcinogenic	not classifiable
Parathion	2B	possibly carcinogenic	possibly carcinogenic
Benz[a]anthracene	2B	possibly carcinogenic	probably carcinogenic
Carbon tetrachloride	2B	possibly carcinogenic	possibly carcinogenic
Hepatitis C virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Hepatitis B virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Aviation gasoline (see also Automotive gasoline, and Gasoline engine exhaust)	2B	possibly carcinogenic	possibly carcinogenic
Goldenseal root powder	2B	possibly carcinogenic	possibly carcinogenic
Hepatitis D virus (HDV)	1	carcinogenic to humans	carcinogenic to humans
Human T-cell lymphotropic virus type I	1	carcinogenic to humans	carcinogenic to humans
Human immunodeficiency virus type 2 (infection with)	2B	possibly carcinogenic	carcinogenic to humans
Hexachlorocyclohexanes	2B	possibly carcinogenic	not classifiable
Human papillomavirus (HPV) type 16	1	carcinogenic to humans	carcinogenic to humans
1,1-Dimethylhydrazine	2B	possibly carcinogenic	possibly carcinogenic
Human cytomegalovirus (HCMV)	2B	possibly carcinogenic	not classifiable
CI Basic Red 9	2B	possibly carcinogenic	possibly carcinogenic
Helicobacter pylori (infection with)	1	carcinogenic to humans	carcinogenic to humans
Human immunodeficiency virus type 1 (infection with)	1	carcinogenic to humans	carcinogenic to humans
Human papillomavirus (HPV) type 18	1	carcinogenic to humans	carcinogenic to humans
Chlordane	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) types 26, 53, 66, 67, 70, 73, 82	2B	possibly carcinogenic	not classifiable
beta-Propiolactone	2B	possibly carcinogenic	probably carcinogenic
Phenytoin	2B	possibly carcinogenic	possibly carcinogenic
Schistosoma haematobium (infection with)	1	carcinogenic to humans	carcinogenic to humans
Opisthorchis viverrini (infection with)	1	carcinogenic to humans	carcinogenic to humans
Ionizing radiation (all types)	1	carcinogenic to humans	carcinogenic to humans
Human papillomavirus (HPV) types 30, 34, 69, 85, 97	2B	possibly carcinogenic	not classifiable
Acheson process, occupational exposure associated with	1	carcinogenic to humans	carcinogenic to humans
Human papillomavirus (HPV) types 31, 35, 39, 45, 51, 52, 56, 58, 59	1	carcinogenic to humans	carcinogenic to humans
Human papillomavirus (HPV) types 5 and 8 (in patients with epidermodysplasia verruciformis)	2B	possibly carcinogenic	carcinogenic to humans
1-tert-Butoxypropan-2-ol	2B	possibly carcinogenic	not classifiable
Human papillomavirus (HPV) type 33	1	carcinogenic to humans	carcinogenic to humans
4-Nitropyrene	2B	possibly carcinogenic	possibly carcinogenic
Magnetic fields, extremely low-frequency	2B	possibly carcinogenic	possibly carcinogenic
JC polyomavirus (JCV)	2B	possibly carcinogenic	not classifiable
Implanted foreign bodies of metallic cobalt, metallic nickel and an alloy powder containing 66-67% nickel, 13-16% chromium, and 7% iron	2B	possibly carcinogenic	carcinogenic to humans
β-Myrcene	2B	possibly carcinogenic	possibly carcinogenic
Iron and steel founding (occupational exposure during)	1	carcinogenic to humans	carcinogenic to humans
Acid mists, strong inorganic	1	carcinogenic to humans	carcinogenic to humans
N-Nitrosomorpholine	2B	possibly carcinogenic	probably carcinogenic
Pentachlorophenol (see also Polychlorophenols)	1	carcinogenic to humans	possibly carcinogenic
Isoprene	2B	possibly carcinogenic	possibly carcinogenic
Isopropyl alcohol manufacture using strong acids	1	carcinogenic to humans	carcinogenic to humans
2-Naphthylamine	1	carcinogenic to humans	carcinogenic to humans
1,4-Dioxane	2B	possibly carcinogenic	possibly carcinogenic
Fast Green FCF	3	not classifiable	not classifiable
Isonicotinic acid hydrazide (Isoniazid)	3	not classifiable	possibly carcinogenic
Kaposi sarcoma herpesvirus	1	carcinogenic to humans	carcinogenic to humans
1,1,2,2-Tetrachloroethane	2B	possibly carcinogenic	probably carcinogenic
Orthopaedic implants of complex composition and cardiac pacemakers	3	not classifiable	not classifiable
Leather dust	1	carcinogenic to humans	carcinogenic to humans
4-Aminobiphenyl	1	carcinogenic to humans	carcinogenic to humans
Cobalt(II) sulfide	3	not classifiable	possibly carcinogenic
Rugulosin	3	not classifiable	not classifiable
Haematite	3	not classifiable	not classifiable
meta-Dichlorobenzene	3	not classifiable	not classifiable
Other cobalt(II) compounds (not including Soluble cobalt(II) salts, Cobalt(II) oxide, Cobalt(II,III) oxide, and Cobalt(II) sulfide)	3	not classifiable	possibly carcinogenic
Dichloroacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Malonaldehyde	3	not classifiable	not classifiable
Potassium bis(2-hydroxyethyl)dithiocarbamate	3	not classifiable	not classifiable
Benzidine	1	carcinogenic to humans	carcinogenic to humans
Paint manufacture (occupational exposure in)	3	not classifiable	carcinogenic to humans
MOPP and other combined chemotherapy including alkylating agents	1	carcinogenic to humans	carcinogenic to humans
Methylarsonic acid	2B	possibly carcinogenic	carcinogenic to humans
2-Nitropropane	2B	possibly carcinogenic	possibly carcinogenic
Primidone	2B	possibly carcinogenic	probably carcinogenic
Magenta production	1	carcinogenic to humans	carcinogenic to humans
Zeolites other than erionite (clinoptilolite, phillipsite,mordenite, non-fibrous Japanese zeolite, synthetic zeolites)	3	not classifiable	not classifiable
Griseofulvin	2B	possibly carcinogenic	possibly carcinogenic
Rifampicin	3	not classifiable	not classifiable
Glycidyl oleate	3	not classifiable	possibly carcinogenic
Dibenzothiophene	3	not classifiable	PARSE_FAIL
Benzo[a]fluorene	3	not classifiable	possibly carcinogenic
Pentavalent antimony	3	not classifiable	not classifiable
ortho-Toluidine	1	carcinogenic to humans	carcinogenic to humans
Bis(2,3-epoxycyclopentyl)ether	3	not classifiable	possibly carcinogenic
Merkel cell polyomavirus (MCPyV)	1	carcinogenic to humans	probably carcinogenic
Captan	3	not classifiable	not classifiable
Trichloroacetonitrile	3	not classifiable	possibly carcinogenic
Nitrogen mustard N-oxide	2B	possibly carcinogenic	possibly carcinogenic
Panfuran S (containing dihydroxymethylfuratrizine)	2B	possibly carcinogenic	not classifiable
Toxaphene (Polychlorinated camphenes)	2B	possibly carcinogenic	possibly carcinogenic
Petroleum solvents	3	not classifiable	not classifiable
Mineral oils, untreated or mildly treated	1	carcinogenic to humans	carcinogenic to humans
Androgenic (anabolic) steroids	2A	probably carcinogenic	probably carcinogenic
Polychlorinated dibenzo-para-dioxins (other than 2,3,7,8-tetrachlorodibenzo-para-dioxin)	3	not classifiable	not classifiable
Ethyl selenac	3	not classifiable	not classifiable
Xylenes	3	not classifiable	not classifiable
Tris(1-aziridinyl)phosphine oxide	3	not classifiable	possibly carcinogenic
Chloroprene	2B	possibly carcinogenic	possibly carcinogenic
Bitumens, occupational exposure to straight-run bitumens and their emissions during road paving	2B	possibly carcinogenic	probably carcinogenic
N,N-Dimethylacetamide	2B	possibly carcinogenic	possibly carcinogenic
Art glass, glass containers and pressed ware (manufacture of)	2A	probably carcinogenic	carcinogenic to humans
Benzo[b]naphtho[2,1-d]thiophene	3	not classifiable	not classifiable
Neutron radiation	1	carcinogenic to humans	carcinogenic to humans
Biomass fuel (primarily wood), indoor emissions from household combustion of	2A	probably carcinogenic	probably carcinogenic
1-Amino-2,4-dibromoanthraquinone	2B	possibly carcinogenic	not classifiable
CI Pigment Red 3	3	not classifiable	not classifiable
Printing inks	3	not classifiable	not classifiable
Polychlorinated dibenzofurans (see 2,3,4,7,8-Pentachlorodibenzofuran)	3	not classifiable	carcinogenic to humans
Benzo[b]fluorene	3	not classifiable	not classifiable
11-Aminoundecanoic acid	3	not classifiable	not classifiable
2-Methyl-1-nitroanthraquinone (uncertain purity)	2B	possibly carcinogenic	possibly carcinogenic
Nickel compounds	1	carcinogenic to humans	carcinogenic to humans
1-Naphthylamine	3	not classifiable	possibly carcinogenic
Carbon electrode manufacture	2A	probably carcinogenic	carcinogenic to humans
Frying, emissions from high-temperature	2A	probably carcinogenic	probably carcinogenic
Iron sorbitol-citric acid complex	3	not classifiable	not classifiable
Proflavine salts	3	not classifiable	not classifiable
1-Hydroxyanthraquinone	2B	possibly carcinogenic	possibly carcinogenic
Pulp and paper manufacture	3	not classifiable	carcinogenic to humans
Mannomustine dihydrochloride	3	not classifiable	probably carcinogenic
N-Nitrosoguvacine	3	not classifiable	not classifiable
Trichlormethine (Trimustine hydrochloride)	2B	possibly carcinogenic	carcinogenic to humans
Outdoor air pollution	1	carcinogenic to humans	carcinogenic to humans
4-Methylimidazole	2B	possibly carcinogenic	possibly carcinogenic
Hairdresser or barber (occupational exposure as a)	2A	probably carcinogenic	probably carcinogenic
Opium consumption	1	carcinogenic to humans	carcinogenic to humans
N-Nitrosoguvacoline	3	not classifiable	possibly carcinogenic
Rock (stone) wool	3	not classifiable	not classifiable
4,4'-Methylene bis(2-methylaniline)	2B	possibly carcinogenic	possibly carcinogenic
1,2-Bis(chloromethoxy)ethane	3	not classifiable	carcinogenic to humans
N-Phenyl-2-naphthylamine	3	not classifiable	possibly carcinogenic
Cantharidin	3	not classifiable	not classifiable
Leucomalachite green (see also Malachite green)	2B	possibly carcinogenic	possibly carcinogenic
cis-9,10-Epoxystearic acid	3	not classifiable	not classifiable
Outdoor air pollution, particulate matter in	1	carcinogenic to humans	carcinogenic to humans
para-Aramid fibrils	3	not classifiable	not classifiable
Cobalt(II) oxide	2B	possibly carcinogenic	possibly carcinogenic
Vinyl toluene	3	not classifiable	not classifiable
Anthraquinone	2B	possibly carcinogenic	possibly carcinogenic
Molybdenum trioxide	2B	possibly carcinogenic	possibly carcinogenic
2,4,5-Trimethylaniline	3	not classifiable	possibly carcinogenic
SV40 polyomavirus	3	not classifiable	possibly carcinogenic
Thiram	3	not classifiable	not classifiable
Lead compounds, inorganic	2A	probably carcinogenic	probably carcinogenic
Carbazole	2B	possibly carcinogenic	not classifiable
Painter (occupational exposure as a)	1	carcinogenic to humans	carcinogenic to humans
Silicone breast implants	3	not classifiable	not classifiable
Human papillomavirus (HPV) type 68	2A	probably carcinogenic	carcinogenic to humans
Vanadium pentoxide	2B	possibly carcinogenic	possibly carcinogenic
Malaria (caused by infection with Plasmodium falciparum in holoendemic areas)	2A	probably carcinogenic	probably carcinogenic
Doxylamine succinate	3	not classifiable	PARSE_FAIL
Semicarbazide hydrochloride	3	not classifiable	not classifiable
Phenacetin, analgesic mixtures containing	1	carcinogenic to humans	carcinogenic to humans
Nylon 6	3	not classifiable	not classifiable
Night shift work	2A	probably carcinogenic	probably carcinogenic
Ziram	3	not classifiable	possibly carcinogenic
Slag wool	3	not classifiable	not classifiable
1,4-Bis(chloromethoxymethyl)benzene	3	not classifiable	carcinogenic to humans
Sodium ortho-phenylphenate	2B	possibly carcinogenic	possibly carcinogenic
Dimethyl hydrogen phosphite	2B	possibly carcinogenic	not classifiable
Processed meat (consumption of)	1	carcinogenic to humans	carcinogenic to humans
2,6-Dimethylaniline (2,6-Xylidine)	2B	possibly carcinogenic	possibly carcinogenic
Acepyrene (3,4-dihydrocyclopenta[cd]pyrene)	3	not classifiable	probably carcinogenic
Malachite green (see also Leucomalachite green)	3	not classifiable	possibly carcinogenic
Polychlorinated biphenyls, dioxin-like, with a Toxicity Equivalency Factor (TEF) according to WHO (PCBs 77, 81, 105, 114, 118, 123, 126, 156, 157, 167, 169, 189)	1	carcinogenic to humans	carcinogenic to humans
Sulfites	3	not classifiable	PARSE_FAIL
Shikimic acid	3	not classifiable	PARSE_FAIL
Gemfibrozil	3	not classifiable	not classifiable
2,4,6-Trichlorophenol (see also Polychlorophenols)	2B	possibly carcinogenic	not classifiable
N-Nitrososarcosine	2B	possibly carcinogenic	possibly carcinogenic
Nitrate or nitrite (ingested) under conditions that result in endogenous nitrosation	2A	probably carcinogenic	probably carcinogenic
Cyclamates (sodium cyclamate)	3	not classifiable	not classifiable
Allyl isothiocyanate	3	not classifiable	not classifiable
Carbon black	2B	possibly carcinogenic	possibly carcinogenic
Tea	3	not classifiable	not classifiable
Dibenzo-para-dioxin	3	not classifiable	carcinogenic to humans
2-Chloronitrobenzene	2B	possibly carcinogenic	possibly carcinogenic
Radioiodines, including iodine-131	1	carcinogenic to humans	carcinogenic to humans
Non-arsenical insecticides (occupational exposures in spraying and application of)	2A	probably carcinogenic	not classifiable
Tris(2-methyl-1-aziridinyl)phosphine oxide	3	not classifiable	probably carcinogenic
Parasorbic acid	3	not classifiable	not classifiable
Titanium dioxide	2B	possibly carcinogenic	possibly carcinogenic
Hydroxysenkirkine	3	not classifiable	probably carcinogenic
Tetrakis(hydroxymethyl)phosphonium salts	3	not classifiable	probably carcinogenic
Ripazepam	3	not classifiable	PARSE_FAIL
1,4-Dichloro-2-nitrobenzene	2B	possibly carcinogenic	not classifiable
Petroleum refining (occupational exposures in)	2A	probably carcinogenic	carcinogenic to humans
Nithiazide	3	not classifiable	not classifiable
Wollastonite	3	not classifiable	not classifiable
Radionuclides, alpha-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
Cupferron	2B	possibly carcinogenic	possibly carcinogenic
Sulfamethazine	3	not classifiable	possibly carcinogenic
Pulegone	2B	possibly carcinogenic	possibly carcinogenic
Radionuclides, beta-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
Cholesterol	3	not classifiable	not classifiable
Red meat (consumption of)	2A	probably carcinogenic	probably carcinogenic
Chloropropham	3	not classifiable	not classifiable
Rubber manufacturing industry	1	carcinogenic to humans	carcinogenic to humans
Caffeine	3	not classifiable	not classifiable
Dinitrosopentamethylenetetramine	3	not classifiable	possibly carcinogenic
Benzyl acetate	3	not classifiable	possibly carcinogenic
Soluble cobalt(II) salts	2A	probably carcinogenic	carcinogenic to humans
Phenazopyridine hydrochloride	2B	possibly carcinogenic	possibly carcinogenic
Agaritine	3	not classifiable	not classifiable
Salted fish, Chinese-style	1	carcinogenic to humans	carcinogenic to humans
para-Dimethylaminoazobenzenediazo sodium sulfonate	3	not classifiable	PARSE_FAIL
Nitrilotriacetic acid and its salts	2B	possibly carcinogenic	possibly carcinogenic
Michler’s ketone [4,4´-Bis(dimethylamino)­benzophenone]	2B	possibly carcinogenic	possibly carcinogenic
Kava extract	2B	possibly carcinogenic	not classifiable
Sunset Yellow FCF	3	not classifiable	not classifiable
4,4'-Methylenediphenyl diisocyanate	3	not classifiable	not classifiable
Disperse Yellow 3	3	not classifiable	not classifiable
Solar radiation (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet radiation from welding; and Ultraviolet-emitting tanning devices)	1	carcinogenic to humans	carcinogenic to humans
Very hot beverages at above 65 °C (drinking)	2A	probably carcinogenic	probably carcinogenic
Allyl isovalerate	3	not classifiable	not classifiable
Trivalent antimony	2A	probably carcinogenic	PARSE_FAIL
4,4'-Thiodianiline	2B	possibly carcinogenic	possibly carcinogenic
Iron-dextran complex	2B	possibly carcinogenic	possibly carcinogenic
Pyrimethamine	3	not classifiable	possibly carcinogenic
meta-Cresidine	3	not classifiable	possibly carcinogenic
Soot (as found in occupational exposure of chimney sweeps)	1	carcinogenic to humans	carcinogenic to humans
n-Butyl acrylate	3	not classifiable	not classifiable
Styrene	2A	probably carcinogenic	probably carcinogenic
Theophylline	3	not classifiable	not classifiable
Tannic acid and tannins	3	not classifiable	not classifiable
Triethanolamine	3	not classifiable	not classifiable
Epichlorohydrin	2A	probably carcinogenic	probably carcinogenic
Aramite®	2B	possibly carcinogenic	not classifiable
Ginkgo biloba extract	2B	possibly carcinogenic	possibly carcinogenic
2-Nitronaphthalene	3	not classifiable	not classifiable
Naphthalene	2B	possibly carcinogenic	possibly carcinogenic
Ethyl acrylate	2B	possibly carcinogenic	possibly carcinogenic
Tobacco smoke, secondhand	1	carcinogenic to humans	carcinogenic to humans
Phenicarbazide	3	not classifiable	possibly carcinogenic
Tobacco smoking	1	carcinogenic to humans	carcinogenic to humans
Glycidyl methacrylate	2A	probably carcinogenic	possibly carcinogenic
HC Red No. 3	3	not classifiable	not classifiable
Vinblastine sulfate	3	not classifiable	probably carcinogenic
Prednimustine	3	not classifiable	probably carcinogenic
3,4-Epoxy-6-methylcyclohexylmethyl-3,4-epoxy-6-methylcyclo-hexanecarboxylate	3	not classifiable	not classifiable
Tobacco, smokeless	1	carcinogenic to humans	carcinogenic to humans
Ethylene dibromide	2A	probably carcinogenic	probably carcinogenic
Methotrexate	3	not classifiable	not classifiable
Di(2-ethylhexyl) adipate	3	not classifiable	not classifiable
Quinoline	2B	possibly carcinogenic	possibly carcinogenic
Thiouracil	2B	possibly carcinogenic	possibly carcinogenic
Methyl selenac	3	not classifiable	PARSE_FAIL
Nitrofural (Nitrofurazone)	3	not classifiable	possibly carcinogenic
2,4-Hexadienal	2B	possibly carcinogenic	possibly carcinogenic
Ferbam	3	not classifiable	not classifiable
3,3'-Dichlorobenzidine	2B	possibly carcinogenic	possibly carcinogenic
Prazepam	3	not classifiable	not classifiable
Azobenzene	3	not classifiable	possibly carcinogenic
