statement	score	confidence	gemini_2_5_flash
Apholate	3	not classifiable	possibly carcinogenic
Silica, amorphous	3	not classifiable	not classifiable
Nitrotoluenes	3	not classifiable	possibly carcinogenic
Trichlorfon	3	not classifiable	possibly carcinogenic
5-Nitro-ortho-toluidine	3	not classifiable	not classifiable
Angelicin plus ultraviolet A radiation	3	not classifiable	carcinogenic to humans
Kaempferol	3	not classifiable	not classifiable
Pentachloroethane	3	not classifiable	possibly carcinogenic
2-Chloro-1,1,1-trifluoroethane	3	not classifiable	not classifiable
Hydrogen peroxide	3	not classifiable	not classifiable
2-Amino-4-nitrophenol	3	not classifiable	not classifiable
N-Nitrosoproline	3	not classifiable	not classifiable
5-Nitro-ortho-anisidine	3	not classifiable	not classifiable
Rhodamine 6G	3	not classifiable	i don't know
1,2-Diamino-4-nitrobenzene	3	not classifiable	possibly carcinogenic
Permethrin	3	not classifiable	probably carcinogenic
Prednisone	3	not classifiable	probably carcinogenic
Deltamethrin	3	not classifiable	possibly carcinogenic
CI Acid Orange 20	3	not classifiable	not classifiable
N-Methyl-N,4-dinitrosoaniline	3	not classifiable	possibly carcinogenic
Hydrochloric acid	3	not classifiable	not classifiable
Selenium and selenium compounds	3	not classifiable	not classifiable
Chrysoidine	3	not classifiable	possibly carcinogenic
1,4-Diamino-2-nitrobenzene	3	not classifiable	not classifiable
tert-Amyl methyl ether	3	not classifiable	not classifiable
1,1,2-Trichloroethane	3	not classifiable	not classifiable
2-Nitropyrene	3	not classifiable	possibly carcinogenic
Sodium chlorite	3	not classifiable	i don't know
Dibenzo[a,e]fluoranthene	3	not classifiable	probably carcinogenic
Acrylic acid	3	not classifiable	not classifiable
Acid mists, strong inorganic	1	carcinogenic to humans	carcinogenic to humans
Dapsone	3	not classifiable	possibly carcinogenic
Dacarbazine	2B	possibly carcinogenic	probably carcinogenic
Alcoholic beverages	1	carcinogenic to humans	carcinogenic to humans
Ethionamide	3	not classifiable	i don't know
Methylglyoxal	3	not classifiable	i don't know
Metronidazole	2B	possibly carcinogenic	possibly carcinogenic
2-Nitrotoluene	2A	probably carcinogenic	possibly carcinogenic
ortho-Nitroanisole	2A	probably carcinogenic	possibly carcinogenic
Dihydroxymethylfuratrizine (see also Panfuran S)	3	not classifiable	possibly carcinogenic
Chloroquine	3	not classifiable	i don't know
Aluminium production	1	carcinogenic to humans	carcinogenic to humans
Areca nut	1	carcinogenic to humans	carcinogenic to humans
Auramine	2B	possibly carcinogenic	carcinogenic to humans
Methyleugenol	2A	probably carcinogenic	possibly carcinogenic
ortho-Anisidine (see also ortho-Anisidine hydrochloride)	2A	probably carcinogenic	possibly carcinogenic
Engine exhaust, diesel	1	carcinogenic to humans	carcinogenic to humans
4-Chloro-ortho-toluidine	2A	probably carcinogenic	possibly carcinogenic
N-Nitrosomethylvinylamine	2B	possibly carcinogenic	probably carcinogenic
Mitomycin C	2B	possibly carcinogenic	carcinogenic to humans
Betel quid with tobacco	1	carcinogenic to humans	carcinogenic to humans
Styrene-7,8-oxide	2A	probably carcinogenic	probably carcinogenic
Betel quid without tobacco	1	carcinogenic to humans	carcinogenic to humans
Indium tin oxide	2B	possibly carcinogenic	possibly carcinogenic
Phenobarbital	2B	possibly carcinogenic	possibly carcinogenic
Automotive gasoline (see also Gasoline engine exhaust, and Aviation gasoline)	1	carcinogenic to humans	possibly carcinogenic
Aloe vera, whole leaf extract	2B	possibly carcinogenic	possibly carcinogenic
Benzidine, dyes metabolized to	1	carcinogenic to humans	carcinogenic to humans
1,2,3-Trichloropropane	2A	probably carcinogenic	probably carcinogenic
Tetranitromethane	2B	possibly carcinogenic	possibly carcinogenic
Propylthiouracil	2B	possibly carcinogenic	possibly carcinogenic
Amsacrine	2B	possibly carcinogenic	probably carcinogenic
Coal gasification	1	carcinogenic to humans	carcinogenic to humans
Auramine production	1	carcinogenic to humans	carcinogenic to humans
Schistosoma japonicum (infection with)	2B	possibly carcinogenic	carcinogenic to humans
1-Chloro-2-methylpropene	2B	possibly carcinogenic	possibly carcinogenic
alpha-Chlorinated toluenes (benzal chloride, benzotrichloride, benzyl chloride) and benzoyl chloride (combined exposures)	2A	probably carcinogenic	carcinogenic to humans
Coke production	1	carcinogenic to humans	carcinogenic to humans
Bracken fern	2B	possibly carcinogenic	possibly carcinogenic
BK polyomavirus (BKV)	2B	possibly carcinogenic	not classifiable
Epstein-Barr virus	1	carcinogenic to humans	carcinogenic to humans
Carrageenan, degraded (Poligeenan)	2B	possibly carcinogenic	possibly carcinogenic
Coal, indoor emissions from household combustion of	1	carcinogenic to humans	carcinogenic to humans
Bitumens, occupational exposure to hard bitumens and their emissions during mastic asphalt work	2B	possibly carcinogenic	probably carcinogenic
Estrogen therapy, postmenopausal	1	carcinogenic to humans	carcinogenic to humans
Isobutyl nitrite	2B	possibly carcinogenic	probably carcinogenic
Arecoline	2B	possibly carcinogenic	possibly carcinogenic
Estrogen-progestogen menopausal therapy (combined)	1	carcinogenic to humans	carcinogenic to humans
Estrogen-progestogen oral contraceptives (combined)	1	carcinogenic to humans	carcinogenic to humans
Chlorinated paraffins of average carbon chain length C12 and average degree of chlorination approximately 60%	2B	possibly carcinogenic	possibly carcinogenic
Carpentry and joinery	2B	possibly carcinogenic	carcinogenic to humans
Merphalan	2B	possibly carcinogenic	i don't know
N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide	2B	possibly carcinogenic	possibly carcinogenic
Firefighter (occupational exposure as a)	1	carcinogenic to humans	carcinogenic to humans
1,3-Dichloropropene (technical-grade)	2B	possibly carcinogenic	possibly carcinogenic
Gentian violet (see also Leucogentian violet)	2B	possibly carcinogenic	possibly carcinogenic
1-[(5-Nitrofurfurylidene)amino]-2-imidazolidinone	2B	possibly carcinogenic	possibly carcinogenic
Bromochloroacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Fuel oils, residual (heavy)	2B	possibly carcinogenic	possibly carcinogenic
Haematite mining (underground)	1	carcinogenic to humans	carcinogenic to humans
Carbon tetrachloride	2B	possibly carcinogenic	possibly carcinogenic
Fluoro-edenite fibrous amphibole	1	carcinogenic to humans	carcinogenic to humans
Engine exhaust, gasoline	2B	possibly carcinogenic	possibly carcinogenic
Methylthiouracil	2B	possibly carcinogenic	possibly carcinogenic
Hepatitis B virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Dry cleaning (occupational exposures in)	2B	possibly carcinogenic	probably carcinogenic
Chlorophenoxy herbicides	2B	possibly carcinogenic	not classifiable
Diesel fuel, marine	2B	possibly carcinogenic	not classifiable
Parathion	2B	possibly carcinogenic	probably carcinogenic
Hepatitis C virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Aviation gasoline (see also Automotive gasoline, and Gasoline engine exhaust)	2B	possibly carcinogenic	possibly carcinogenic
Fission products, including strontium-90	1	carcinogenic to humans	carcinogenic to humans
Human T-cell lymphotropic virus type I	1	carcinogenic to humans	carcinogenic to humans
Human cytomegalovirus (HCMV)	2B	possibly carcinogenic	probably carcinogenic
Human immunodeficiency virus type 1 (infection with)	1	carcinogenic to humans	carcinogenic to humans
Hepatitis D virus (HDV)	1	carcinogenic to humans	carcinogenic to humans
CI Basic Red 9	2B	possibly carcinogenic	possibly carcinogenic
Benz[a]anthracene	2B	possibly carcinogenic	probably carcinogenic
Goldenseal root powder	2B	possibly carcinogenic	possibly carcinogenic
3-Chloro-2-methylpropene, technical grade	2B	possibly carcinogenic	possibly carcinogenic
1,1-Dimethylhydrazine	2B	possibly carcinogenic	possibly carcinogenic
Hexachlorocyclohexanes	2B	possibly carcinogenic	carcinogenic to humans
Human immunodeficiency virus type 2 (infection with)	2B	possibly carcinogenic	carcinogenic to humans
Phenytoin	2B	possibly carcinogenic	probably carcinogenic
Human papillomavirus (HPV) type 16	1	carcinogenic to humans	carcinogenic to humans
Chlordane	2B	possibly carcinogenic	possibly carcinogenic
beta-Propiolactone	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) type 18	1	carcinogenic to humans	carcinogenic to humans
JC polyomavirus (JCV)	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) type 33	1	carcinogenic to humans	carcinogenic to humans
Human papillomavirus (HPV) types 26, 53, 66, 67, 70, 73, 82	2B	possibly carcinogenic	not classifiable
Iron and steel founding (occupational exposure during)	1	carcinogenic to humans	carcinogenic to humans
Isophorone	2B	possibly carcinogenic	possibly carcinogenic
4-Nitropyrene	2B	possibly carcinogenic	probably carcinogenic
Human papillomavirus (HPV) types 31, 35, 39, 45, 51, 52, 56, 58, 59	1	carcinogenic to humans	carcinogenic to humans
Coal-tar distillation	1	carcinogenic to humans	carcinogenic to humans
1-tert-Butoxypropan-2-ol	2B	possibly carcinogenic	not classifiable
Ionizing radiation (all types)	1	carcinogenic to humans	carcinogenic to humans
1,2-Diphenylhydrazine	2B	possibly carcinogenic	possibly carcinogenic
Implanted foreign bodies of metallic cobalt, metallic nickel and an alloy powder containing 66-67% nickel, 13-16% chromium, and 7% iron	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) types 30, 34, 69, 85, 97	2B	possibly carcinogenic	not classifiable
Hycanthone mesylate	3	not classifiable	possibly carcinogenic
Furosemide (Frusemide)	3	not classifiable	not classifiable
Human papillomavirus (HPV) types 5 and 8 (in patients with epidermodysplasia verruciformis)	2B	possibly carcinogenic	carcinogenic to humans
Isopropyl alcohol manufacture using strong acids	1	carcinogenic to humans	carcinogenic to humans
β-Myrcene	2B	possibly carcinogenic	possibly carcinogenic
Pentachlorophenol (see also Polychlorophenols)	1	carcinogenic to humans	probably carcinogenic
Isoprene	2B	possibly carcinogenic	possibly carcinogenic
2-Naphthylamine	1	carcinogenic to humans	carcinogenic to humans
Organic polymeric materials	3	not classifiable	i don't know
Haematite	3	not classifiable	not classifiable
Isonicotinic acid hydrazide (Isoniazid)	3	not classifiable	not classifiable
Orthopaedic implants of complex composition and cardiac pacemakers	3	not classifiable	not classifiable
Kaposi sarcoma herpesvirus	1	carcinogenic to humans	carcinogenic to humans
1,1,2,2-Tetrachloroethane	2B	possibly carcinogenic	probably carcinogenic
4-Aminobiphenyl	1	carcinogenic to humans	carcinogenic to humans
1,4-Dioxane	2B	possibly carcinogenic	possibly carcinogenic
Fast Green FCF	3	not classifiable	not classifiable
Yellow OB	3	not classifiable	i don't know
Rugulosin	3	not classifiable	not classifiable
Cobalt(II) sulfide	3	not classifiable	probably carcinogenic
Dichloroacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Leather dust	1	carcinogenic to humans	carcinogenic to humans
Other cobalt(II) compounds (not including Soluble cobalt(II) salts, Cobalt(II) oxide, Cobalt(II,III) oxide, and Cobalt(II) sulfide)	3	not classifiable	probably carcinogenic
meta-Dichlorobenzene	3	not classifiable	not classifiable
MOPP and other combined chemotherapy including alkylating agents	1	carcinogenic to humans	carcinogenic to humans
Paint manufacture (occupational exposure in)	3	not classifiable	carcinogenic to humans
Malonaldehyde	3	not classifiable	possibly carcinogenic
2-Nitropropane	2B	possibly carcinogenic	possibly carcinogenic
Potassium bis(2-hydroxyethyl)dithiocarbamate	3	not classifiable	not classifiable
Primidone	2B	possibly carcinogenic	possibly carcinogenic
Zeolites other than erionite (clinoptilolite, phillipsite,mordenite, non-fibrous Japanese zeolite, synthetic zeolites)	3	not classifiable	not classifiable
Methylarsonic acid	2B	possibly carcinogenic	i don't know
Glycidyl oleate	3	not classifiable	possibly carcinogenic
Dibenzothiophene	3	not classifiable	i don't know
Benzidine	1	carcinogenic to humans	carcinogenic to humans
ortho-Toluidine	1	carcinogenic to humans	carcinogenic to humans
Magenta production	1	carcinogenic to humans	carcinogenic to humans
Griseofulvin	2B	possibly carcinogenic	possibly carcinogenic
Benzo[a]fluorene	3	not classifiable	possibly carcinogenic
Rifampicin	3	not classifiable	not classifiable
Merkel cell polyomavirus (MCPyV)	1	carcinogenic to humans	probably carcinogenic
Pentavalent antimony	3	not classifiable	possibly carcinogenic
Nitrogen mustard N-oxide	2B	possibly carcinogenic	possibly carcinogenic
Trichloroacetonitrile	3	not classifiable	possibly carcinogenic
Captan	3	not classifiable	not classifiable
Androgenic (anabolic) steroids	2A	probably carcinogenic	probably carcinogenic
Mineral oils, untreated or mildly treated	1	carcinogenic to humans	carcinogenic to humans
Toxaphene (Polychlorinated camphenes)	2B	possibly carcinogenic	possibly carcinogenic
Chloroprene	2B	possibly carcinogenic	possibly carcinogenic
Bis(2,3-epoxycyclopentyl)ether	3	not classifiable	possibly carcinogenic
Art glass, glass containers and pressed ware (manufacture of)	2A	probably carcinogenic	carcinogenic to humans
Xylenes	3	not classifiable	not classifiable
Neutron radiation	1	carcinogenic to humans	carcinogenic to humans
Polychlorinated dibenzo-para-dioxins (other than 2,3,7,8-tetrachlorodibenzo-para-dioxin)	3	not classifiable	not classifiable
Panfuran S (containing dihydroxymethylfuratrizine)	2B	possibly carcinogenic	possibly carcinogenic
Biomass fuel (primarily wood), indoor emissions from household combustion of	2A	probably carcinogenic	probably carcinogenic
Ethyl selenac	3	not classifiable	possibly carcinogenic
Tris(1-aziridinyl)phosphine oxide	3	not classifiable	probably carcinogenic
N,N-Dimethylacetamide	2B	possibly carcinogenic	possibly carcinogenic
Polychlorinated dibenzofurans (see 2,3,4,7,8-Pentachlorodibenzofuran)	3	not classifiable	carcinogenic to humans
1-Amino-2,4-dibromoanthraquinone	2B	possibly carcinogenic	not classifiable
Petroleum solvents	3	not classifiable	i don't know
CI Pigment Red 3	3	not classifiable	not classifiable
Benzo[b]naphtho[2,1-d]thiophene	3	not classifiable	possibly carcinogenic
Benzo[b]fluorene	3	not classifiable	possibly carcinogenic
Bitumens, occupational exposure to straight-run bitumens and their emissions during road paving	2B	possibly carcinogenic	possibly carcinogenic
Mannomustine dihydrochloride	3	not classifiable	probably carcinogenic
1-Naphthylamine	3	not classifiable	possibly carcinogenic
Carbon electrode manufacture	2A	probably carcinogenic	carcinogenic to humans
Printing inks	3	not classifiable	i don't know
Nickel compounds	1	carcinogenic to humans	carcinogenic to humans
Opium consumption	1	carcinogenic to humans	carcinogenic to humans
2-Methyl-1-nitroanthraquinone (uncertain purity)	2B	possibly carcinogenic	possibly carcinogenic
1-Hydroxyanthraquinone	2B	possibly carcinogenic	possibly carcinogenic
Iron sorbitol-citric acid complex	3	not classifiable	not classifiable
Frying, emissions from high-temperature	2A	probably carcinogenic	probably carcinogenic
Trichlormethine (Trimustine hydrochloride)	2B	possibly carcinogenic	possibly carcinogenic
Proflavine salts	3	not classifiable	possibly carcinogenic
11-Aminoundecanoic acid	3	not classifiable	not classifiable
Pulp and paper manufacture	3	not classifiable	carcinogenic to humans
Outdoor air pollution	1	carcinogenic to humans	carcinogenic to humans
4-Methylimidazole	2B	possibly carcinogenic	possibly carcinogenic
1,2-Bis(chloromethoxy)ethane	3	not classifiable	carcinogenic to humans
Hairdresser or barber (occupational exposure as a)	2A	probably carcinogenic	probably carcinogenic
N-Nitrosoguvacine	3	not classifiable	not classifiable
4,4'-Methylene bis(2-methylaniline)	2B	possibly carcinogenic	possibly carcinogenic
Outdoor air pollution, particulate matter in	1	carcinogenic to humans	carcinogenic to humans
Rock (stone) wool	3	not classifiable	possibly carcinogenic
Leucomalachite green (see also Malachite green)	2B	possibly carcinogenic	possibly carcinogenic
N-Phenyl-2-naphthylamine	3	not classifiable	probably carcinogenic
N-Nitrosoguvacoline	3	not classifiable	possibly carcinogenic
para-Aramid fibrils	3	not classifiable	not classifiable
Anthraquinone	2B	possibly carcinogenic	possibly carcinogenic
SV40 polyomavirus	3	not classifiable	probably carcinogenic
2,4,5-Trimethylaniline	3	not classifiable	possibly carcinogenic
cis-9,10-Epoxystearic acid	3	not classifiable	i don't know
Lead compounds, inorganic	2A	probably carcinogenic	probably carcinogenic
Vinyl toluene	3	not classifiable	not classifiable
Cobalt(II) oxide	2B	possibly carcinogenic	probably carcinogenic
Doxylamine succinate	3	not classifiable	not classifiable
Human papillomavirus (HPV) type 68	2A	probably carcinogenic	carcinogenic to humans
Cantharidin	3	not classifiable	not classifiable
Painter (occupational exposure as a)	1	carcinogenic to humans	carcinogenic to humans
Thiram	3	not classifiable	not classifiable
Molybdenum trioxide	2B	possibly carcinogenic	possibly carcinogenic
Carbazole	2B	possibly carcinogenic	not classifiable
Vanadium pentoxide	2B	possibly carcinogenic	possibly carcinogenic
Malaria (caused by infection with Plasmodium falciparum in holoendemic areas)	2A	probably carcinogenic	probably carcinogenic
Phenacetin, analgesic mixtures containing	1	carcinogenic to humans	carcinogenic to humans
Dimethyl hydrogen phosphite	2B	possibly carcinogenic	i don't know
Slag wool	3	not classifiable	possibly carcinogenic
Silicone breast implants	3	not classifiable	not classifiable
Ziram	3	not classifiable	possibly carcinogenic
Night shift work	2A	probably carcinogenic	probably carcinogenic
1,4-Bis(chloromethoxymethyl)benzene	3	not classifiable	carcinogenic to humans
Acepyrene (3,4-dihydrocyclopenta[cd]pyrene)	3	not classifiable	possibly carcinogenic
Sodium ortho-phenylphenate	2B	possibly carcinogenic	possibly carcinogenic
Gemfibrozil	3	not classifiable	not classifiable
2,6-Dimethylaniline (2,6-Xylidine)	2B	possibly carcinogenic	possibly carcinogenic
Malachite green (see also Leucomalachite green)	3	not classifiable	possibly carcinogenic
Processed meat (consumption of)	1	carcinogenic to humans	carcinogenic to humans
Semicarbazide hydrochloride	3	not classifiable	i don't know
Nylon 6	3	not classifiable	i don't know
N-Nitrososarcosine	2B	possibly carcinogenic	possibly carcinogenic
Cyclamates (sodium cyclamate)	3	not classifiable	not classifiable
Nitrate or nitrite (ingested) under conditions that result in endogenous nitrosation	2A	probably carcinogenic	probably carcinogenic
Allyl isothiocyanate	3	not classifiable	not classifiable
Polychlorinated biphenyls, dioxin-like, with a Toxicity Equivalency Factor (TEF) according to WHO (PCBs 77, 81, 105, 114, 118, 123, 126, 156, 157, 167, 169, 189)	1	carcinogenic to humans	carcinogenic to humans
Sulfites	3	not classifiable	i don't know
Shikimic acid	3	not classifiable	i don't know
2,4,6-Trichlorophenol (see also Polychlorophenols)	2B	possibly carcinogenic	possibly carcinogenic
Carbon black	2B	possibly carcinogenic	possibly carcinogenic
Tetrakis(hydroxymethyl)phosphonium salts	3	not classifiable	possibly carcinogenic
Petroleum refining (occupational exposures in)	2A	probably carcinogenic	carcinogenic to humans
2-Chloronitrobenzene	2B	possibly carcinogenic	possibly carcinogenic
Nithiazide	3	not classifiable	not classifiable
Tris(2-methyl-1-aziridinyl)phosphine oxide	3	not classifiable	possibly carcinogenic
Radioiodines, including iodine-131	1	carcinogenic to humans	carcinogenic to humans
Radionuclides, alpha-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
Tea	3	not classifiable	not classifiable
Non-arsenical insecticides (occupational exposures in spraying and application of)	2A	probably carcinogenic	probably carcinogenic
Ripazepam	3	not classifiable	i don't know
Dibenzo-para-dioxin	3	not classifiable	i don't know
Titanium dioxide	2B	possibly carcinogenic	possibly carcinogenic
1,4-Dichloro-2-nitrobenzene	2B	possibly carcinogenic	possibly carcinogenic
Cupferron	2B	possibly carcinogenic	possibly carcinogenic
Sulfamethazine	3	not classifiable	not classifiable
Red meat (consumption of)	2A	probably carcinogenic	probably carcinogenic
Wollastonite	3	not classifiable	not classifiable
Pulegone	2B	possibly carcinogenic	possibly carcinogenic
Cholesterol	3	not classifiable	not classifiable
Radionuclides, beta-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
Benzyl acetate	3	not classifiable	not classifiable
Rubber manufacturing industry	1	carcinogenic to humans	carcinogenic to humans
Chloropropham	3	not classifiable	not classifiable
Caffeine	3	not classifiable	not classifiable
Dinitrosopentamethylenetetramine	3	not classifiable	possibly carcinogenic
Salted fish, Chinese-style	1	carcinogenic to humans	carcinogenic to humans
Michler’s ketone [4,4´-Bis(dimethylamino)­benzophenone]	2B	possibly carcinogenic	possibly carcinogenic
Sunset Yellow FCF	3	not classifiable	not classifiable
Phenazopyridine hydrochloride	2B	possibly carcinogenic	possibly carcinogenic
para-Dimethylaminoazobenzenediazo sodium sulfonate	3	not classifiable	not classifiable
Hydroxysenkirkine	3	not classifiable	i don't know
Nitrilotriacetic acid and its salts	2B	possibly carcinogenic	possibly carcinogenic
Parasorbic acid	3	not classifiable	not classifiable
Agaritine	3	not classifiable	i don't know
Solar radiation (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet radiation from welding; and Ultraviolet-emitting tanning devices)	1	carcinogenic to humans	carcinogenic to humans
4,4'-Methylenediphenyl diisocyanate	3	not classifiable	not classifiable
Soluble cobalt(II) salts	2A	probably carcinogenic	probably carcinogenic
Kava extract	2B	possibly carcinogenic	not classifiable
Very hot beverages at above 65 °C (drinking)	2A	probably carcinogenic	probably carcinogenic
Pyrimethamine	3	not classifiable	possibly carcinogenic
Theophylline	3	not classifiable	not classifiable
meta-Cresidine	3	not classifiable	possibly carcinogenic
Disperse Yellow 3	3	not classifiable	not classifiable
Soot (as found in occupational exposure of chimney sweeps)	1	carcinogenic to humans	carcinogenic to humans
4,4'-Thiodianiline	2B	possibly carcinogenic	possibly carcinogenic
Tannic acid and tannins	3	not classifiable	not classifiable
Iron-dextran complex	2B	possibly carcinogenic	possibly carcinogenic
n-Butyl acrylate	3	not classifiable	not classifiable
Styrene	2A	probably carcinogenic	probably carcinogenic
Aramite®	2B	possibly carcinogenic	possibly carcinogenic
Triethanolamine	3	not classifiable	not classifiable
Trivalent antimony	2A	probably carcinogenic	possibly carcinogenic
Allyl isovalerate	3	not classifiable	i don't know
Ginkgo biloba extract	2B	possibly carcinogenic	possibly carcinogenic
Naphthalene	2B	possibly carcinogenic	possibly carcinogenic
Ethyl acrylate	2B	possibly carcinogenic	possibly carcinogenic
Methotrexate	3	not classifiable	not classifiable
Epichlorohydrin	2A	probably carcinogenic	probably carcinogenic
Tobacco smoke, secondhand	1	carcinogenic to humans	carcinogenic to humans
Phenicarbazide	3	not classifiable	possibly carcinogenic
Tobacco smoking	1	carcinogenic to humans	carcinogenic to humans
Vinblastine sulfate	3	not classifiable	probably carcinogenic
3,4-Epoxy-6-methylcyclohexylmethyl-3,4-epoxy-6-methylcyclo-hexanecarboxylate	3	not classifiable	not classifiable
Thiouracil	2B	possibly carcinogenic	possibly carcinogenic
Glycidyl methacrylate	2A	probably carcinogenic	possibly carcinogenic
Quinoline	2B	possibly carcinogenic	possibly carcinogenic
2-Nitronaphthalene	3	not classifiable	possibly carcinogenic
Di(2-ethylhexyl) adipate	3	not classifiable	not classifiable
HC Red No. 3	3	not classifiable	not classifiable
Prednimustine	3	not classifiable	probably carcinogenic
3,3'-Dichlorobenzidine	2B	possibly carcinogenic	probably carcinogenic
Methyl selenac	3	not classifiable	i don't know
Ethylene dibromide	2A	probably carcinogenic	probably carcinogenic
Azobenzene	3	not classifiable	possibly carcinogenic
2,4-Hexadienal	2B	possibly carcinogenic	possibly carcinogenic
Tobacco, smokeless	1	carcinogenic to humans	carcinogenic to humans
Nitrofural (Nitrofurazone)	3	not classifiable	not classifiable
Aciclovir	3	not classifiable	not classifiable
Acrolein	2A	probably carcinogenic	probably carcinogenic
Ferbam	3	not classifiable	not classifiable
Chlordecone (Kepone)	2B	possibly carcinogenic	possibly carcinogenic
N-Nitrosofolic acid	3	not classifiable	i don't know
Paracetamol (Acetaminophen)	3	not classifiable	not classifiable
N-Nitrosodi-n-butylamine	2B	possibly carcinogenic	possibly carcinogenic
Glyphosate	2A	probably carcinogenic	probably carcinogenic
Sodium diethyldithiocarbamate	3	not classifiable	not classifiable
Prazepam	3	not classifiable	i don't know
N-Methylolacrylamide	2B	possibly carcinogenic	not classifiable
Ultraviolet radiation from welding (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet-emitting tanning devices; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
Pioglitazone	2A	probably carcinogenic	possibly carcinogenic
Cycasin	2B	possibly carcinogenic	possibly carcinogenic
Methyl parathion	3	not classifiable	possibly carcinogenic
Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC) (see Ultraviolet radiation from welding; Ultraviolet-emitting tanning devices; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
Estazolam	3	not classifiable	not classifiable
8-Hydroxyquinoline	3	not classifiable	not classifiable
Copper 8-hydroxyquinoline	3	not classifiable	not classifiable
Methyl carbamate	3	not classifiable	possibly carcinogenic
Aziridine	2B	possibly carcinogenic	probably carcinogenic
Dichloroacetonitrile	3	not classifiable	possibly carcinogenic
Welding fumes	1	carcinogenic to humans	carcinogenic to humans
N-Nitrosopyrrolidine	2B	possibly carcinogenic	possibly carcinogenic
para-Anisidine	3	not classifiable	possibly carcinogenic
HC Yellow No. 4	3	not classifiable	possibly carcinogenic
Patulin	3	not classifiable	not classifiable
Chlorofluoromethane	3	not classifiable	i don't know
para-Benzoquinone dioxime	3	not classifiable	not classifiable
