statement	score	confidence	gemini_2_5_flash
4-Chloro-ortho-toluidine	2A	probably carcinogenic	probably carcinogenic
Glycidyl oleate	3	not classifiable	probably carcinogenic
Trichloroacetonitrile	3	not classifiable	not classifiable
Rifampicin	3	not classifiable	not classifiable
Zeolites other than erionite (clinoptilolite, phillipsite,mordenite, non-fibrous Japanese zeolite, synthetic zeolites)	3	not classifiable	not classifiable
Nitrovin	3	not classifiable	not classifiable
Styrene-7,8-oxide	2A	probably carcinogenic	probably carcinogenic
ortho-Toluidine	1	carcinogenic to humans	carcinogenic to humans
Bis(2,3-epoxycyclopentyl)ether	3	not classifiable	possibly carcinogenic
Benzo[a]fluorene	3	not classifiable	possibly carcinogenic
Androgenic (anabolic) steroids	2A	probably carcinogenic	probably carcinogenic
Automotive gasoline (see also Gasoline engine exhaust, and Aviation gasoline)	1	carcinogenic to humans	possibly carcinogenic
Captan	3	not classifiable	not classifiable
Benzidine, dyes metabolized to	1	carcinogenic to humans	carcinogenic to humans
1,2,3-Trichloropropane	2A	probably carcinogenic	possibly carcinogenic
Dibenzothiophene	3	not classifiable	i don't know
Saccharated iron oxide	3	not classifiable	not classifiable
Ethyl selenac	3	not classifiable	not classifiable
Xylenes	3	not classifiable	not classifiable
Acriflavinium chloride	3	not classifiable	i don't know
CI Pigment Red 3	3	not classifiable	not classifiable
Betel quid with tobacco	1	carcinogenic to humans	carcinogenic to humans
Saccharin and its salts	3	not classifiable	not classifiable
alpha-Chlorinated toluenes (benzal chloride, benzotrichloride, benzyl chloride) and benzoyl chloride (combined exposures)	2A	probably carcinogenic	carcinogenic to humans
Tris(1-aziridinyl)phosphine oxide	3	not classifiable	possibly carcinogenic
Aloe vera, whole leaf extract	2B	possibly carcinogenic	possibly carcinogenic
Iron sorbitol-citric acid complex	3	not classifiable	i don't know
Biomass fuel (primarily wood), indoor emissions from household combustion of	2A	probably carcinogenic	probably carcinogenic
Betel quid without tobacco	1	carcinogenic to humans	carcinogenic to humans
Mannomustine dihydrochloride	3	not classifiable	probably carcinogenic
Musk xylene	3	not classifiable	possibly carcinogenic
Schistosoma japonicum (infection with)	2B	possibly carcinogenic	carcinogenic to humans
1-Naphthylamine	3	not classifiable	possibly carcinogenic
Benzo[b]fluorene	3	not classifiable	not classifiable
Frying, emissions from high-temperature	2A	probably carcinogenic	probably carcinogenic
Coal gasification	1	carcinogenic to humans	carcinogenic to humans
cis-9,10-Epoxystearic acid	3	not classifiable	not classifiable
Benzo[b]naphtho[2,1-d]thiophene	3	not classifiable	i don't know
N-Nitrosoguvacoline	3	not classifiable	not classifiable
11-Aminoundecanoic acid	3	not classifiable	i don't know
1-Amino-2-methylanthraquinone	3	not classifiable	possibly carcinogenic
1,2-Bis(chloromethoxy)ethane	3	not classifiable	carcinogenic to humans
Coal, indoor emissions from household combustion of	1	carcinogenic to humans	carcinogenic to humans
BK polyomavirus (BKV)	2B	possibly carcinogenic	not classifiable
Carbon electrode manufacture	2A	probably carcinogenic	carcinogenic to humans
Hairdresser or barber (occupational exposure as a)	2A	probably carcinogenic	probably carcinogenic
N-Phenyl-2-naphthylamine	3	not classifiable	possibly carcinogenic
para-Aramid fibrils	3	not classifiable	not classifiable
Art glass, glass containers and pressed ware (manufacture of)	2A	probably carcinogenic	carcinogenic to humans
Cantharidin	3	not classifiable	not classifiable
Quintozene (Pentachloronitrobenzene)	3	not classifiable	not classifiable
2,4,5-Trimethylaniline	3	not classifiable	possibly carcinogenic
Rhodamine B	3	not classifiable	i don't know
Droloxifene	3	not classifiable	not classifiable
Human papillomavirus (HPV) type 68	2A	probably carcinogenic	carcinogenic to humans
Doxylamine succinate	3	not classifiable	not classifiable
Arecoline	2B	possibly carcinogenic	possibly carcinogenic
Bitumens, occupational exposure to hard bitumens and their emissions during mastic asphalt work	2B	possibly carcinogenic	probably carcinogenic
Epstein-Barr virus	1	carcinogenic to humans	carcinogenic to humans
Vinyl toluene	3	not classifiable	not classifiable
Lead compounds, inorganic	2A	probably carcinogenic	probably carcinogenic
Thiram	3	not classifiable	not classifiable
Bracken fern	2B	possibly carcinogenic	possibly carcinogenic
Estrogen therapy, postmenopausal	1	carcinogenic to humans	carcinogenic to humans
Night shift work	2A	probably carcinogenic	probably carcinogenic
Dimethoxane	3	not classifiable	i don't know
1,4-Bis(chloromethoxymethyl)benzene	3	not classifiable	carcinogenic to humans
Acepyrene (3,4-dihydrocyclopenta[cd]pyrene)	3	not classifiable	not classifiable
Carpentry and joinery	2B	possibly carcinogenic	carcinogenic to humans
Estrogen-progestogen menopausal therapy (combined)	1	carcinogenic to humans	carcinogenic to humans
Malaria (caused by infection with Plasmodium falciparum in holoendemic areas)	2A	probably carcinogenic	probably carcinogenic
Ziram	3	not classifiable	not classifiable
Acenaphthene	3	not classifiable	not classifiable
Semicarbazide hydrochloride	3	not classifiable	not classifiable
Haematite	3	not classifiable	i don't know
Gemfibrozil	3	not classifiable	not classifiable
Nylon 6	3	not classifiable	i don't know
Diacetylaminoazotoluene	3	not classifiable	possibly carcinogenic
Cyclamates (sodium cyclamate)	3	not classifiable	not classifiable
Malachite green (see also Leucomalachite green)	3	not classifiable	possibly carcinogenic
Nitrate or nitrite (ingested) under conditions that result in endogenous nitrosation	2A	probably carcinogenic	probably carcinogenic
Estrogen-progestogen oral contraceptives (combined)	1	carcinogenic to humans	carcinogenic to humans
Chlorinated paraffins of average carbon chain length C12 and average degree of chlorination approximately 60%	2B	possibly carcinogenic	possibly carcinogenic
Chlorophenoxy herbicides	2B	possibly carcinogenic	possibly carcinogenic
Ferric oxide	3	not classifiable	carcinogenic to humans
Firefighter (occupational exposure as a)	1	carcinogenic to humans	carcinogenic to humans
Allyl isothiocyanate	3	not classifiable	not classifiable
Shikimic acid	3	not classifiable	i don't know
Musk ambrette	3	not classifiable	not classifiable
Nithiazide	3	not classifiable	not classifiable
Fission products, including strontium-90	1	carcinogenic to humans	carcinogenic to humans
Tris(2-methyl-1-aziridinyl)phosphine oxide	3	not classifiable	possibly carcinogenic
Non-arsenical insecticides (occupational exposures in spraying and application of)	2A	probably carcinogenic	probably carcinogenic
Theobromine	3	not classifiable	not classifiable
Diesel fuel, marine	2B	possibly carcinogenic	not classifiable
Wollastonite	3	not classifiable	not classifiable
Red meat (consumption of)	2A	probably carcinogenic	probably carcinogenic
Dry cleaning (occupational exposures in)	2B	possibly carcinogenic	probably carcinogenic
Sulfamethazine	3	not classifiable	possibly carcinogenic
Petroleum refining (occupational exposures in)	2A	probably carcinogenic	carcinogenic to humans
Dibenzo-para-dioxin	3	not classifiable	carcinogenic to humans
Ripazepam	3	not classifiable	i don't know
Hydroxysenkirkine	3	not classifiable	not classifiable
Fluoro-edenite fibrous amphibole	1	carcinogenic to humans	carcinogenic to humans
Bromochloroacetonitrile	3	not classifiable	possibly carcinogenic
Cholesterol	3	not classifiable	not classifiable
Benzyl acetate	3	not classifiable	not classifiable
Engine exhaust, gasoline	2B	possibly carcinogenic	possibly carcinogenic
Haematite mining (underground)	1	carcinogenic to humans	carcinogenic to humans
Fuel oils, residual (heavy)	2B	possibly carcinogenic	possibly carcinogenic
N-Nitrosoguvacine	3	not classifiable	i don't know
Hepatitis B virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Sudan I	3	not classifiable	not classifiable
Disperse Yellow 3	3	not classifiable	not classifiable
Temazepam	3	not classifiable	not classifiable
Tannic acid and tannins	3	not classifiable	not classifiable
Caffeine	3	not classifiable	not classifiable
Hepatitis C virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Pyrimethamine	3	not classifiable	possibly carcinogenic
Sunset Yellow FCF	3	not classifiable	i don't know
Aviation gasoline (see also Automotive gasoline, and Gasoline engine exhaust)	2B	possibly carcinogenic	possibly carcinogenic
Soluble cobalt(II) salts	2A	probably carcinogenic	probably carcinogenic
Very hot beverages at above 65 °C (drinking)	2A	probably carcinogenic	probably carcinogenic
Phenanthrene	3	not classifiable	not classifiable
Allyl isovalerate	3	not classifiable	not classifiable
Goldenseal root powder	2B	possibly carcinogenic	possibly carcinogenic
Theophylline	3	not classifiable	not classifiable
Styrene	2A	probably carcinogenic	probably carcinogenic
n-Butyl acrylate	3	not classifiable	not classifiable
1-Methylphenanthrene	3	not classifiable	i don't know
Hepatitis D virus (HDV)	1	carcinogenic to humans	carcinogenic to humans
para-Dimethylaminoazobenzenediazo sodium sulfonate	3	not classifiable	i don't know
2-Nitronaphthalene	3	not classifiable	possibly carcinogenic
HC Red No. 3	3	not classifiable	not classifiable
Human T-cell lymphotropic virus type I	1	carcinogenic to humans	carcinogenic to humans
Human cytomegalovirus (HCMV)	2B	possibly carcinogenic	probably carcinogenic
Epichlorohydrin	2A	probably carcinogenic	probably carcinogenic
Butyl benzyl phthalate	3	not classifiable	possibly carcinogenic
3,4-Epoxy-6-methylcyclohexylmethyl-3,4-epoxy-6-methylcyclo-hexanecarboxylate	3	not classifiable	not classifiable
Nitrofural (Nitrofurazone)	3	not classifiable	possibly carcinogenic
Methotrexate	3	not classifiable	probably carcinogenic
Human immunodeficiency virus type 1 (infection with)	1	carcinogenic to humans	carcinogenic to humans
Glycidyl methacrylate	2A	probably carcinogenic	possibly carcinogenic
Prednimustine	3	not classifiable	carcinogenic to humans
Vinblastine sulfate	3	not classifiable	probably carcinogenic
Agaritine	3	not classifiable	i don't know
Human immunodeficiency virus type 2 (infection with)	2B	possibly carcinogenic	carcinogenic to humans
Scarlet Red	3	not classifiable	not classifiable
Human papillomavirus (HPV) type 16	1	carcinogenic to humans	carcinogenic to humans
Ethylene dibromide	2A	probably carcinogenic	probably carcinogenic
Trivalent antimony	2A	probably carcinogenic	i don't know
Yellow AB	3	not classifiable	not classifiable
Methyl selenac	3	not classifiable	i don't know
N-Nitrosofolic acid	3	not classifiable	not classifiable
Ferbam	3	not classifiable	not classifiable
Aciclovir	3	not classifiable	not classifiable
Prazepam	3	not classifiable	not classifiable
Chlorofluoromethane	3	not classifiable	not classifiable
Acrolein	2A	probably carcinogenic	not classifiable
Human papillomavirus (HPV) type 18	1	carcinogenic to humans	carcinogenic to humans
Methyl parathion	3	not classifiable	possibly carcinogenic
Ionizing radiation (all types)	1	carcinogenic to humans	carcinogenic to humans
Human papillomavirus (HPV) types 26, 53, 66, 67, 70, 73, 82	2B	possibly carcinogenic	possibly carcinogenic
Iron and steel founding (occupational exposure during)	1	carcinogenic to humans	carcinogenic to humans
3-(N-Nitrosomethylamino)propionaldehyde	3	not classifiable	possibly carcinogenic
Human papillomavirus (HPV) type 33	1	carcinogenic to humans	carcinogenic to humans
Leather dust	1	carcinogenic to humans	carcinogenic to humans
Kaposi sarcoma herpesvirus	1	carcinogenic to humans	carcinogenic to humans
Sodium diethyldithiocarbamate	3	not classifiable	not classifiable
Isopropyl alcohol manufacture using strong acids	1	carcinogenic to humans	carcinogenic to humans
