statement	score	confidence	gemini_2_5_flash
Pulegone	2B	possibly carcinogenic	possibly carcinogenic
Fluoro-edenite fibrous amphibole	1	carcinogenic to humans	carcinogenic to humans
1,4-Dichloro-2-nitrobenzene	2B	possibly carcinogenic	not classifiable
Haematite mining (underground)	1	carcinogenic to humans	carcinogenic to humans
Cupferron	2B	possibly carcinogenic	possibly carcinogenic
Fuel oils, residual (heavy)	2B	possibly carcinogenic	possibly carcinogenic
Aviation gasoline (see also Automotive gasoline, and Gasoline engine exhaust)	2B	possibly carcinogenic	possibly carcinogenic
Engine exhaust, gasoline	2B	possibly carcinogenic	possibly carcinogenic
Nitrilotriacetic acid and its salts	2B	possibly carcinogenic	possibly carcinogenic
Hepatitis C virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Hepatitis B virus (chronic infection with)	1	carcinogenic to humans	carcinogenic to humans
Michler’s ketone [4,4´-Bis(dimethylamino)­benzophenone]	2B	possibly carcinogenic	possibly carcinogenic
Kava extract	2B	possibly carcinogenic	not classifiable
4,4'-Thiodianiline	2B	possibly carcinogenic	possibly carcinogenic
Iron-dextran complex	2B	possibly carcinogenic	possibly carcinogenic
Ethyl acrylate	2B	possibly carcinogenic	possibly carcinogenic
Hepatitis D virus (HDV)	1	carcinogenic to humans	carcinogenic to humans
Aramite®	2B	possibly carcinogenic	possibly carcinogenic
Goldenseal root powder	2B	possibly carcinogenic	possibly carcinogenic
Human T-cell lymphotropic virus type I	1	carcinogenic to humans	carcinogenic to humans
Human cytomegalovirus (HCMV)	2B	possibly carcinogenic	not classifiable
Human immunodeficiency virus type 1 (infection with)	1	carcinogenic to humans	carcinogenic to humans
Naphthalene	2B	possibly carcinogenic	possibly carcinogenic
Human immunodeficiency virus type 2 (infection with)	2B	possibly carcinogenic	carcinogenic to humans
Ginkgo biloba extract	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) type 18	1	carcinogenic to humans	carcinogenic to humans
Quinoline	2B	possibly carcinogenic	possibly carcinogenic
Thiouracil	2B	possibly carcinogenic	possibly carcinogenic
3,3'-Dichlorobenzidine	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) type 16	1	carcinogenic to humans	carcinogenic to humans
Hexachlorocyclohexanes	2B	possibly carcinogenic	possibly carcinogenic
2,4-Hexadienal	2B	possibly carcinogenic	not classifiable
Human papillomavirus (HPV) type 33	1	carcinogenic to humans	carcinogenic to humans
Chlordecone (Kepone)	2B	possibly carcinogenic	possibly carcinogenic
Cycasin	2B	possibly carcinogenic	probably carcinogenic
N-Methylolacrylamide	2B	possibly carcinogenic	possibly carcinogenic
N-Nitrosodi-n-butylamine	2B	possibly carcinogenic	possibly carcinogenic
alpha-Chlorinated toluenes (benzal chloride, benzotrichloride, benzyl chloride) and benzoyl chloride (combined exposures)	2A	probably carcinogenic	probably carcinogenic
Human papillomavirus (HPV) types 5 and 8 (in patients with epidermodysplasia verruciformis)	2B	possibly carcinogenic	carcinogenic to humans
Ionizing radiation (all types)	1	carcinogenic to humans	carcinogenic to humans
Aziridine	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) types 30, 34, 69, 85, 97	2B	possibly carcinogenic	possibly carcinogenic
N-Nitrosopyrrolidine	2B	possibly carcinogenic	possibly carcinogenic
Trichloroethylene	1	carcinogenic to humans	carcinogenic to humans
1,8-Dinitropyrene	2B	possibly carcinogenic	probably carcinogenic
Chloroquine	3	not classifiable	not classifiable
Modacrylic fibres	3	not classifiable	not classifiable
Organic polymeric materials	3	not classifiable	not classifiable
Dapsone	3	not classifiable	possibly carcinogenic
Human papillomavirus (HPV) types 31, 35, 39, 45, 51, 52, 56, 58, 59	1	carcinogenic to humans	carcinogenic to humans
Coal-tar distillation	1	carcinogenic to humans	carcinogenic to humans
Dacarbazine	2B	possibly carcinogenic	probably carcinogenic
Yellow OB	3	not classifiable	possibly carcinogenic
Methyl methacrylate	3	not classifiable	not classifiable
Hycanthone mesylate	3	not classifiable	probably carcinogenic
Iron and steel founding (occupational exposure during)	1	carcinogenic to humans	carcinogenic to humans
Aziridyl benzoquinone	3	not classifiable	probably carcinogenic
Metronidazole	2B	possibly carcinogenic	possibly carcinogenic
Fast Green FCF	3	not classifiable	not classifiable
Pentachlorophenol (see also Polychlorophenols)	1	carcinogenic to humans	possibly carcinogenic
Isopropyl alcohol manufacture using strong acids	1	carcinogenic to humans	carcinogenic to humans
Furosemide (Frusemide)	3	not classifiable	not classifiable
Senkirkine	3	not classifiable	possibly carcinogenic
Cobalt(II) sulfide	3	not classifiable	possibly carcinogenic
2-Naphthylamine	1	carcinogenic to humans	carcinogenic to humans
Kaposi sarcoma herpesvirus	1	carcinogenic to humans	carcinogenic to humans
Orthopaedic implants of complex composition and cardiac pacemakers	3	not classifiable	not classifiable
Leather dust	1	carcinogenic to humans	carcinogenic to humans
Isonicotinic acid hydrazide (Isoniazid)	3	not classifiable	probably carcinogenic
meta-Dichlorobenzene	3	not classifiable	not classifiable
Terpene polychlorinates (Strobane®)	3	not classifiable	possibly carcinogenic
4-Aminobiphenyl	1	carcinogenic to humans	carcinogenic to humans
Rugulosin	3	not classifiable	not classifiable
Auramine	2B	possibly carcinogenic	carcinogenic to humans
Paint manufacture (occupational exposure in)	3	not classifiable	carcinogenic to humans
N-Nitrosomethylvinylamine	2B	possibly carcinogenic	probably carcinogenic
Crude oil	3	not classifiable	carcinogenic to humans
Benzidine	1	carcinogenic to humans	carcinogenic to humans
Malonaldehyde	3	not classifiable	possibly carcinogenic
Phenobarbital	2B	possibly carcinogenic	possibly carcinogenic
Implanted foreign bodies of metallic cobalt, metallic nickel and an alloy powder containing 66-67% nickel, 13-16% chromium, and 7% iron	2B	possibly carcinogenic	possibly carcinogenic
Benzo[a]fluorene	3	not classifiable	possibly carcinogenic
Magenta production	1	carcinogenic to humans	carcinogenic to humans
MOPP and other combined chemotherapy including alkylating agents	1	carcinogenic to humans	carcinogenic to humans
Human papillomavirus (HPV) types 26, 53, 66, 67, 70, 73, 82	2B	possibly carcinogenic	carcinogenic to humans
Glycidyl oleate	3	not classifiable	possibly carcinogenic
Potassium bis(2-hydroxyethyl)dithiocarbamate	3	not classifiable	possibly carcinogenic
Zeolites other than erionite (clinoptilolite, phillipsite,mordenite, non-fibrous Japanese zeolite, synthetic zeolites)	3	not classifiable	not classifiable
ortho-Toluidine	1	carcinogenic to humans	carcinogenic to humans
Acriflavinium chloride	3	not classifiable	not classifiable
Dibenzothiophene	3	not classifiable	i don't know
Mitomycin C	2B	possibly carcinogenic	carcinogenic to humans
Bis(2,3-epoxycyclopentyl)ether	3	not classifiable	possibly carcinogenic
Nitrovin	3	not classifiable	not classifiable
Rifampicin	3	not classifiable	not classifiable
Pentavalent antimony	3	not classifiable	probably carcinogenic
Androgenic (anabolic) steroids	2A	probably carcinogenic	probably carcinogenic
Merkel cell polyomavirus (MCPyV)	1	carcinogenic to humans	probably carcinogenic
Trichloroacetonitrile	3	not classifiable	not classifiable
Tetranitromethane	2B	possibly carcinogenic	possibly carcinogenic
Captan	3	not classifiable	not classifiable
Polychlorinated dibenzo-para-dioxins (other than 2,3,7,8-tetrachlorodibenzo-para-dioxin)	3	not classifiable	not classifiable
Indium tin oxide	2B	possibly carcinogenic	possibly carcinogenic
Xylenes	3	not classifiable	not classifiable
Mineral oils, untreated or mildly treated	1	carcinogenic to humans	carcinogenic to humans
Benzo[b]naphtho[2,1-d]thiophene	3	not classifiable	possibly carcinogenic
Saccharated iron oxide	3	not classifiable	not classifiable
Art glass, glass containers and pressed ware (manufacture of)	2A	probably carcinogenic	possibly carcinogenic
Tris(1-aziridinyl)phosphine oxide	3	not classifiable	possibly carcinogenic
Petroleum solvents	3	not classifiable	possibly carcinogenic
Saccharin and its salts	3	not classifiable	possibly carcinogenic
CI Pigment Red 3	3	not classifiable	not classifiable
Chlorophenoxy herbicides	2B	possibly carcinogenic	possibly carcinogenic
Propylthiouracil	2B	possibly carcinogenic	possibly carcinogenic
Ethyl selenac	3	not classifiable	possibly carcinogenic
Neutron radiation	1	carcinogenic to humans	carcinogenic to humans
Biomass fuel (primarily wood), indoor emissions from household combustion of	2A	probably carcinogenic	carcinogenic to humans
Benzo[b]fluorene	3	not classifiable	not classifiable
Polychlorinated dibenzofurans (see 2,3,4,7,8-Pentachlorodibenzofuran)	3	not classifiable	possibly carcinogenic
Nickel compounds	1	carcinogenic to humans	carcinogenic to humans
Musk xylene	3	not classifiable	not classifiable
Carbon electrode manufacture	2A	probably carcinogenic	carcinogenic to humans
Amsacrine	2B	possibly carcinogenic	probably carcinogenic
Mannomustine dihydrochloride	3	not classifiable	probably carcinogenic
Proflavine salts	3	not classifiable	not classifiable
Opium consumption	1	carcinogenic to humans	carcinogenic to humans
1-Naphthylamine	3	not classifiable	not classifiable
Rhodamine B	3	not classifiable	possibly carcinogenic
N-Nitrosoguvacine	3	not classifiable	possibly carcinogenic
Outdoor air pollution	1	carcinogenic to humans	carcinogenic to humans
N-Nitrosoguvacoline	3	not classifiable	possibly carcinogenic
1-Chloro-2-methylpropene	2B	possibly carcinogenic	possibly carcinogenic
11-Aminoundecanoic acid	3	not classifiable	i don't know
1,2-Bis(chloromethoxy)ethane	3	not classifiable	carcinogenic to humans
Frying, emissions from high-temperature	2A	probably carcinogenic	probably carcinogenic
Pulp and paper manufacture	3	not classifiable	carcinogenic to humans
Iron sorbitol-citric acid complex	3	not classifiable	i don't know
Hairdresser or barber (occupational exposure as a)	2A	probably carcinogenic	probably carcinogenic
1-Amino-2-methylanthraquinone	3	not classifiable	possibly carcinogenic
Merphalan	2B	possibly carcinogenic	carcinogenic to humans
Cantharidin	3	not classifiable	not classifiable
para-Aramid fibrils	3	not classifiable	not classifiable
Rock (stone) wool	3	not classifiable	not classifiable
Quintozene (Pentachloronitrobenzene)	3	not classifiable	not classifiable
N-Phenyl-2-naphthylamine	3	not classifiable	possibly carcinogenic
Outdoor air pollution, particulate matter in	1	carcinogenic to humans	carcinogenic to humans
Doxylamine succinate	3	not classifiable	not classifiable
cis-9,10-Epoxystearic acid	3	not classifiable	not classifiable
SV40 polyomavirus	3	not classifiable	possibly carcinogenic
Vinyl toluene	3	not classifiable	not classifiable
Droloxifene	3	not classifiable	possibly carcinogenic
2,4,5-Trimethylaniline	3	not classifiable	possibly carcinogenic
N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide	2B	possibly carcinogenic	possibly carcinogenic
Human papillomavirus (HPV) type 68	2A	probably carcinogenic	probably carcinogenic
Isobutyl nitrite	2B	possibly carcinogenic	not classifiable
Lead compounds, inorganic	2A	probably carcinogenic	carcinogenic to humans
Carrageenan, degraded (Poligeenan)	2B	possibly carcinogenic	possibly carcinogenic
Thiram	3	not classifiable	not classifiable
Painter (occupational exposure as a)	1	carcinogenic to humans	carcinogenic to humans
Ferric oxide	3	not classifiable	i don't know
Silicone breast implants	3	not classifiable	not classifiable
Slag wool	3	not classifiable	not classifiable
Semicarbazide hydrochloride	3	not classifiable	possibly carcinogenic
Ziram	3	not classifiable	not classifiable
Phenacetin, analgesic mixtures containing	1	carcinogenic to humans	carcinogenic to humans
Malaria (caused by infection with Plasmodium falciparum in holoendemic areas)	2A	probably carcinogenic	probably carcinogenic
1,4-Bis(chloromethoxymethyl)benzene	3	not classifiable	carcinogenic to humans
Acenaphthene	3	not classifiable	not classifiable
Night shift work	2A	probably carcinogenic	probably carcinogenic
Acepyrene (3,4-dihydrocyclopenta[cd]pyrene)	3	not classifiable	possibly carcinogenic
1,3-Dichloropropene (technical-grade)	2B	possibly carcinogenic	possibly carcinogenic
Malachite green (see also Leucomalachite green)	3	not classifiable	possibly carcinogenic
Gemfibrozil	3	not classifiable	not classifiable
Dimethoxane	3	not classifiable	i don't know
Processed meat (consumption of)	1	carcinogenic to humans	carcinogenic to humans
Diacetylaminoazotoluene	3	not classifiable	possibly carcinogenic
Nylon 6	3	not classifiable	i don't know
Gentian violet (see also Leucogentian violet)	2B	possibly carcinogenic	possibly carcinogenic
Shikimic acid	3	not classifiable	i don't know
Sulfites	3	not classifiable	i don't know
Nitrate or nitrite (ingested) under conditions that result in endogenous nitrosation	2A	probably carcinogenic	probably carcinogenic
Cyclamates (sodium cyclamate)	3	not classifiable	not classifiable
Allyl isothiocyanate	3	not classifiable	not classifiable
1-[(5-Nitrofurfurylidene)amino]-2-imidazolidinone	2B	possibly carcinogenic	not classifiable
Radioiodines, including iodine-131	1	carcinogenic to humans	carcinogenic to humans
Musk ambrette	3	not classifiable	not classifiable
Tetrakis(hydroxymethyl)phosphonium salts	3	not classifiable	probably carcinogenic
Ripazepam	3	not classifiable	i don't know
Nithiazide	3	not classifiable	not classifiable
Tris(2-methyl-1-aziridinyl)phosphine oxide	3	not classifiable	possibly carcinogenic
Theobromine	3	not classifiable	not classifiable
Radionuclides, alpha-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
Bromochloroacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Petroleum refining (occupational exposures in)	2A	probably carcinogenic	carcinogenic to humans
Methylthiouracil	2B	possibly carcinogenic	possibly carcinogenic
Wollastonite	3	not classifiable	not classifiable
Non-arsenical insecticides (occupational exposures in spraying and application of)	2A	probably carcinogenic	probably carcinogenic
1-Methylphenanthrene	3	not classifiable	not classifiable
Red meat (consumption of)	2A	probably carcinogenic	probably carcinogenic
Sulfamethazine	3	not classifiable	possibly carcinogenic
Radionuclides, beta-particle-emitting, internally deposited	1	carcinogenic to humans	carcinogenic to humans
Polychlorinated biphenyls, dioxin-like, with a Toxicity Equivalency Factor (TEF) according to WHO (PCBs 77, 81, 105, 114, 118, 123, 126, 156, 157, 167, 169, 189)	1	carcinogenic to humans	carcinogenic to humans
Chloropropham	3	not classifiable	not classifiable
Benzyl acetate	3	not classifiable	not classifiable
Dibenzo-para-dioxin	3	not classifiable	i don't know
Parasorbic acid	3	not classifiable	i don't know
Bromochloroacetonitrile	3	not classifiable	possibly carcinogenic
Tea	3	not classifiable	i don't know
Other cobalt(II) compounds (not including Soluble cobalt(II) salts, Cobalt(II) oxide, Cobalt(II,III) oxide, and Cobalt(II) sulfide)	3	not classifiable	i don't know
para-Dimethylaminoazobenzenediazo sodium sulfonate	3	not classifiable	not classifiable
Carbon tetrachloride	2B	possibly carcinogenic	possibly carcinogenic
Rubber manufacturing industry	1	carcinogenic to humans	carcinogenic to humans
Haematite	3	not classifiable	not classifiable
Cholesterol	3	not classifiable	not classifiable
Dinitrosopentamethylenetetramine	3	not classifiable	possibly carcinogenic
Sudan I	3	not classifiable	not classifiable
Salted fish, Chinese-style	1	carcinogenic to humans	carcinogenic to humans
Parathion	2B	possibly carcinogenic	possibly carcinogenic
Agaritine	3	not classifiable	i don't know
Soluble cobalt(II) salts	2A	probably carcinogenic	probably carcinogenic
Sunset Yellow FCF	3	not classifiable	not classifiable
Disperse Yellow 3	3	not classifiable	possibly carcinogenic
meta-Cresidine	3	not classifiable	possibly carcinogenic
4,4'-Methylenediphenyl diisocyanate	3	not classifiable	not classifiable
Hydroxysenkirkine	3	not classifiable	possibly carcinogenic
Very hot beverages at above 65 °C (drinking)	2A	probably carcinogenic	probably carcinogenic
Pyrimethamine	3	not classifiable	possibly carcinogenic
Tannic acid and tannins	3	not classifiable	not classifiable
Solar radiation (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet radiation from welding; and Ultraviolet-emitting tanning devices)	1	carcinogenic to humans	carcinogenic to humans
Temazepam	3	not classifiable	not classifiable
Theophylline	3	not classifiable	not classifiable
Benz[a]anthracene	2B	possibly carcinogenic	probably carcinogenic
n-Butyl acrylate	3	not classifiable	not classifiable
Phenanthrene	3	not classifiable	not classifiable
Styrene	2A	probably carcinogenic	probably carcinogenic
Triethanolamine	3	not classifiable	not classifiable
Soot (as found in occupational exposure of chimney sweeps)	1	carcinogenic to humans	carcinogenic to humans
Butyl benzyl phthalate	3	not classifiable	possibly carcinogenic
3-Chloro-2-methylpropene, technical grade	2B	possibly carcinogenic	possibly carcinogenic
2-Nitronaphthalene	3	not classifiable	possibly carcinogenic
Epichlorohydrin	2A	probably carcinogenic	probably carcinogenic
HC Red No. 3	3	not classifiable	not classifiable
CI Basic Red 9	2B	possibly carcinogenic	possibly carcinogenic
Tobacco smoking	1	carcinogenic to humans	carcinogenic to humans
Phenicarbazide	3	not classifiable	not classifiable
Tobacco smoke, secondhand	1	carcinogenic to humans	carcinogenic to humans
Prednimustine	3	not classifiable	carcinogenic to humans
Glycidyl methacrylate	2A	probably carcinogenic	possibly carcinogenic
Vinblastine sulfate	3	not classifiable	probably carcinogenic
Caffeine	3	not classifiable	i don't know
1,1-Dimethylhydrazine	2B	possibly carcinogenic	possibly carcinogenic
Methotrexate	3	not classifiable	not classifiable
Scarlet Red	3	not classifiable	possibly carcinogenic
3,4-Epoxy-6-methylcyclohexylmethyl-3,4-epoxy-6-methylcyclo-hexanecarboxylate	3	not classifiable	i don't know
Di(2-ethylhexyl) adipate	3	not classifiable	not classifiable
Yellow AB	3	not classifiable	possibly carcinogenic
Ethylene dibromide	2A	probably carcinogenic	probably carcinogenic
Nitrofural (Nitrofurazone)	3	not classifiable	possibly carcinogenic
Tobacco, smokeless	1	carcinogenic to humans	carcinogenic to humans
Printing inks	3	not classifiable	carcinogenic to humans
Aciclovir	3	not classifiable	not classifiable
Phenytoin	2B	possibly carcinogenic	possibly carcinogenic
Azobenzene	3	not classifiable	not classifiable
Ferbam	3	not classifiable	not classifiable
Acrolein	2A	probably carcinogenic	probably carcinogenic
Allyl isovalerate	3	not classifiable	i don't know
Prazepam	3	not classifiable	i don't know
Paracetamol (Acetaminophen)	3	not classifiable	not classifiable
Methyl parathion	3	not classifiable	possibly carcinogenic
beta-Propiolactone	2B	possibly carcinogenic	possibly carcinogenic
3-(N-Nitrosomethylamino)propionaldehyde	3	not classifiable	not classifiable
Glyphosate	2A	probably carcinogenic	probably carcinogenic
Methyl selenac	3	not classifiable	i don't know
N-Nitrosofolic acid	3	not classifiable	i don't know
Chlorofluoromethane	3	not classifiable	not classifiable
Sodium diethyldithiocarbamate	3	not classifiable	not classifiable
Sudan III	3	not classifiable	i don't know
Chlordane	2B	possibly carcinogenic	possibly carcinogenic
Methyl carbamate	3	not classifiable	not classifiable
para-Anisidine	3	not classifiable	not classifiable
8-Hydroxyquinoline	3	not classifiable	not classifiable
Ultraviolet-emitting tanning devices (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet radiation from welding; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
Patulin	3	not classifiable	not classifiable
Pioglitazone	2A	probably carcinogenic	possibly carcinogenic
Copper 8-hydroxyquinoline	3	not classifiable	not classifiable
Estazolam	3	not classifiable	not classifiable
